,b_age,b_gc,b_memory,b_naive,cd3_gd,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_cm,cd8_mait,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc1,dc2,ilc1,ilc3,macrophage,mast_cell,monocyte_classical,monocyte_nonclassical,nk_cd56br,nk_cd56dim,nk_ilc_precursor,pdc,plasma_cell,plasmablast,progenitor
ENSG00000028137,0.8447395,0.0,0.0,0.0,0.53931177,0.0,0.0,0.0,0.0,0.53553903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35082725,0.0,0.0,0.63448286,0.0,0.6319724,0.9078567,0.0,0.5939699,0.3061025,0.0,0.0,0.0,0.0
ENSG00000116731,0.4507884,0.46122292,0.44168007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13090722,0.0
ENSG00000142634,0.41528505,0.44723654,0.0,0.0,0.93661284,0.0,0.0,0.53924006,1.1269877,0.0,0.0,0.48962668,0.4740817,0.0,0.76280063,0.87050205,0.0,0.9558077,0.86431265,1.1242634,0.0,0.9713054,0.0,1.1238583,0.9833258,0.98450345,1.4937441,1.1683042,0.3882172,0.0,0.17435339,0.0
ENSG00000116786,0.41541132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15569162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526,0.0,0.17453691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2902515,0.2608803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1557483,0.0
ENSG00000055070,0.0,0.118655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15561974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14421506,0.0
ENSG00000157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35045734,0.0,0.0,0.0
ENSG00000117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18531352,0.23619983,0.0,0.0,0.0,0.0,0.0,0.3101316,0.0,0.0,0.0,0.0,0.0,0.3425483,0.0
ENSG00000179051,0.0,0.3192102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33147472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12699372,0.0
ENSG00000053372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21035369,0.0
ENSG00000053371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35273883,0.19949165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27420312,0.0,0.11335138,0.0
ENSG00000077549,0.5685243,0.6378564,0.535133,0.0,0.728897,0.64254993,0.5590621,0.7293649,0.8145059,0.8403015,0.5778667,0.65524405,0.647211,0.6751203,0.74474645,0.7619934,0.6902127,0.9216659,0.7996736,0.55507076,0.0,0.8774361,0.0,0.8558208,0.9086359,0.72333056,0.81240344,0.61843693,0.59734297,0.07265334,0.4387892,0.26976356
ENSG00000173436,0.0,0.53617585,0.0,0.0,0.0,0.43579724,0.43677446,0.0,0.0,0.50960946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52751297,0.4936927,0.0,0.0,0.58408916,0.0,0.57589096,0.6173938,0.0,0.0,0.0,0.37492293,0.14750049,0.764605,0.28750172
ENSG00000244038,0.43528718,0.4202272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29595554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47463337,0.4603098,0.0,0.0,0.0,0.0,0.0,0.2900271,0.0,0.0,0.0,0.60270685,0.60191905,0.9552825,0.0
ENSG00000127483,0.43780288,0.76275164,0.33610144,0.0,0.5946262,0.4452878,0.47640747,0.33292526,0.0,0.5097372,0.0,0.49770454,0.3727284,0.0,0.60271066,0.0,0.0,0.26521587,0.4180135,0.87337565,0.3882647,0.0,0.0,0.0,0.41352454,0.0,0.3814708,0.5476142,0.43626544,0.10060751,0.32869256,0.33592317
ENSG00000075151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22084339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06882142,0.0
ENSG00000117298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11380503,0.0
ENSG00000090686,0.0,0.3192102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19369973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1440661,0.31770292,0.0
ENSG00000070831,0.6643666,0.90017706,0.6699227,0.7303026,0.90669054,0.85376614,0.7993357,0.8365816,0.849965,0.91782385,0.81123114,0.8318362,0.765603,0.7256391,0.9287405,0.87676203,0.8152657,0.93611383,0.9882959,0.932547,0.9880549,1.0102248,0.6358378,1.1195761,1.0729017,0.8799281,0.951326,0.93367225,0.73745596,0.16954753,0.6272261,0.5972519
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.547148,0.0,0.0,1.7073121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0333796,0.0,0.0,0.66539645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.517436,0.0,0.0,1.0437884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.32308978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13474542,0.0
ENSG00000125944,0.4372413,0.618247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38021576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4357044,0.44679877,0.0,0.0,0.0,0.0,0.0,0.2820217,0.0,0.0,0.0,0.5174979,0.0,0.5103698,0.24408942
ENSG00000007968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06499082,0.0
ENSG00000142676,3.241613,2.6968215,3.4110112,3.224872,2.8871439,3.4441874,3.5815406,3.2002678,3.18639,3.1561131,3.1306815,3.2042096,3.0592563,3.4108205,2.9703383,2.988009,2.9777524,2.7245233,2.959128,2.501482,2.882566,2.6914868,3.0425296,2.554394,2.8276064,2.649849,2.6385527,2.7290084,2.9371936,1.7027845,2.6209111,2.4450758
ENSG00000011007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0840889,0.0
ENSG00000057757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094783746,0.19072106
ENSG00000011009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11122117,0.0
ENSG00000179163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23781574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.35616007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2459184,0.2227551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123381,0.0
ENSG00000188529,0.37870803,0.7552397,0.53830993,0.38416553,0.0,0.4315682,0.50246596,0.0,0.6140052,0.41515875,0.0,0.3865523,0.0,0.4664402,0.0,0.0,0.0,0.21928954,0.40341073,0.0,0.0,0.0,0.0,0.0,0.25712976,0.32971,0.48783898,0.4952829,0.53009653,0.08574679,0.5319095,0.26852554
ENSG00000117602,0.0,0.0,0.0,0.0,0.0,0.45982063,0.5091948,0.0,0.0,0.48175487,0.0,0.0,0.0,0.4776632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133226,0.5646372,0.8680503,0.67852646,0.7414084,0.7703719,0.6584721,0.6484658,0.69989187,0.7484691,0.6227426,0.7488221,0.7451659,0.71463203,0.63010716,0.77794945,0.770622,0.7690992,0.6638162,0.7270627,0.0,0.4882171,0.45843983,0.31520635,0.46421218,0.521508,0.7528018,0.77444446,0.8480318,0.76775646,0.14423898,0.54736775,0.42161164
ENSG00000169504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14995891,0.30509475,0.0
ENSG00000020633,0.0,0.0,0.0,0.0,0.74418795,0.0,0.0,0.0,0.0,0.0,0.0,0.5421229,0.37343994,0.0,0.6993399,0.67149574,0.6834287,0.0,0.0,0.6578508,0.0,0.0,0.0,0.0,0.0,0.6546826,0.75373197,0.86293626,0.0,0.0,0.0,0.0
ENSG00000117614,0.46944487,0.47774693,0.45068902,0.0,0.0,0.424893,0.49597663,0.0,0.0,0.4477755,0.0,0.44757938,0.0,0.41082993,0.0,0.0,0.0,0.31047022,0.38564968,0.0,0.0,0.1635095,0.0,0.41240078,0.42921454,0.0,0.0,0.41348282,0.4841008,0.0,0.14737077,0.0
ENSG00000117616,0.44797185,0.5253974,0.57733023,0.0,0.7510908,0.51686496,0.52103984,0.64265275,0.7624335,0.5313327,0.65173084,0.58144146,0.69411105,0.4344321,0.7356414,0.7628741,0.74600637,0.24492791,0.38152593,0.5373479,0.94944215,0.230864,0.0,0.0,0.39981148,0.88171977,0.88937074,0.7961477,0.62913716,0.10660274,0.22173291,0.111560374
ENSG00000183726,0.0,0.17516379,0.0,0.0,0.45444858,0.0,0.0,0.0,0.0,0.4794321,0.0,0.41744328,0.0,0.0,0.48410067,0.0,0.0,0.26724014,0.39421523,0.0,0.0,0.3715319,0.0,0.0,0.44270816,0.0,0.0,0.0,0.5125475,0.104723506,0.39691606,0.0
ENSG00000157978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062626846,0.0
ENSG00000117632,0.0,2.2527103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1969732,0.0,0.0,0.0,0.47884092,0.0,0.0,0.0,0.0,0.0,1.0923128,0.0,0.730088,0.6363413
ENSG00000142684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10492469,0.39101264,0.0
ENSG00000142669,1.8312352,0.9875456,1.2989719,1.0556948,1.8877232,1.5067216,1.0499711,1.8188735,2.115391,1.8903434,1.4501781,1.7980026,1.6466404,1.3287234,2.014882,1.9671681,1.5229758,1.4262816,2.1215534,1.7908683,1.3350039,2.4827628,1.4688407,2.688474,2.417983,1.3957524,1.9288235,1.7168622,1.7244544,0.29453623,0.952501,0.6641463
ENSG00000158062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30200052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169442,2.5781999,1.6827099,2.0688436,1.9528306,1.4204476,1.5459129,1.2002429,1.6898761,1.9682554,1.8420542,1.0613384,1.6333442,1.4164511,1.3381176,1.7008219,1.5538962,0.72129893,0.2549176,0.41013324,0.32945254,1.4348428,0.7241533,0.0,0.77022195,1.3590229,0.0,0.6356367,0.7831923,0.35505378,0.0,0.4171174,0.0
ENSG00000198830,0.65912175,2.4610965,0.76034784,0.83369195,0.7005677,0.63193923,0.6994625,0.63968456,0.7345537,0.7755077,0.58027256,0.6121389,0.62936753,0.5661379,0.7165604,0.70752704,0.6294173,0.6129772,0.876755,0.0,0.0,0.66107845,0.70345,0.6358378,0.86558115,0.71604514,0.78381395,0.6844788,0.9075036,0.15084189,1.5138303,1.2517899
ENSG00000117676,0.0,0.46190125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2209956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117713,0.0,0.36894634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549176,0.3110096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27816755,0.0,0.122757025,0.0
ENSG00000204160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2459184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090273,0.0,0.36894634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18531352,0.29394203,0.0,0.0,0.0,0.0,0.0,0.22076315,0.0,0.0,0.0,0.33011964,0.06288235,0.4018291,0.0
