author_cell_type,mean,std,median,count,q1,q3,f_score
pdc,0.8930274967661691,0.15034457296919226,0.931324265,402,0.9188268350000001,0.936145375,0.9037711313394018
cd8_mait,0.7305461978309991,0.3234123083586097,0.82351214,1071,0.7913093,0.84039007,0.5379632961496942
b_age,0.743344544832,0.189382904919971,0.80451787,125,0.7573649,0.8233328,0.4585152838427948
dc1,0.7332034445454546,0.1115355711834474,0.78086376,55,0.71767045,0.801044635,0.8282208588957055
plasmablast,0.6316723604567789,0.24775797764950064,0.7409278,1099,0.6447104,0.77000215,0.8377474212433789
plasma_cell,0.5578927898701107,0.22775585560740283,0.65116245,1084,0.49829334,0.696606175,0.8121019108280255
cd4_temra,0.5071256949751071,0.2881120983786167,0.62091395,4854,0.524979475,0.656742005,0.3066190785204413
cd8_naive,0.42416290800097056,0.4705483797098378,0.6189833,3266,0.5410498625,0.6592466324999999,0.7499493619607048
cd4_naive,0.5192613926513735,0.23202883213794198,0.61353525,7346,0.48972818,0.6578695050000001,0.5058505627448063
b_naive,0.4511299373584981,0.31515973407542236,0.561197135,8376,0.43828068,0.631570525,0.8728673131213944
ilc3,0.23882257076086957,0.47726767438561196,0.47992274,92,0.3254973525,0.52726337,0.2727272727272727
monocyte_nonclassical,0.2867938488407277,0.2604104820550002,0.41192448,3313,0.08365785,0.50881577,0.7042698998418555
nk_cd56br,0.18252958758035753,0.37295469729816466,0.41133267,2769,-0.13640389,0.49496275,0.4027842953230095
monocyte_classical,0.1834148914077988,0.40427409997623825,0.35361192,14701,-0.1034086,0.5074126,0.8653419267923026
nk_cd56dim,0.2275670556778699,0.18635963639555375,0.27773284,32766,0.14812324999999998,0.3706167025,0.8122584473274853
cd8_trm,0.16836051040881503,0.25783678621064976,0.25095905,1384,0.1214772325,0.328785075,0.2946428571428571
b_memory,0.11052203245346717,0.2844228098285572,0.196064935,4428,-0.07300513,0.347858215,0.6004213483146067
macrophage,0.1250321327614051,0.20705300884852754,0.184969375,2740,0.0425509625,0.26990244249999995,0.6821629822280018
b_gc,-0.007770915904761896,0.36170364139939143,0.17785363,21,0.04565148,0.20934938,0.4794520547945205
progenitor,0.15356402360193178,0.3019333719105524,0.16598031,12033,-0.060981788,0.44252884,0.8098947064762729
cd4_cm,0.03721272137867448,0.3382873421828917,0.16031829,6869,-0.20698996,0.3151577,0.3896802899278768
mast_cell,-0.18950703808,0.5040778868102038,0.15138787,75,-0.86901772,0.178282685,0.8143322475570033
cd8_temra,0.024351291788485652,0.2060659861496945,0.0852591355,11986,-0.032515007,0.1720550625,0.5281612216105563
cd4_treg,-0.032525013237344476,0.3441270338658726,0.067346096,1077,-0.21981764,0.2790385,0.7754519505233112
nk_ilc_precursor,-0.06026381900523725,0.191020895755602,-0.04332081,3393,-0.17143899,0.08146107,0.2444161831332962
cd3_gd,-0.11607266096415622,0.23969001281396815,-0.060494892,3013,-0.23556523,0.06197923,0.3149297980645522
cd8_tem,-0.18643409536952546,0.12567824045908302,-0.17841563,8873,-0.2253238,-0.09779014,0.4281776232995745
cd4_trm,-0.22733932698850853,0.3685230712096913,-0.23326802,409,-0.523711,0.13616012,0.0809248554913294
dc2,-0.27329429261297794,0.28749709085217884,-0.273248095,272,-0.465057455,-0.0245436315,0.6495098039215687
cd4_tem,-0.40759816481332833,0.31283257597948366,-0.29904339999999996,3984,-0.7462921375,-0.12010913875,0.2921912215039129
ilc1,-0.37173729533333333,0.17602945738643969,-0.321280915,30,-0.458442375,-0.2625328725,0.1470588235294117
cd8_cm,-0.5128732759029957,0.16646094861140226,-0.5355309,701,-0.64544535,-0.4165675,0.0820161049806143
