clusterName,NSForest_markers,f_score
Secretory,"['TFCP2L1', 'SELENBP1', 'PI3', 'CSTA']",0.354945219870929
Squamous,['PRSS27'],0.7975460122699386
Mono IL6+,['FCN1'],0.860655737704918
LC,"['CD1E', 'MS4A6A']",0.7926829268292683
Mac,"['IFI30', 'SPI1']",0.6666666666666666
pDC,['LILRA4'],0.9166666666666666
Mast,['TPSAB1'],0.9649122807017544
MAIT,"['ENSG00000256553', 'SH2D2A']",0.8208955223880597
T CD8 mem 1,['GZMA'],0.7586206896551724
T CD8 mem 2,"['KIR2DL4', 'TBX21']",0.8823529411764706
T naive,"['IL32', 'JUNB']",0.5882352941176471
B mem,"['NCF1', 'CD79A']",0.7142857142857143
Basal 1 KHDRBS2+,"['FN1', 'SLC23A2']",0.4205607476635514
Secretory GALNT4+,"['SRGAP3', 'ADAM28']",0.4650635208711434
Transit epi 1,"['ENSG00000280614', 'ENSG00000281181', 'SCGB3A1']",0.187007874015748
Transit epi 2,"['FOS', 'CAPS']",0.7662177625209049
Duct,['MIA'],0.4603174603174603
Club,"['MT1M', 'CFD', 'SCGB1A1']",0.46875
Goblet 1,"['TSPAN8', 'MSMB']",0.6557894736842105
Goblet 2 BPIFA2+,"['FCGBP', 'SLURP2']",0.6084058298497345
Goblet 2 PLAU+,"['SAA2', 'SPRR3']",0.5335107669973385
Goblet 2 inflammatory,"['ANPEP', 'KRT4', 'SLURP2', 'CCDC80', 'IFITM2']",0.3225806451612903
B mem exhausted,"['FCRLA', 'ENSG00000211895']",0.7758620689655172
Basal 1,"['KRT15', 'BCAM']",0.8587052911616908
Basal 2,"['CSRP2', 'LGALS7']",0.5587138035174987
Cycling basal,"['UBE2C', 'NUSAP1']",0.6828703703703703
Cycling hillock,"['ANLN', 'KRT13']",0.4761904761904761
Hillock,"['LGALS7', 'KRT6A']",0.4154727793696275
Ionocyte,"['CLCNKB', 'ADGRF5']",0.9148618371919344
Deuterosomal,['CDC20B'],0.8679927667269439
Ciliated 1,"['SPMIP6', 'PIERCE1']",0.832258064516129
Ciliated 2,"['DTHD1', 'NEK10']",0.7762359063313097
