,B mem,B mem exhausted,Basal 1,Basal 1 KHDRBS2+,Basal 2,Ciliated 1,Ciliated 2,Club,Cycling basal,Cycling hillock,Deuterosomal,Duct,Goblet 1,Goblet 2 BPIFA2+,Goblet 2 PLAU+,Goblet 2 inflammatory,Hillock,Ionocyte,LC,MAIT,Mac,Mast,Mono IL6+,Secretory,Secretory GALNT4+,Squamous,T CD8 mem 1,T CD8 mem 2,T naive,Transit epi 1,Transit epi 2,pDC
ACAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8129646547379032,0.8395382896546395,0.8973156829034129,0.8365144595023124,0.0,0.0,0.8107771700428378,0.8064516129032258,0.0,0.0,0.0,0.0,0.0,0.8646672060412746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAP1,0.0,0.9032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263324737548828,0.0,0.0,0.0,0.0,0.0,0.0,0.9245053818148952,0.0,0.9456818123017589,0.0,0.0,0.0
ACAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9853863254670174,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684626421620769,0.0,0.0,0.9406392170536902,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,0.35917064259129183,0.3185891239873825,0.020007700689377322,0.01923278070265247,0.05488917327696277,0.014313363259838473,0.0,0.03232909979358796,0.09215454324599236,0.1861593665615205,0.02775116697434456,0.042548708377345916,0.04685995078855945,0.06835830211639404,0.12946251323146205,0.09719226437230263,0.11707909068753643,0.09553889689906951,0.37740023866776495,0.30548704824139994,0.347560909486586,0.16746997833251953,0.31816066657343217,0.0542916270994371,0.00837624842120755,0.1769894092313705,0.317305161106971,0.3014733522169052,0.33882837333986837,0.07142692804336548,0.07244579061385124,0.0756463062378668
ACTG1,0.32061125578418853,0.32856198856907504,0.06047487258911133,0.0314086502598178,0.057486924432939096,0.018317386027305357,0.0,0.05794913345767606,0.07294683879421603,0.22855592735352054,0.047724333501631216,0.04080234996734127,0.05171490292395315,0.08590879555671446,0.15170717623925978,0.1088039432802508,0.11960450103206019,0.08107133834592757,0.28896495219199886,0.17072123289108276,0.13904507698551302,0.045700375110872334,0.14791489416553127,0.06751588852174821,0.0180919554925734,0.2913287954945718,0.1795451121945535,0.18381123581240255,0.1659631036943005,0.08082445206180695,0.09682788002875543,0.025337659543560397
ACTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689582913152633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5806451612903226,0.6161819158061859,0.7359787552587448,0.6713674241496671,0.5997227257297885,0.600563887626894,0.6586897334744853,0.6908070656561083,0.6760503053665161,0.6593309064065257,0.0,0.0,0.0,0.0,0.6540641073257693,0.0,0.6165557888246351,0.0,0.6562298094072649,0.0,0.7788286016833398,0.0,0.0,0.0,0.0
ACTR2,0.0,0.8135820281121039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8411025404930115,0.8079236188242512,0.0,0.0,0.0,0.7892710912612176,0.7741935483870968,0.0,0.0,0.876750030825215,0.8191682696342468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9369688899286331,0.0,0.0,0.0,0.0
ACTR3,0.8767898082733154,0.8897955936770285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8599915735183223,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.8733196239317617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9169598779370708,0.0,0.0,0.0
ADAM10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9476914771141545,0.0,0.0,0.9032258064516129,0.9153525944679014,0.9209183627559293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM28,0.0,0.0,0.0,0.8939076258290198,0.8612355609093943,0.0,0.0,0.8433791995048523,0.869082058629682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.9257324645596166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAR,0.0,0.9367304501994964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.0,0.0,0.0,0.0,0.9045780608730931,0.0,0.0,0.0,0.0,0.0,0.9435160602292707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE5,0.0,0.9795302479497848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903621538992851,0.9088894686391277,0.9032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9519801543604943,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH1C,0.0,0.0,0.5723511961198622,0.5677590485542051,0.5760457881035344,0.5352497754558441,0.0,0.6363722220543893,0.5161290322580645,0.0,0.5906043110355255,0.6242711659400694,0.6583245108204503,0.6498489514473946,0.5766351857493001,0.69967116848115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747295529611649,0.5696910292871536,0.0,0.0,0.0,0.0,0.6454293074146393,0.6291904161053319,0.0
ADH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH7,0.0,0.0,0.0,0.0,0.0,0.89298245791466,0.0,0.0,0.0,0.0,0.8825945411959002,0.0,0.838849663734436,0.8839209868061927,0.8387096774193549,0.9054711941749819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8881867085733721,0.0,0.0,0.8387096774193549,0.0,0.873730348002526,0.8606006349286726,0.854226581511959,0.8697594769539372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9857805967330933,0.0,0.0,0.0,0.0,0.0,0.0
ADIRF,0.0,0.0,0.6616112782109168,0.0,0.5857533524113316,0.0,0.0,0.5483870967741935,0.5800627758426051,0.6096774531948951,0.5607341393347709,0.5572150638026576,0.5611649482480942,0.5708413508630568,0.6448467719939447,0.7147869852281385,0.6018365909976344,0.0,0.0,0.0,0.0,0.0,0.0,0.5921947263902233,0.0,0.6040111587893578,0.0,0.0,0.0,0.5550572372251942,0.0,0.0
ADRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.0,0.0,0.0,0.9043404267680261,0.905343319139173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9253978921521094,0.0,0.0,0.0,0.0,0.0,0.0
ADSS2,0.0,0.0,0.0,0.0,0.0,0.8854518475071076,0.0,0.0,0.0,0.9083550764668372,0.8387096774193549,0.0,0.0,0.0,0.8487707953299245,0.8595771847232696,0.8432968220403118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLE5,0.0,0.0,0.5492451556267277,0.0,0.5728219093814972,0.6460141866437851,0.0,0.5483870967741935,0.559637927239941,0.6503866334115306,0.5711345672607422,0.5654590764353352,0.5514665611328617,0.5915934424246511,0.5894783562229525,0.6045851534412753,0.5601676317953295,0.6319718841583498,0.0,0.0,0.0,0.0,0.0,0.5875053674943985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFDN,0.0,0.0,0.0,0.0,0.0,0.9436295282456183,0.9648430635852199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0
AFF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG3L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9512163323740805,0.9449660739591045,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGR2,0.0,0.0,0.4357910444659571,0.4421051759873667,0.43102332468955745,0.4269677112179418,0.41935483870967744,0.559358048823572,0.42452149621901974,0.4432154317055979,0.43168027747061943,0.4454390868063896,0.5957311487966969,0.5510723225532039,0.4600146585895169,0.4766500419186008,0.4220712261815225,0.0,0.0,0.0,0.0,0.0,0.0,0.47568646361750944,0.4442974925041199,0.0,0.0,0.0,0.0,0.48947445231099285,0.5048047804063366,0.0
AGR3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHI1,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.9731082954714375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHNAK,0.0,0.0,0.2880558621498846,0.45066056712981195,0.3419182012158056,0.33429287902770505,0.3662314126568456,0.25806451612903225,0.33102494670498755,0.38035821530126757,0.32080015059440364,0.31339871883392334,0.29254307862251033,0.33117589835197697,0.333339718080336,0.39651603083456716,0.3338273705974702,0.33274726713857344,0.0,0.0,0.0,0.5242676831060841,0.2751033652213312,0.34288457324427946,0.421287598148469,0.28207303247144144,0.28356299284965764,0.0,0.0,0.47098002510686077,0.5351243692059671,0.0
AIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.9408218360716297,0.0,0.9513752364343212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP13,0.0,0.9171540333378699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8538442004111505,0.0,0.0,0.0,0.8415866532633381,0.8900416531870442,0.0,0.0,0.0,0.0,0.0,0.9105640592113617,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.0,0.0
AKAP14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP9,0.0,0.0,0.0,0.7325080998482243,0.0,0.7968740732439102,0.8066785277858857,0.5806451612903226,0.5929511804734507,0.0,0.7298190843674445,0.5903745543572211,0.6017547941976978,0.622528814500378,0.5848330586187301,0.6384097049313207,0.0,0.6742059934523797,0.0,0.0,0.0,0.0,0.0,0.0,0.6976380982706624,0.6813566530904462,0.0,0.0,0.0,0.0,0.0,0.0
AKNA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1A1,0.0,0.0,0.0,0.0,0.6343542356644908,0.5940851107720406,0.0,0.6151314531603167,0.6097250792288011,0.609567242283975,0.5997936168024617,0.585884153842926,0.6184448272951187,0.6405410785828868,0.6190188354061495,0.6831215966132379,0.6307035146221038,0.0,0.5806451612903226,0.0,0.0,0.0,0.0,0.67844985377404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8874674670157894,0.0,0.8387096774193549,0.0,0.8728649827741808,0.8474439613280758,0.0,0.863055738710588,0.8594010337706535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1C2,0.0,0.0,0.0,0.0,0.6983256474617989,0.0,0.0,0.6766083336645557,0.6451612903225806,0.7234551579721512,0.6634382124870054,0.6687753815804759,0.6549450178300181,0.6985039614862011,0.7283014866613573,0.7273635710439375,0.7853321817613417,0.0,0.0,0.0,0.0,0.0,0.0,0.7102615141099499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9484699868386791,0.0,0.0,0.0,0.0,0.9354838709677419,0.9429778687415584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALRD1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000258752,0.0,0.0,0.0,0.0,0.0,0.9799390435218811,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALCAM,0.0,0.0,0.0,0.5831950864484233,0.5093760009734861,0.5773609492086595,0.6525443119387473,0.558032056977672,0.5075868714240289,0.4838709677419355,0.5822603144953328,0.5436909448715949,0.5744252031849276,0.5813181900208996,0.5649251841729687,0.5924373384444944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5508778268291105,0.6863687596013469,0.0,0.0,0.0,0.0,0.6247471570968628,0.6380791221895525,0.0
ALDH1A1,0.0,0.0,0.36530044001917683,0.37700298909218083,0.40501605118474654,0.48017504907423453,0.3672683911938821,0.3775438454843337,0.37569097934230683,0.3763036324131873,0.4802583725221695,0.4386506042172832,0.4657250104411956,0.5363903430200392,0.49486347552268733,0.5516576036330192,0.4223801301371667,0.35400220655625864,0.0,0.0,0.0,0.3844756061030972,0.0,0.506381748184081,0.3803232715975854,0.3225806451612903,0.0,0.0,0.0,0.4876022454231016,0.48475226663774057,0.0
ALDH2,0.0,0.0,0.0,0.0,0.7780850760398372,0.0,0.0,0.7462211174349631,0.7455229913034747,0.0,0.6774193548387096,0.7113045992389802,0.6966145576969269,0.6892248334423188,0.7000121743448319,0.7442517876625061,0.0,0.0,0.8277979493141174,0.0,0.0,0.0,0.0,0.7597676880898014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH3A1,0.0,0.0,0.5792960620695545,0.48554473923098657,0.476417149266889,0.4707112562271856,0.4551485546173588,0.41935483870967744,0.4578602506268409,0.490001424666374,0.4782589866269019,0.4680451520027653,0.44966710575165286,0.5195742499443793,0.5446275126549506,0.6406316526474491,0.504790811769424,0.0,0.0,0.0,0.0,0.0,0.0,0.5271227167498681,0.4693300935529893,0.0,0.0,0.0,0.0,0.5676054108527399,0.574935459321545,0.0
ALDH3A2,0.0,0.0,0.9446202093555082,0.9520913247139223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.0,0.0,0.0,0.9169127364312449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH3B1,0.0,0.0,0.0,0.0,0.0,0.9687101802518291,0.9453063126533262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDOA,0.0,0.0,0.47652937712207916,0.0,0.45256307432728426,0.0,0.0,0.42933401946098576,0.4351113380924348,0.526824995394676,0.48250026087607106,0.44004570476470456,0.41935483870967744,0.421849129661437,0.4806445990839312,0.5286867195560087,0.4874411994411099,0.4494032859802246,0.44961554773392215,0.4416520095640613,0.0,0.0,0.4498515821272327,0.4276630551584305,0.0,0.6377199657501713,0.0,0.0,0.0,0.4653379513371375,0.0,0.0
ALKBH7,0.0,0.0,0.0,0.0,0.682342771560915,0.0,0.0,0.7776464319998219,0.6451612903225806,0.6715308024037269,0.695916591152068,0.693938628319771,0.7169249711498138,0.6784212070126687,0.6699719198288456,0.7084458278071496,0.6840270084719504,0.0,0.0,0.0,0.0,0.0,0.0,0.6891931641486383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
