,Adventitial Fibroblast,Airway Smooth Muscle,Alveolar Epithelial Type 1,Alveolar Epithelial Type 2,Alveolar Fibroblast,Artery,B,Basal,Basophil/Mast 1,Bronchial Vessel 1,CD4+ Memory/Effector T,CD4+ Naive T,CD8+ Naive T,Capillary,Capillary Aerocyte,Capillary Intermediate 1,Ciliated,Classical Monocyte,Club,Dendritic,Differentiating Basal,Fibromyocyte,Goblet,IGSF21+ Dendritic,Intermediate Monocyte,Lipofibroblast,Lymphatic,Macrophage,Myeloid Dendritic Type 2,Myofibroblast,Natural Killer,Natural Killer T,Neuroendocrine,Neutrophil,Nonclassical Monocyte,Pericyte,Plasmacytoid Dendritic,Proliferating NK/T,Signaling Alveolar Epithelial Type 2,Vascular Smooth Muscle,Vein
CHPF,0.62612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8032752,0.8236297,2.7587485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILVBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3245287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20357054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL8,0.18426554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2177286,0.0,3.3981988,0.33423895,0.0,0.0,0.0,0.0,0.0,3.7071624,0.0,3.7937253,0.0,1.2547057,0.0,2.1948133,0.0,3.9916925,0.0,0.0,3.9135704,0.0,0.0,0.0,0.0,0.0,3.9976609,0.0,2.1806998,3.6057637,0.0,0.0,0.0
EXOSC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8987216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK8IP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4259112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPRC5C,0.0,0.0,0.0,0.5191617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9280522,0.0,5.008655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8561463,0.0,0.0
IRGQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088500306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C19orf25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMTC1,0.0,0.0,0.0,0.0,0.0,0.20525788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0006355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5649424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZC3HAV1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDX3,2.4956532,0.0,0.0,3.0500221,0.0,0.0,0.0,4.7088857,0.0,2.0456097,0.0,0.0,0.0,0.0,0.0,3.2135684,5.0117145,0.0,3.4776382,5.1411896,5.3497677,4.214587,4.476946,0.0,0.0,0.44588697,3.764392,3.7094884,0.0,5.053419,0.0,0.0,2.7954965,0.0,3.6473398,0.0,0.0,3.1296847,2.669666,0.35114676,0.0
ENSG00000182165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0484582,0.0,0.0,0.0,0.88586116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS24,4.3152037,5.4180393,2.8258634,4.647221,3.3667397,5.010895,5.358444,5.562068,5.340202,5.811162,5.6275873,5.794404,5.6988726,0.0,0.0,3.7268622,4.56358,7.0946765,5.8908224,6.2353706,5.222527,4.0981283,5.0815053,4.7417817,4.754442,5.8063874,5.2028975,4.909827,6.083035,4.631588,5.1207232,4.8591523,5.776375,0.0,5.860085,1.7727163,6.048976,5.5187106,5.8518925,4.912574,4.2973146
NUDT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1504868,0.0,3.7996383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCKSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3209147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6365752,0.0,4.2811136,3.4486578,4.5310736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6351418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIM,6.397312,6.1956987,0.0,0.0,6.034195,6.210809,3.3025887,0.0,7.523693,6.4596567,6.460019,4.637576,4.014126,5.6165113,6.6104975,6.2823696,0.0,7.3044662,5.0898366,7.16704,0.0,6.0829825,0.0,6.9494686,7.3242383,7.1492023,7.043955,7.586958,7.946607,6.8628902,0.0,4.753151,0.0,0.0,6.663223,5.4509068,6.3684607,4.815228,2.1209695,6.1084194,5.734184
DNAJC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3569689,3.9530878,2.9753227,0.0,0.0,0.0,0.0,0.0,0.0,2.99343,1.6531715,1.997777,3.84204,2.9734814,0.0,1.5372403,0.0,0.84021443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6076894,0.0,4.9280076,0.0,0.4431616,0.0,0.8988459,0.0,0.0
EMILIN1,0.0,0.0,0.0,0.0,1.2222519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7544749,0.0,0.0,0.0,5.1748824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKZF1,0.0,0.0,0.0,0.0,0.0,0.0,1.9793514,0.0,3.723992,0.0,6.4437532,6.0556183,5.8192234,0.0,0.0,0.0,0.0,2.7255535,0.0,3.4286861,0.0,0.0,0.0,0.0,0.4259112,0.0,0.0,0.0,2.511429,0.0,3.2530143,0.0,0.0,0.0,2.1952744,0.0,4.9009514,3.9177492,0.0,0.0,0.0
APOBEC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9457245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO7,0.0,0.0,1.7076452,0.0,0.0,1.223505,0.0,2.0119147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9515,3.4737017,0.0,0.0,3.3352785,3.9656944,0.0,3.5038354,0.0,0.0,0.0,0.0,0.0,0.0,1.0867158,0.0,0.0,0.0,0.0,1.09715,0.0,0.0,1.999617,0.0,0.0,0.0
MMRN2,0.0,0.0,0.0,0.0,0.0,5.2971797,0.0,0.0,0.0,3.6725464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4004765
PPP6C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63773,0.87929225,0.0,1.7121081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6380622,0.0,2.815708,0.0,0.0,0.0,0.0
HTATIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4408889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2810452,0.0,0.0,0.0,0.0,0.0,0.0
PCSK5,0.0,0.0,0.0,0.0,0.0,0.5279155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9212604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSEN15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11492,0.0,0.0,0.0
ENSG00000226976,0.0,0.961069,0.32270995,0.4693701,0.0,0.0,0.0,0.571713,0.0,0.0,0.90482587,0.6157288,0.0,0.0,0.0,0.0,0.9707688,0.0,0.8631938,0.7471625,0.6564811,0.0,0.6004385,0.0,0.0,0.0,0.8496249,0.0,0.0,0.0,0.0,0.0,1.2078078,0.0,1.4741303,0.0,0.0,0.542051,1.0402808,0.42504823,0.0
YAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3398284,0.0,0.0,0.0,0.0,2.7508554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.431501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5933619,0.0,2.7007442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2603216,0.0,0.0,0.0,0.0,0.84021443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4712744,0.0,1.8301785,0.0,0.0,0.0,0.0
VAMP3,0.0,0.0,0.0,0.0,0.0,3.3277793,0.0,0.0,0.0,3.7014253,0.0,0.0,0.0,0.0,0.0,4.241435,0.3789938,0.0,0.58230996,0.85288596,0.71056354,0.0,1.1168065,0.83727217,4.0358133,0.0,2.9165163,0.7682019,1.9931366,0.0,0.0,0.0,1.3624924,0.0,4.231944,0.0,0.0,0.0,0.0,0.0,2.8904538
SETD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2765067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132967,3.3166137,4.21274,3.1715932,3.6316254,1.4646348,3.8742218,0.8743868,3.8355403,3.752891,4.24137,4.877705,3.8449714,3.8832345,3.470418,4.1435733,4.0860744,3.8632631,0.0,4.2203455,2.8398232,3.9627218,4.8883715,3.4069307,3.2545013,3.0396185,3.4471335,3.872885,3.2516165,3.0861287,4.7217445,4.144572,4.3710938,4.442259,0.0,3.2895734,3.5935736,4.1460085,5.8736672,4.3426604,3.9236264,3.9378748
DNAH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4518065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFT2D2,0.0,0.0,0.0,0.0,0.0,1.0959636,0.0,0.0,0.0,0.0,3.298778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9354048,0.0,0.0,0.0,0.0,1.9887481,3.546733,1.27163,0.0,2.4327955,0.0,0.0,0.0,4.7148876,0.0,2.234874,0.0,4.5563836,1.5255454,0.0,0.0,0.0
ENSG00000139239,1.048548,1.3687967,0.0,0.9076485,0.0,0.65603447,2.0176191,1.7086487,1.570932,1.2136207,1.7537895,2.1772108,1.6393799,0.0,0.0,0.43630052,0.5164093,0.0,1.4926057,1.3123801,1.6533155,0.0,1.1986718,1.1525044,0.77353925,0.8379544,1.2802575,0.47709933,1.1243242,1.2669747,1.4995672,1.8527111,1.3624924,0.0,0.6806445,0.0,0.39233878,1.4692026,1.492915,1.1725109,0.5592121
FCN3,0.0,0.0,0.0,0.0,0.0,5.2538323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.661944,0.0,7.9913673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0259438
EAPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.072929,0.0,1.1816489,1.8060677,4.703526,0.0,2.0284142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1052527,0.0,3.0054138,0.0,0.6908124,0.0,1.0834436,0.0,0.0
NIBAN3,0.0,0.0,0.0,0.0,0.0,0.0,3.0137215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6443157,0.0,0.0,0.0,0.0
GNPTAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.083611,0.0,0.0,0.0,1.8710017,0.0,0.0,0.0,0.0,0.0,0.0,4.0958314,1.765024,0.0,3.077973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7746804,0.0,0.0,0.0,0.0,0.0,0.0,4.07834,1.7301935,0.0,0.0
PAMR1,1.0547507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8107487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.610658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETFB,0.0,0.0,0.0,1.0521064,0.0,0.0,0.0,0.0,0.0,0.0,1.4673499,0.0,0.0,0.0,0.0,0.0,1.5580286,0.0,0.0,2.2188573,2.246561,1.1914924,1.3193382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5762519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSMR,0.0,0.0,0.0,2.5967598,0.0,0.0,0.0,1.1136494,0.0,3.3865628,0.0,0.0,0.0,0.0,0.0,0.5596668,0.39349866,0.0,3.2795997,0.0,1.3398284,0.0,3.4861994,0.0,0.0,5.6353645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4031553
RHBDD2,0.0,0.0,5.804622,2.9253678,0.0,0.0,0.0,4.402585,6.3914638,0.0,1.0803347,0.0,0.0,0.0,0.0,0.0,6.2368364,4.2131543,4.532678,4.6807942,5.2355704,0.0,5.280544,0.0,5.263816,0.0,2.50199,4.9605145,0.0,0.0,0.0,0.0,5.809709,0.0,0.0,0.0,0.0,5.157591,4.0411334,0.0,0.0
DYNC2LI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.919912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMCN1,0.0,0.0,0.0,0.0,2.2468448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7581375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92625546,0.0,0.0,0.0,0.0,0.0,0.0
STEAP2,4.452469,0.0,0.0,0.0,2.9101536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9764007,0.0,0.0,0.0,0.0,4.292014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.907334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS8,5.4858646,6.145388,3.4358132,4.9963207,4.0160503,5.315309,6.3285503,6.1417503,5.983221,6.62537,6.4842515,6.537762,6.3377457,3.074134,2.0497189,3.968976,5.2980123,6.9263334,6.290282,6.610023,5.789198,4.3389745,5.4006124,4.496019,3.411252,6.18851,6.145464,5.307772,5.9567404,5.813861,5.490479,5.7697473,6.453414,0.0,6.0167375,4.090931,6.899077,5.8719363,6.2307906,6.022958,5.060483
EBP,0.0,0.0,0.0,5.1866217,0.0,0.0,0.0,2.1878057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6854522,0.0,1.766161,1.3169453,5.896482,0.0,4.6901903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7963195,0.0,0.0,0.0
TWF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3990922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.697056,0.0,0.0,0.0,0.0,4.6818867,0.0,0.0,3.5856445,4.913234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8701437,0.0,0.0,0.0
POLR3GL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8838644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC1,1.7342553,5.168893,0.0,4.9408407,0.0,0.0,0.0,5.7076683,1.5339726,4.4961987,1.3895597,0.0,0.0,0.0,0.0,0.0,5.27748,0.0,5.002655,3.543082,6.2347126,5.444185,5.176493,0.0,0.0,0.0,5.076264,0.0,0.0,0.0,0.0,0.0,5.763389,0.0,2.4037964,0.0,0.0,6.3347898,4.4313436,5.8597336,0.0
RBM33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8271115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.724353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5741994,0.0,0.0,0.0,0.0,0.0,0.0
HRH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.530435,0.0,2.0773804,0.0,0.0,0.0,0.0,1.8475685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIAPH1,0.0,0.0,0.6431848,2.6415615,0.0,0.0,0.0,0.0,1.8801749,1.4703826,4.321834,0.0,4.8298454,0.0,0.0,0.0,0.7876899,5.2933826,3.1645396,5.327571,0.58958143,0.0,4.058489,0.74117905,4.039436,0.0,0.0,4.052946,2.703246,0.0,0.6974406,0.0,0.0,0.0,5.546909,0.0,0.0,2.6226704,0.0,0.0,0.0
BPNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6695862,0.0,0.0,1.1388093,0.0,5.144346,2.2355192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D22A,0.0,0.0,0.0,0.0,0.0,0.0,0.7804224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64558285,0.0,0.0,0.0,0.0,0.0,0.0
FANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4045012,0.0,0.0,0.0
MAP4K1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1709794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3818736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1980737,0.0,0.0,0.0,0.0
SS18L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6931224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3855872,0.0,0.0,0.0,4.4382524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24411052,0.0,0.0,0.0,0.0,1.5996671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1376305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1927776,0.0,0.0,0.0,0.0,0.0,1.632577,0.0,0.0,2.600377,0.0,0.0,0.0,0.0,0.0,1.0693338,0.0,2.0544548,0.0,0.0,0.0,0.0
COMMD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2292504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZD4,0.0,0.0,0.0,0.0,0.0,1.0362852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5831028,3.0486772,5.302339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4903693
EVA1A,0.0,0.0,2.1494257,2.0885572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98361325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORF4L2,4.747489,0.0,2.8001232,4.063697,1.7610674,2.6901708,0.0,4.383656,1.6025215,0.8202909,0.0,0.0,0.0,0.0,0.0,3.08979,5.930509,0.0,4.0710583,2.5137506,4.5124235,3.6289132,4.998702,0.0,2.1301327,5.581121,1.5248022,0.0,0.0,1.4717544,0.0,0.0,3.28974,0.0,0.0,0.0,4.3854265,0.0,2.9101574,1.7074142,0.0
