,Adventitial Fibroblast,Airway Smooth Muscle,Alveolar Epithelial Type 1,Alveolar Epithelial Type 2,Alveolar Fibroblast,Artery,B,Basal,Basophil/Mast 1,Bronchial Vessel 1,CD4+ Memory/Effector T,CD4+ Naive T,CD8+ Naive T,Capillary,Capillary Aerocyte,Capillary Intermediate 1,Ciliated,Classical Monocyte,Club,Dendritic,Differentiating Basal,Fibromyocyte,Goblet,IGSF21+ Dendritic,Intermediate Monocyte,Lipofibroblast,Lymphatic,Macrophage,Myeloid Dendritic Type 2,Myofibroblast,Natural Killer,Natural Killer T,Neuroendocrine,Neutrophil,Nonclassical Monocyte,Pericyte,Plasmacytoid Dendritic,Proliferating NK/T,Signaling Alveolar Epithelial Type 2,Vascular Smooth Muscle,Vein
PIGP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3992271,0.0,0.0,0.0,2.200811,0.0,2.3671625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2321672,0.0,0.0,0.0,3.3287914,0.0,0.0,0.0,0.0
TSHZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7771301,0.0,0.0,0.0,0.0,3.2831163,2.439479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS3BP,7.213888,2.9041646,7.505565,6.4141746,6.5413265,0.0,0.0,6.874836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1593175,0.0,7.0535536,0.0,7.013775,6.349143,7.2741227,1.9545643,0.0,6.8283687,0.0,0.0,0.0,7.246614,0.0,0.0,6.8835506,0.0,0.0,7.1058655,0.0,0.0,7.025508,5.807394,0.0
NBEAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6462655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0840013,0.0,0.40742347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8828442,0.0,0.0,0.0,0.0,3.4757557,2.591659,0.0,0.0,0.0,0.0,0.0,0.0
BCLAF1,2.2542927,0.0,0.0,2.6299298,0.0,0.0,0.0,1.9957266,4.124141,4.032882,1.1540132,1.8636642,2.6938138,0.0,0.0,1.7811959,3.7581933,2.802526,3.5787435,4.5385203,2.9690993,0.0,3.0456605,0.5107204,3.8785782,4.5854473,0.0,1.6149806,2.718209,0.78256714,0.0,0.0,3.4441023,0.0,0.0,0.0,2.0544548,2.1609979,3.3502443,1.5576911,2.879159
NXF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.295229,0.0,0.0,0.0,3.9142265,5.3601503,0.52777296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNRC6A,0.0,0.0,0.0,0.0,0.7670628,0.0,0.0,0.0,0.0,0.0,1.4842718,0.0,0.6499859,0.0,0.0,0.0,0.0,0.0,0.0,2.258541,0.0,1.5556768,0.0,0.0,3.5018766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9992691,0.0,0.0,0.0,0.0,0.0,1.0579104,0.0,0.0
NLRP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.693889,0.0,2.5921938,0.0,0.0,0.0,0.90455204,0.0,0.0,0.0,0.0,4.387057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL11A,0.0,0.0,0.0,0.0,0.0,0.0,4.607522,1.0057952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.146089,3.0263703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681425,0.0,0.0,0.0,7.0411057,0.0,0.0,0.0,0.0
PSMD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0584875,0.0,0.0,0.0,2.9559855,0.0,4.2604184,0.0,2.6671696,0.12650286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5287716,0.0,0.0,0.39914182,0.0,0.0,0.0
SPCS2,4.3786535,0.0,3.8634021,4.4042783,0.0,4.173848,1.4332771,4.5837097,0.0,2.876593,4.5660753,0.0,0.0,0.0,0.0,4.4682255,4.2115617,0.0,4.756216,4.7185674,4.44084,3.944056,5.0864973,0.0,0.4259112,4.540778,1.4070679,0.0,0.0,4.3012543,0.0,0.0,4.8157125,0.0,3.4437819,0.0,4.0679197,5.121329,3.9141064,3.4471493,0.0
PTGIR,0.0,0.0,0.0,0.0,3.648151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82775056,0.0,0.0
PACC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24411052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOS,8.012598,0.8983649,6.947065,6.434675,7.724186,6.651286,4.5235305,7.4563246,7.6196747,6.455311,2.544416,6.438258,0.0,6.375286,6.2639003,7.854836,5.764496,8.422519,6.5479183,7.7498703,7.716565,6.619115,7.8276205,8.807284,8.799696,8.431988,4.584889,6.35495,6.2788196,7.506219,1.5815425,6.861332,6.420144,8.106739,7.344778,5.6333637,6.77048,0.0,6.684642,6.4836226,7.245692
RBM19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0731399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFSD10,0.0,0.0,0.0,0.4806011,0.0,0.0,0.0,3.823129,0.0,0.0,2.9339206,0.0,0.0,0.0,0.0,0.0,4.9538765,0.0,2.0710368,0.0,4.659381,0.0,4.4839716,0.0,3.8454044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4118718,0.0,0.0
CLPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0271406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5105017,4.224535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2396061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234797,1.287007,1.5144005,0.0,1.2152565,0.9748278,1.2657547,2.106296,2.4646282,2.4566767,1.5803977,1.5153825,2.5386117,1.618124,0.0,0.0,0.9621924,1.1323478,1.6324534,1.945301,1.5900531,2.3017364,1.410901,1.9552047,1.3721461,1.9693972,1.4665407,1.6528144,1.5910082,1.9931366,2.2883358,2.215684,2.644116,1.6916548,0.0,1.319642,1.1679144,3.0829897,2.4793398,1.5960535,1.5238786,1.2968683
MFSD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3192687,0.0,0.0,0.0,0.0,1.526026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.939966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3952994,0.0,0.0,0.0,0.0,0.0,0.0,7.4481106,0.0,0.0,0.0
HIP1,0.0,3.473646,0.6694462,0.0,0.0,2.6110961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8688161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9728954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1980737,0.0,0.9842725,3.743898,0.0
CTTNBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3727543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBA6,0.0,0.0,0.0,0.0,0.0,0.0,0.1942459,1.3258014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1310947,2.5580626,0.0,1.4651222,2.40628,1.7294693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRHPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0098546,4.805821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9496412,0.0,0.0,0.0,0.0,0.0,4.435573,0.0,0.0,0.0,1.4398024,0.0,2.9614637,0.0,0.0,0.0,0.0,0.0,2.1127229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN1,0.0,5.608067,0.0,0.0,0.25222036,0.0,0.0,0.0,0.0,0.7384192,0.0,0.0,0.0,0.0,0.0,0.0,0.43102878,0.0,0.0,1.4651138,0.8134053,6.1917033,0.0,0.0,5.469987,2.4412315,4.5683584,3.7748342,5.103854,0.35597315,0.0,0.0,0.0,3.280768,0.0,0.0,0.0,0.0,0.0,5.7487497,2.6378121
TIAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55144,0.0,0.0,0.0,0.0,0.0,0.0,2.0486658,0.0,0.7215117,1.6596911,0.0,0.4817258,0.0,0.0,0.0,0.0,0.0,1.8963093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABCOCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4992433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFHAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4662025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0487436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732265,0.0,0.0,0.0,0.0
TNKS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2352705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1901441,0.0,2.0544548,0.0,0.0,0.0,0.0
ITPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287207,0.0,0.0,0.0,4.954107,0.0,4.521098,0.0,2.9607294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5PB,3.276928,4.441415,3.8637528,4.9854536,0.0,4.0393605,0.0,5.8141403,5.344848,5.3031044,6.002145,4.719617,4.174322,0.0,0.0,4.815196,5.7135396,3.1714613,5.418689,5.774248,6.3492227,5.8095727,5.73637,1.7270507,6.1767845,4.858797,4.704977,6.005783,0.0,0.6806883,2.2729242,0.0,5.768556,0.0,2.9351077,0.0,0.0,6.346553,5.046005,5.2916813,0.0
THSD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6356637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6orf118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3531547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1245654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4731768,0.0,0.0,0.0,0.0
LEPROTL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.724657,0.0,0.0,3.5831366,0.0,0.0,0.0,1.4628365,0.68602186,0.0,0.0,4.8700366,0.0,0.0,0.0,0.0,1.9038317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2320724,0.0,0.0,0.0,0.0,0.0,0.0
PIK3AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6715593,0.0,0.0,0.0,0.0,1.1564186,0.0,0.0,1.0116483,2.0749383,0.0,0.0,0.0,0.0,0.0,5.592201,0.0,4.2994533,0.0,0.0,0.0,0.0
CWF19L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3122394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECM1,1.7625108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2078133,0.0,0.0,0.0,0.0,0.0
KATNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6936165,0.0,0.0,0.0,0.0,1.72148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REL,0.0,0.0,0.0,0.0,0.0,0.0,3.0251284,0.0,2.3316965,0.0,0.7349829,1.4512368,0.0,0.0,0.0,0.0,0.0,3.3654041,0.0,3.8627849,0.0,0.0,0.0,0.0,1.125682,3.2485185,0.0,0.0,2.4376476,0.0,0.0,0.0,0.0,0.0,1.3911654,0.0,0.0,0.0,0.0,0.0,0.0
NMI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88443506,0.0,0.0,0.0,0.0,0.97806585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC24D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.101989,0.0,0.0,3.2806315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34961778,0.0,0.0,0.0,0.48389536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAR1A,5.6837263,5.164468,5.2752495,4.860886,5.292186,5.2269278,0.0,5.0076175,2.7312608,5.774204,6.0556006,5.8270493,5.7559605,3.7571692,3.8189826,4.7746773,4.250769,1.7500609,4.9638166,4.726758,5.1020327,6.084701,4.894195,0.0,3.1599607,4.9920597,4.799061,2.6842752,0.0,5.4071436,5.358769,3.5524912,5.1022224,0.0,3.2678285,3.887423,0.0,5.552319,5.014857,5.485583,4.948381
ILF3-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1860244,0.0,0.0,0.3566623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.662423,0.0,0.0,0.0,0.0,0.0,2.1964002,0.0,0.0
STRBP,0.0,0.0,0.0,0.0,0.0,0.0,0.6908881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.270715,0.0,0.0,0.0,1.0006355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30063516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM4,5.0527096,4.5781007,5.3548403,1.4615787,3.1147597,5.548547,0.0,4.4123373,2.5728877,6.033462,1.2831405,0.0,0.0,1.3366029,0.0,3.9798675,0.0,5.263204,3.659392,5.8516064,4.9010024,5.0256643,4.633793,3.6172457,6.133903,5.9428663,5.87521,4.432666,2.511429,3.41384,0.0,0.0,0.0,0.0,4.7400723,4.26982,4.898449,0.0,3.317431,5.9291854,5.5496454
MT-ATP8,1.9458184,3.1506267,1.8360723,1.8573166,1.4124758,2.2877164,2.467794,2.3718598,2.3471355,2.6899817,2.817794,2.2783997,2.6511629,1.5933796,1.6554177,1.359364,2.6191182,3.3566854,2.9852762,2.6846948,2.4601786,1.4829766,1.7983018,1.0415602,0.7978186,2.4293022,1.9804392,1.1997447,1.7498757,1.8758782,2.2621562,2.26529,4.020056,0.0,2.5709412,2.3824742,1.7878652,1.6891553,2.7492461,2.709784,1.6358906
RCAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5279436,0.0,0.0,0.0,0.0,0.0,2.8352783,0.0,0.0,0.0,0.0,0.0,5.1403627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.694202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APRT,0.9613414,0.0,0.0,4.6922207,0.0,0.0,3.77629,5.147152,0.0,2.489236,4.553436,5.75377,5.0314517,0.0,0.0,0.0,4.1819463,0.0,4.7773,4.8928113,5.2100773,0.0,4.946294,0.0,4.9379067,3.5961785,3.631493,4.4169703,5.5717435,3.8196676,2.9326699,1.1033014,3.077395,0.0,4.2882113,0.0,5.1991186,4.8295665,4.555588,0.0,0.0
BCL2L13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0359149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8621843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6439033,0.0,1.1415884,0.85288596,4.9602118,0.0,3.8333716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7041864,0.0,0.0,0.0,0.0,0.0,2.3084064,0.0,0.0
LAPTM5,0.0,0.0,0.0,0.0,0.0,0.0,6.984413,0.0,7.0622654,0.0,6.3429503,6.180456,5.7999477,0.0,0.0,0.0,0.0,7.2887034,0.0,6.67572,0.0,0.0,0.0,6.5218735,7.6601725,0.0,5.868701,7.041344,6.19802,0.0,5.868108,3.0566397,0.0,6.7727547,7.396358,0.0,6.425523,5.320639,0.0,0.0,0.0
CFAP57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.416576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLD3,5.637478,0.0,3.4581676,5.707848,2.1272833,0.0,0.0,5.4219875,0.75367916,0.0,0.0,0.0,0.0,0.0,0.0,1.3943111,2.6771696,0.0,4.6510625,4.193942,5.506461,5.4486337,3.741729,6.7464495,3.9461765,4.9972296,1.8814594,1.3320562,5.1368527,4.484663,0.0,0.0,4.39089,0.0,0.0,0.0,0.0,0.0,5.378616,1.652817,0.0
TSNAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57401145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30957025,0.0,0.0,0.0,0.0,0.0,0.0
TTC28,0.0,0.0,0.0,0.0,0.0,2.851262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55613804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8227663,0.0,0.48389536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9686584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIP4K2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5264626,0.0,5.6395626,5.6141315,7.21647,0.0,0.0,0.5782722,0.0,2.7911792,0.0,3.880726,0.0,0.0,0.0,0.0,1.8576957,0.0,0.0,0.0,0.0,0.0,6.2945323,3.6614504,0.0,0.0,3.915312,0.0,5.2018476,5.3799543,0.0,0.0,2.21427
UBR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3813778,0.0,0.0,0.0,3.149778,1.3836359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.878885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224421,0.0,0.0,0.0,0.0
TTC29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9902644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399366,0.0,0.0,1.8597565,3.389273,0.0,1.002367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3539339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGES2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24411052,2.4744356,0.0,1.149158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0462956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEP41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0325105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNRIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF21A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2686844,0.0,0.0,0.0,3.7819161,0.0,0.0,0.0,0.0,0.23020606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMT,4.777703,3.7891998,6.152632,4.925724,5.685796,0.0,0.0,5.9172254,0.2924104,1.7371176,0.0,0.0,0.0,0.0,0.0,0.0,5.175109,3.9586425,5.4319983,5.402116,6.111364,0.0,4.6553373,0.9357061,3.990726,2.1424334,5.19914,2.6440032,2.0749383,3.2112002,0.0,0.0,3.6059895,0.0,4.074144,2.7106462,2.0720623,0.0,5.5873117,1.5397182,0.0
