clusterName,NSForest_markers,f_score
Intermediate Monocyte,"['ENSG00000021852', 'ENSG00000241886']",0.8333333333333334
Macrophage,"['ENSG00000183019', 'ENSG00000155659']",0.7608695652173914
IGSF21+ Dendritic,"['ENSG00000168546', 'ENSG00000124491']",0.8928571428571429
Myeloid Dendritic Type 2,"['ENSG00000112799', 'ENSG00000162711']",0.6666666666666666
Classical Monocyte,"['ENSG00000169385', 'ENSG00000085265']",0.7777777777777778
Nonclassical Monocyte,"['ENSG00000172322', 'ENSG00000142512', 'ENSG00000140090']",0.8974358974358975
Dendritic,"['ENSG00000166428', 'ENSG00000105383']",0.6578947368421053
Plasmacytoid Dendritic,"['ENSG00000198178', 'ENSG00000132465']",0.945945945945946
CD8+ Naive T,"['ENSG00000227191', 'ENSG00000225783']",0.7300884955752213
CD4+ Naive T,"['ENSG00000081059', 'ENSG00000167286', 'ENSG00000005059']",0.3703703703703703
CD4+ Memory/Effector T,['ENSG00000198851'],0.2941176470588235
Proliferating NK/T,"['ENSG00000105011', 'ENSG00000089685']",0.8163265306122449
Natural Killer,"['ENSG00000198574', 'ENSG00000134539']",0.911561781308802
Natural Killer T,"['ENSG00000143184', 'ENSG00000237499']",0.4326923076923077
B,"['ENSG00000105369', 'ENSG00000156738']",0.9375
Neutrophil,['ENSG00000162747'],0.9623430962343096
Capillary,"['ENSG00000142748', 'ENSG00000078401']",0.7763009049773756
Capillary Aerocyte,"['ENSG00000171243', 'ENSG00000164120']",0.7588235294117647
Capillary Intermediate 1,"['ENSG00000214455', 'ENSG00000171243', 'ENSG00000188015', 'ENSG00000174804']",0.5783582089552238
Vein,"['ENSG00000213088', 'ENSG00000133800']",0.7894736842105263
Alveolar Epithelial Type 1,"['ENSG00000182010', 'ENSG00000136155']",0.878334417696812
Club,"['ENSG00000196188', 'ENSG00000164265']",0.8110236220472441
Signaling Alveolar Epithelial Type 2,"['ENSG00000146477', 'ENSG00000235584', 'ENSG00000096088', 'ENSG00000164265']",0.6106194690265486
Alveolar Epithelial Type 2,"['ENSG00000162551', 'ENSG00000167972']",0.897887323943662
Ciliated,"['ENSG00000164972', 'ENSG00000153789']",0.9940981187753596
Goblet,"['ENSG00000125999', 'ENSG00000117983']",0.9303482587064676
Differentiating Basal,"['ENSG00000057149', 'ENSG00000137975', 'ENSG00000206073']",0.7476635514018691
Basal,"['ENSG00000128422', 'ENSG00000230937']",0.8701923076923077
Neuroendocrine,['ENSG00000134443'],0.99250936329588
Basophil/Mast 1,"['ENSG00000149534', 'ENSG00000172236']",0.995575221238938
Artery,"['ENSG00000126878', 'ENSG00000135919']",0.6617647058823529
Bronchial Vessel 1,"['ENSG00000054598', 'ENSG00000166265']",0.5851063829787234
Lymphatic,['ENSG00000137077'],0.9669811320754716
Lipofibroblast,"['ENSG00000137558', 'ENSG00000088882']",0.8035714285714286
Adventitial Fibroblast,"['ENSG00000145423', 'ENSG00000164530']",0.8463035019455253
Alveolar Fibroblast,"['ENSG00000165197', 'ENSG00000165124']",0.8642857142857143
Myofibroblast,"['ENSG00000149090', 'ENSG00000156427', 'ENSG00000114200']",0.6439393939393939
Fibromyocyte,"['ENSG00000106772', 'ENSG00000164694', 'ENSG00000132329']",0.5555555555555556
Airway Smooth Muscle,"['ENSG00000118194', 'ENSG00000018625']",0.7952691680261011
Vascular Smooth Muscle,"['ENSG00000181856', 'ENSG00000158859', 'ENSG00000187513']",0.5925925925925926
Pericyte,"['ENSG00000105894', 'ENSG00000131097']",0.8600802407221665
