index,free_annotation,silhouette_score
M7_B002383.gencode.vH29,Capillary,-0.6249523
N13_B002386.gencode.vH29,Capillary,-0.7939072
N14_B002382.gencode.vH29,Capillary,-0.678078
N15_B003139.gencode.vH29,Capillary,-0.7679296
N16_B003136.gencode.vH29,Capillary,-0.64931136
N20_B003137.gencode.vH29,Capillary,-0.6698656
O11_B003136.gencode.vH29,Capillary,-0.7125137
O16_B002382.gencode.vH29,Capillary,-0.66632646
O17_B003141.gencode.vH29,Capillary,-0.65446466
O2_B002382.gencode.vH29,Capillary,-0.68364
O20_B003140.gencode.vH29,Capillary,-0.67843384
P14_B003140.gencode.vH29,Capillary,-0.68308944
P14_B003141.gencode.vH29,Capillary,-0.6703602
P15_B002385.gencode.vH29,Capillary,-0.6541553
P6_B003137.gencode.vH29,Capillary,-0.6576817
A20_B003137.gencode.vH29,Airway Smooth Muscle,-0.39546582
B13_B003138.gencode.vH29,Pericyte,0.013620737
B15_B002385.gencode.vH29,Vascular Smooth Muscle,-0.29846194
B18_B002014.gencode.vH29,Airway Smooth Muscle,-0.38609374
B4_B002385.gencode.vH29,Airway Smooth Muscle,-0.38245693
D15_B002386.gencode.vH29,Pericyte,-0.07260887
D15_B003139.gencode.vH29,Airway Smooth Muscle,-0.7383608
D6_B002385.gencode.vH29,Airway Smooth Muscle,-0.37603784
E15_B003136.gencode.vH29,Airway Smooth Muscle,-0.40688744
E16_B003135.gencode.vH29,Airway Smooth Muscle,-0.4389907
E17_B002382.gencode.vH29,Airway Smooth Muscle,-0.39842275
E19_B002385.gencode.vH29,Pericyte,-0.01957911
G1_B003136.gencode.vH29,Airway Smooth Muscle,-0.3793915
G18_B003140.gencode.vH29,Airway Smooth Muscle,-0.40741184
G20_B003136.gencode.vH29,Myofibroblast,-0.67311585
G7_B003135.gencode.vH29,Airway Smooth Muscle,-0.4506051
H11_B003139.gencode.vH29,Airway Smooth Muscle,-0.38265923
H19_B003140.gencode.vH29,Pericyte,-0.066938594
I10_B002382.gencode.vH29,Vascular Smooth Muscle,-0.32739472
I18_B002386.gencode.vH29,Airway Smooth Muscle,-0.42445835
J18_B002383.gencode.vH29,Pericyte,-0.04646042
J6_B003137.gencode.vH29,Airway Smooth Muscle,-0.3813517
J7_B003136.gencode.vH29,Airway Smooth Muscle,-0.3920813
K15_B003140.gencode.vH29,Airway Smooth Muscle,-0.39755157
K17_B003138.gencode.vH29,Pericyte,0.014787674
L17_B003142.gencode.vH29,Airway Smooth Muscle,-0.38114294
M14_B003141.gencode.vH29,Airway Smooth Muscle,-0.40856028
M7_B003140.gencode.vH29,Airway Smooth Muscle,-0.40635747
O16_B003142.gencode.vH29,Airway Smooth Muscle,-0.42087865
O17_B003135.gencode.vH29,Pericyte,-0.085513875
O17_B003137.gencode.vH29,Pericyte,-0.05033241
O19_B003135.gencode.vH29,Vascular Smooth Muscle,-0.29862526
P20_B003138.gencode.vH29,Pericyte,-0.05833658
A21_B002014.gencode.vH29,Natural Killer,-0.54168737
A22_B002014.gencode.vH29,Natural Killer,-0.5461654
A22_B002383.gencode.vH29,Natural Killer,-0.5350637
B21_B003138.gencode.vH29,Natural Killer,-0.5624315
B22_B002014.gencode.vH29,Natural Killer,-0.5667687
B22_B002383.gencode.vH29,Natural Killer,-0.56111425
B22_B003138.gencode.vH29,Natural Killer,-0.5993294
B23_B002014.gencode.vH29,Natural Killer,-0.58099806
B23_B003140.gencode.vH29,Natural Killer,-0.55810803
C21_B002014.gencode.vH29,Natural Killer,-0.55563
C21_B002383.gencode.vH29,Natural Killer,-0.5784492
C21_B003138.gencode.vH29,Natural Killer,-0.54781276
C21_B003139.gencode.vH29,Natural Killer,-0.57453024
C22_B002014.gencode.vH29,Natural Killer,-0.5837065
C22_B003138.gencode.vH29,Natural Killer,-0.5553605
C22_B003139.gencode.vH29,Natural Killer,-0.5673315
C23_B002014.gencode.vH29,Natural Killer,-0.52644664
D21_B002014.gencode.vH29,Natural Killer,-0.55677986
D21_B002383.gencode.vH29,Natural Killer,-0.5308196
D21_B003138.gencode.vH29,Natural Killer,-0.586065
D22_B002383.gencode.vH29,Natural Killer,-0.5781411
D22_B003139.gencode.vH29,Natural Killer,-0.57592535
D23_B002383.gencode.vH29,Natural Killer,-0.5688313
E21_B003138.gencode.vH29,Natural Killer,-0.57524633
E22_B002383.gencode.vH29,Natural Killer,-0.5466571
E22_B003139.gencode.vH29,Natural Killer,-0.525542
E23_B002014.gencode.vH29,Natural Killer,-0.5650698
E23_B003140.gencode.vH29,Natural Killer,-0.55618286
F21_B002014.gencode.vH29,Natural Killer,-0.52683234
F21_B003138.gencode.vH29,Natural Killer,-0.55388075
F21_B003139.gencode.vH29,Natural Killer,-0.55508494
F22_B002014.gencode.vH29,Natural Killer,-0.52724457
F22_B003138.gencode.vH29,Natural Killer,-0.5318257
F23_B002014.gencode.vH29,Natural Killer,-0.5307475
G21_B002014.gencode.vH29,Natural Killer,-0.5271352
G21_B003138.gencode.vH29,Proliferating NK/T,-0.685777
G22_B002014.gencode.vH29,Natural Killer,-0.5288141
G22_B002383.gencode.vH29,Natural Killer,-0.5384281
G22_B003138.gencode.vH29,Natural Killer,-0.55047685
G22_B003139.gencode.vH29,Natural Killer,-0.54411614
H21_B002014.gencode.vH29,Natural Killer,-0.535079
H21_B002383.gencode.vH29,Natural Killer,-0.56613946
H21_B003138.gencode.vH29,Natural Killer,-0.5254672
H21_B003139.gencode.vH29,Natural Killer,-0.5234461
H22_B002014.gencode.vH29,Natural Killer,-0.5350977
H22_B002383.gencode.vH29,Natural Killer,-0.5394016
H22_B003138.gencode.vH29,Natural Killer,-0.5536389
H22_B003139.gencode.vH29,Natural Killer,-0.56240135
H23_B002014.gencode.vH29,Natural Killer,-0.53925973
H23_B002383.gencode.vH29,Natural Killer,-0.57703245
H23_B003137.gencode.vH29,Natural Killer,-0.5835311
I21_B002014.gencode.vH29,Natural Killer,-0.55668277
I21_B003139.gencode.vH29,Natural Killer,-0.5337947
I22_B002014.gencode.vH29,Natural Killer,-0.5473106
I22_B002383.gencode.vH29,Natural Killer,-0.52714336
I23_B002014.gencode.vH29,Natural Killer,-0.5260085
I23_B002383.gencode.vH29,Natural Killer,-0.5282763
J21_B002014.gencode.vH29,Natural Killer,-0.57157314
J21_B002383.gencode.vH29,Natural Killer,-0.5515817
J21_B003138.gencode.vH29,Natural Killer,-0.591635
J21_B003139.gencode.vH29,Natural Killer,-0.5784525
J21_B003140.gencode.vH29,Natural Killer,-0.5696473
J22_B002014.gencode.vH29,Natural Killer,-0.5353674
J22_B002383.gencode.vH29,Natural Killer,-0.5368461
J22_B003137.gencode.vH29,Natural Killer,-0.5728223
J22_B003138.gencode.vH29,Natural Killer,-0.6040845
J23_B002014.gencode.vH29,Natural Killer,-0.53957754
K21_B002014.gencode.vH29,Natural Killer,-0.59511536
K21_B003139.gencode.vH29,Natural Killer,-0.5184508
K22_B002383.gencode.vH29,Natural Killer,-0.54032594
K22_B003139.gencode.vH29,Natural Killer,-0.5439668
K23_B002014.gencode.vH29,Natural Killer,-0.51833093
K23_B002383.gencode.vH29,Natural Killer,-0.56072086
K23_B003140.gencode.vH29,Natural Killer,-0.55636424
L21_B002014.gencode.vH29,Natural Killer,-0.5292496
L21_B002383.gencode.vH29,Natural Killer,-0.5373142
L21_B003139.gencode.vH29,CD8+ Naive T,-0.8329642
L22_B003139.gencode.vH29,Natural Killer,-0.5387861
L22_B003140.gencode.vH29,Natural Killer,-0.60928893
L23_B002014.gencode.vH29,Natural Killer,-0.5321985
L23_B002383.gencode.vH29,Natural Killer,-0.545564
L23_B003137.gencode.vH29,Natural Killer,-0.5719905
M21_B003138.gencode.vH29,Natural Killer,-0.5747816
M21_B003139.gencode.vH29,Natural Killer,-0.5794059
M21_B003140.gencode.vH29,Natural Killer,-0.58517843
M22_B003138.gencode.vH29,Natural Killer,-0.56588465
M22_B003139.gencode.vH29,Natural Killer,-0.5395005
M23_B002014.gencode.vH29,Natural Killer,-0.5590527
M23_B002383.gencode.vH29,Natural Killer,-0.5661995
M23_B003140.gencode.vH29,Natural Killer,-0.52382344
N21_B002383.gencode.vH29,Natural Killer,-0.56806374
N22_B002014.gencode.vH29,Natural Killer,-0.56052965
N22_B002383.gencode.vH29,Natural Killer,-0.5638861
N22_B003140.gencode.vH29,Natural Killer,-0.55194896
N23_B002014.gencode.vH29,Natural Killer,-0.5787483
N23_B002383.gencode.vH29,Natural Killer,-0.5271801
N23_B003140.gencode.vH29,Natural Killer,-0.5653816
O23_B002014.gencode.vH29,Natural Killer,-0.5755075
P21_B003140.gencode.vH29,Natural Killer,-0.55993927
P22_B002014.gencode.vH29,Natural Killer T,-0.6406266
P23_B002014.gencode.vH29,Natural Killer,-0.559503
A21_B002382.gencode.vH29,Natural Killer,-0.75948805
A21_B002386.gencode.vH29,Natural Killer,-0.7287071
A21_B003136.gencode.vH29,Natural Killer,-0.7414933
A21_B003139.gencode.vH29,Natural Killer,-0.6469014
A21_B003141.gencode.vH29,Natural Killer,-0.65511954
A22_B002382.gencode.vH29,Natural Killer,-0.75746596
A22_B002385.gencode.vH29,Natural Killer,-0.75631684
A22_B003135.gencode.vH29,Natural Killer,-0.75111216
A22_B003138.gencode.vH29,Natural Killer,-0.6250828
A22_B003141.gencode.vH29,Natural Killer,-0.6426359
A23_B002382.gencode.vH29,Natural Killer,-0.78037244
A23_B003135.gencode.vH29,Natural Killer,-0.78438616
A23_B003137.gencode.vH29,Natural Killer,-0.60147524
A23_B003142.gencode.vH29,Natural Killer,-0.76456594
B21_B002382.gencode.vH29,Natural Killer,-0.70504963
B21_B002383.gencode.vH29,Natural Killer,-0.79059035
B21_B002386.gencode.vH29,Natural Killer,-0.7832424
B21_B003135.gencode.vH29,Natural Killer,-0.6501732
B21_B003136.gencode.vH29,Natural Killer,-0.6360206
B21_B003137.gencode.vH29,Natural Killer,-0.5973728
B21_B003139.gencode.vH29,Natural Killer,-0.64393085
B21_B003141.gencode.vH29,Natural Killer,-0.6460849
B21_B003142.gencode.vH29,Natural Killer,-0.693159
B22_B002382.gencode.vH29,Natural Killer,-0.6057649
B22_B002385.gencode.vH29,Natural Killer,-0.6625097
B22_B003136.gencode.vH29,Natural Killer,-0.6659558
B22_B003137.gencode.vH29,Natural Killer,-0.6312254
B22_B003140.gencode.vH29,CD8+ Naive T,-0.8396096
B22_B003141.gencode.vH29,Natural Killer,-0.6658902
B23_B002382.gencode.vH29,Natural Killer,-0.6174229
B23_B002385.gencode.vH29,Natural Killer,-0.7027396
B23_B003135.gencode.vH29,Natural Killer,-0.68944687
B23_B003137.gencode.vH29,Natural Killer,-0.6199292
B23_B003142.gencode.vH29,Natural Killer,-0.6304214
C21_B002382.gencode.vH29,Natural Killer,-0.7321774
C21_B002385.gencode.vH29,Natural Killer,-0.67568886
C21_B002386.gencode.vH29,Natural Killer,-0.75590783
C21_B003135.gencode.vH29,Natural Killer,-0.71537066
C21_B003141.gencode.vH29,Natural Killer,-0.68613493
C21_B003142.gencode.vH29,Natural Killer T,-0.79219025
C22_B002386.gencode.vH29,Natural Killer,-0.7802294
C22_B003135.gencode.vH29,Natural Killer,-0.7296787
C22_B003137.gencode.vH29,Natural Killer,-0.75876063
C22_B003142.gencode.vH29,Natural Killer,-0.65007603
C23_B002382.gencode.vH29,Natural Killer,-0.6793234
C23_B002385.gencode.vH29,Natural Killer,-0.69539565
C23_B002386.gencode.vH29,Natural Killer,-0.75446385
C23_B003135.gencode.vH29,Natural Killer,-0.74389875
C23_B003137.gencode.vH29,Natural Killer,-0.6487804
C23_B003138.gencode.vH29,Natural Killer,-0.65656924
C23_B003140.gencode.vH29,Natural Killer,-0.642284
C23_B003141.gencode.vH29,Natural Killer,-0.68732566
D21_B002382.gencode.vH29,CD8+ Naive T,-0.84325564
D21_B002385.gencode.vH29,Natural Killer,-0.7613107
D21_B002386.gencode.vH29,Natural Killer,-0.78939146
D21_B003135.gencode.vH29,Natural Killer,-0.7209647
D21_B003137.gencode.vH29,Natural Killer,-0.6280443
D21_B003140.gencode.vH29,Natural Killer,-0.6226007
D22_B002382.gencode.vH29,Natural Killer,-0.74638444
D22_B002385.gencode.vH29,Proliferating NK/T,-0.6888453
D22_B002386.gencode.vH29,Natural Killer,-0.7650118
D22_B003136.gencode.vH29,CD4+ Naive T,-0.73996997
D22_B003137.gencode.vH29,Natural Killer,-0.72049946
D22_B003140.gencode.vH29,Natural Killer,-0.63500166
D23_B002386.gencode.vH29,Natural Killer,-0.7845767
D23_B003135.gencode.vH29,Natural Killer,-0.7009344
D23_B003137.gencode.vH29,Natural Killer,-0.6456994
D23_B003138.gencode.vH29,Natural Killer,-0.6252332
D23_B003141.gencode.vH29,Natural Killer,-0.76583916
E21_B002382.gencode.vH29,Natural Killer,-0.6989929
E21_B002385.gencode.vH29,Natural Killer,-0.7646232
E21_B002386.gencode.vH29,CD8+ Naive T,-0.84417325
E21_B003135.gencode.vH29,Natural Killer,-0.70503014
E21_B003139.gencode.vH29,Natural Killer,-0.78945017
E21_B003141.gencode.vH29,Natural Killer,-0.72564465
E21_B003142.gencode.vH29,Natural Killer,-0.6485487
E22_B002382.gencode.vH29,Natural Killer,-0.6756864
E22_B002385.gencode.vH29,Natural Killer,-0.7035209
E22_B003137.gencode.vH29,Natural Killer,-0.7180908
E22_B003141.gencode.vH29,Natural Killer,-0.64584774
E23_B002382.gencode.vH29,Natural Killer,-0.6323329
E23_B002385.gencode.vH29,Natural Killer,-0.67150426
E23_B002386.gencode.vH29,Natural Killer,-0.7460774
E23_B003135.gencode.vH29,Natural Killer,-0.6752572
E23_B003137.gencode.vH29,Natural Killer,-0.6761778
E23_B003138.gencode.vH29,Natural Killer,-0.66100127
E23_B003141.gencode.vH29,Natural Killer,-0.66020477
F21_B002382.gencode.vH29,Natural Killer,-0.70839345
F21_B003135.gencode.vH29,Natural Killer,-0.7343242
F21_B003140.gencode.vH29,Natural Killer T,-0.7862328
F21_B003141.gencode.vH29,Natural Killer,-0.6283446
F21_B003142.gencode.vH29,Natural Killer,-0.6583067
F22_B002382.gencode.vH29,Natural Killer,-0.7061737
F22_B002385.gencode.vH29,Natural Killer,-0.773233
F22_B002386.gencode.vH29,Natural Killer,-0.7750771
F22_B003135.gencode.vH29,Natural Killer,-0.6828776
F22_B003137.gencode.vH29,Natural Killer,-0.67524624
F23_B002386.gencode.vH29,Natural Killer,-0.7548822
F23_B003135.gencode.vH29,Natural Killer,-0.6544924
F23_B003137.gencode.vH29,Natural Killer,-0.6024776
F23_B003138.gencode.vH29,Natural Killer,-0.6058144
F23_B003140.gencode.vH29,Natural Killer,-0.5826076
F23_B003142.gencode.vH29,Natural Killer,-0.6391724
G21_B002382.gencode.vH29,Natural Killer,-0.650202
G21_B003135.gencode.vH29,Natural Killer,-0.60172135
G21_B003136.gencode.vH29,Natural Killer,-0.690888
G21_B003140.gencode.vH29,Natural Killer,-0.65922135
G21_B003141.gencode.vH29,Natural Killer,-0.6559184
G22_B002386.gencode.vH29,Natural Killer,-0.736922
G22_B003135.gencode.vH29,Natural Killer,-0.7282253
G22_B003137.gencode.vH29,Natural Killer,-0.7096408
G22_B003140.gencode.vH29,Natural Killer,-0.61452276
G22_B003141.gencode.vH29,Natural Killer,-0.6608053
G22_B003142.gencode.vH29,Natural Killer,-0.7246985
G23_B002382.gencode.vH29,Natural Killer,-0.73498213
G23_B003135.gencode.vH29,Natural Killer,-0.69897217
G23_B003140.gencode.vH29,Natural Killer,-0.6362799
G23_B003141.gencode.vH29,Natural Killer,-0.7011154
H21_B002382.gencode.vH29,Natural Killer,-0.66824704
H21_B002385.gencode.vH29,Natural Killer,-0.749296
H21_B003137.gencode.vH29,Natural Killer,-0.7236026
H22_B002382.gencode.vH29,Natural Killer,-0.6463865
H22_B002386.gencode.vH29,Natural Killer,-0.79180664
H22_B003135.gencode.vH29,Natural Killer,-0.65170926
H22_B003136.gencode.vH29,Natural Killer,-0.65005106
H23_B002382.gencode.vH29,Natural Killer,-0.59909135
H23_B002385.gencode.vH29,CD8+ Naive T,-0.7909268
H23_B002386.gencode.vH29,Natural Killer,-0.6875362
H23_B003135.gencode.vH29,Natural Killer,-0.6291364
H23_B003138.gencode.vH29,CD4+ Naive T,-0.7021581
H23_B003141.gencode.vH29,Natural Killer,-0.6717914
H23_B003142.gencode.vH29,Natural Killer,-0.6399615
I21_B002385.gencode.vH29,Natural Killer,-0.62954164
I21_B003135.gencode.vH29,Natural Killer,-0.7361215
I21_B003136.gencode.vH29,Natural Killer,-0.6401449
I21_B003137.gencode.vH29,Natural Killer,-0.67830426
I21_B003138.gencode.vH29,Natural Killer,-0.79250795
I21_B003140.gencode.vH29,Natural Killer,-0.6467097
I21_B003141.gencode.vH29,Natural Killer,-0.59029555
I21_B003142.gencode.vH29,Natural Killer,-0.6088445
I22_B002382.gencode.vH29,Natural Killer,-0.6933886
I22_B003137.gencode.vH29,Natural Killer,-0.6092186
I22_B003139.gencode.vH29,Natural Killer,-0.62399834
I22_B003141.gencode.vH29,Natural Killer,-0.68937784
I23_B002386.gencode.vH29,Natural Killer,-0.641343
I23_B003135.gencode.vH29,Natural Killer,-0.59909785
I23_B003137.gencode.vH29,Natural Killer,-0.7131234
I23_B003138.gencode.vH29,Natural Killer,-0.6600838
I23_B003141.gencode.vH29,Natural Killer,-0.64993906
J21_B002386.gencode.vH29,Natural Killer,-0.7653896
J21_B003135.gencode.vH29,Natural Killer,-0.76270694
J21_B003141.gencode.vH29,Natural Killer,-0.6315705
J22_B002382.gencode.vH29,Natural Killer,-0.721115
J22_B002386.gencode.vH29,Natural Killer,-0.63456094
J22_B003135.gencode.vH29,Natural Killer,-0.7280268
J22_B003136.gencode.vH29,Natural Killer,-0.67447674
J22_B003140.gencode.vH29,Natural Killer T,-0.67940587
J22_B003141.gencode.vH29,Natural Killer,-0.63054323
J23_B002385.gencode.vH29,Natural Killer,-0.6904247
J23_B002386.gencode.vH29,Natural Killer,-0.7225047
J23_B003135.gencode.vH29,Natural Killer,-0.73362875
K21_B002386.gencode.vH29,Natural Killer,-0.5951776
K21_B003135.gencode.vH29,Natural Killer,-0.62424195
K21_B003136.gencode.vH29,Natural Killer,-0.6545811
K21_B003137.gencode.vH29,Natural Killer,-0.5894751
K21_B003140.gencode.vH29,CD8+ Naive T,-0.838959
K21_B003141.gencode.vH29,Natural Killer,-0.64767915
K21_B003142.gencode.vH29,Natural Killer,-0.6078785
K22_B002382.gencode.vH29,Natural Killer,-0.6535825
K22_B002385.gencode.vH29,Natural Killer,-0.6853946
K22_B003135.gencode.vH29,Natural Killer,-0.7256587
K22_B003137.gencode.vH29,Natural Killer,-0.64132226
K22_B003140.gencode.vH29,Natural Killer,-0.6206497
K22_B003141.gencode.vH29,Natural Killer,-0.66676486
K22_B003142.gencode.vH29,Natural Killer,-0.5919509
K23_B002382.gencode.vH29,Natural Killer,-0.61383235
K23_B002385.gencode.vH29,Natural Killer,-0.6858438
K23_B002386.gencode.vH29,Natural Killer,-0.7297932
K23_B003135.gencode.vH29,Natural Killer,-0.6030587
K23_B003136.gencode.vH29,Natural Killer,-0.57405204
K23_B003141.gencode.vH29,Natural Killer,-0.7661463
K23_B003142.gencode.vH29,Natural Killer,-0.61765546
L21_B002382.gencode.vH29,Natural Killer,-0.6766101
L21_B002385.gencode.vH29,Natural Killer,-0.6325854
L21_B003135.gencode.vH29,Natural Killer,-0.6947957
L21_B003137.gencode.vH29,Natural Killer,-0.6031307
L21_B003140.gencode.vH29,Natural Killer,-0.5988381
L21_B003141.gencode.vH29,Natural Killer,-0.6215006
L22_B002382.gencode.vH29,CD4+ Naive T,-0.74107826
L22_B002385.gencode.vH29,Natural Killer,-0.6148802
L22_B002386.gencode.vH29,Natural Killer T,-0.822012
L22_B003135.gencode.vH29,Natural Killer,-0.61600477
L22_B003136.gencode.vH29,Natural Killer,-0.5977941
L22_B003137.gencode.vH29,Natural Killer,-0.6324312
L22_B003141.gencode.vH29,Natural Killer,-0.6166312
L22_B003142.gencode.vH29,Natural Killer,-0.6068644
L23_B002382.gencode.vH29,Natural Killer,-0.7160245
L23_B002385.gencode.vH29,Natural Killer,-0.7545799
L23_B003138.gencode.vH29,Natural Killer,-0.6538932
L23_B003139.gencode.vH29,Natural Killer,-0.64952904
L23_B003141.gencode.vH29,Natural Killer,-0.7409295
L23_B003142.gencode.vH29,Natural Killer,-0.7148592
M21_B002382.gencode.vH29,Natural Killer,-0.6272286
M21_B002386.gencode.vH29,Natural Killer,-0.705246
M21_B003135.gencode.vH29,Natural Killer,-0.70371497
M21_B003137.gencode.vH29,Natural Killer,-0.6232187
M21_B003141.gencode.vH29,Natural Killer,-0.65685105
M22_B002386.gencode.vH29,Natural Killer,-0.67179435
M22_B003135.gencode.vH29,Natural Killer,-0.6140322
M22_B003137.gencode.vH29,Natural Killer,-0.71632004
M23_B002385.gencode.vH29,Natural Killer,-0.6995165
M23_B003136.gencode.vH29,Natural Killer,-0.645173
M23_B003137.gencode.vH29,Natural Killer,-0.65237135
M23_B003138.gencode.vH29,Natural Killer,-0.6274791
N21_B002382.gencode.vH29,Natural Killer T,-0.71987593
N21_B002385.gencode.vH29,Natural Killer T,-0.78338593
N21_B003135.gencode.vH29,Natural Killer,-0.68522066
N21_B003137.gencode.vH29,Natural Killer,-0.6461233
N21_B003141.gencode.vH29,Natural Killer,-0.65952724
N21_B003142.gencode.vH29,Natural Killer,-0.7459482
N22_B002382.gencode.vH29,Natural Killer,-0.6509152
N22_B002385.gencode.vH29,Natural Killer T,-0.71450144
N22_B002386.gencode.vH29,Natural Killer,-0.6820138
N22_B003135.gencode.vH29,Natural Killer,-0.700735
N22_B003136.gencode.vH29,Natural Killer,-0.6759674
N22_B003137.gencode.vH29,Natural Killer,-0.7108646
N22_B003141.gencode.vH29,Natural Killer,-0.7225212
N23_B002382.gencode.vH29,Natural Killer,-0.6548947
N23_B002386.gencode.vH29,Natural Killer,-0.7383892
N23_B003135.gencode.vH29,Proliferating NK/T,-0.6867507
N23_B003136.gencode.vH29,Natural Killer,-0.713168
N23_B003137.gencode.vH29,Natural Killer,-0.6674286
N23_B003138.gencode.vH29,Natural Killer,-0.6560757
O21_B002382.gencode.vH29,Natural Killer T,-0.68470585
O21_B002383.gencode.vH29,CD8+ Naive T,-0.7926119
O21_B002386.gencode.vH29,CD8+ Naive T,-0.8391349
O21_B003136.gencode.vH29,Proliferating NK/T,-0.6119677
O21_B003137.gencode.vH29,Natural Killer,-0.60504997
O21_B003138.gencode.vH29,Natural Killer,-0.6377556
O21_B003140.gencode.vH29,Natural Killer,-0.67328846
O21_B003142.gencode.vH29,Proliferating NK/T,-0.6863175
O22_B002385.gencode.vH29,Natural Killer,-0.68233633
O22_B002386.gencode.vH29,Natural Killer,-0.73267907
O22_B003135.gencode.vH29,Natural Killer,-0.70451945
O22_B003136.gencode.vH29,Natural Killer,-0.7147285
O22_B003137.gencode.vH29,Natural Killer,-0.6183761
O22_B003138.gencode.vH29,Natural Killer,-0.64886624
O22_B003141.gencode.vH29,Natural Killer,-0.69881356
O23_B002382.gencode.vH29,Natural Killer,-0.6067768
O23_B002386.gencode.vH29,Natural Killer,-0.77547085
O23_B003135.gencode.vH29,Natural Killer,-0.6631094
O23_B003136.gencode.vH29,Natural Killer,-0.64215595
O23_B003137.gencode.vH29,Natural Killer,-0.64966524
O23_B003138.gencode.vH29,Natural Killer,-0.79498255
O23_B003139.gencode.vH29,Natural Killer,-0.6468172
O23_B003140.gencode.vH29,Natural Killer,-0.613876
O23_B003141.gencode.vH29,CD8+ Naive T,-0.83184385
O23_B003142.gencode.vH29,CD8+ Naive T,-0.8398201
P21_B002382.gencode.vH29,Natural Killer,-0.75920177
P21_B002386.gencode.vH29,Natural Killer,-0.7913661
P22_B002382.gencode.vH29,Natural Killer,-0.7402509
P22_B002383.gencode.vH29,Natural Killer,-0.7963613
P22_B002386.gencode.vH29,Proliferating NK/T,-0.6953255
P22_B003136.gencode.vH29,Natural Killer,-0.7791885
P22_B003137.gencode.vH29,Natural Killer,-0.7687387
P22_B003140.gencode.vH29,Natural Killer,-0.63844454
P22_B003141.gencode.vH29,Natural Killer,-0.62890774
P23_B002386.gencode.vH29,Natural Killer,-0.7886937
