clusterName,gene
Intermediate Monocyte,ENSG00000021852
Intermediate Monocyte,ENSG00000241886
Macrophage,ENSG00000183019
Macrophage,ENSG00000155659
IGSF21+ Dendritic,ENSG00000168546
IGSF21+ Dendritic,ENSG00000124491
Myeloid Dendritic Type 2,ENSG00000112799
Myeloid Dendritic Type 2,ENSG00000162711
Classical Monocyte,ENSG00000169385
Classical Monocyte,ENSG00000085265
Nonclassical Monocyte,ENSG00000172322
Nonclassical Monocyte,ENSG00000142512
Nonclassical Monocyte,ENSG00000140090
Dendritic,ENSG00000166428
Dendritic,ENSG00000105383
Plasmacytoid Dendritic,ENSG00000198178
Plasmacytoid Dendritic,ENSG00000132465
CD8+ Naive T,ENSG00000227191
CD8+ Naive T,ENSG00000225783
CD4+ Naive T,ENSG00000081059
CD4+ Naive T,ENSG00000167286
CD4+ Naive T,ENSG00000005059
CD4+ Memory/Effector T,ENSG00000198851
Proliferating NK/T,ENSG00000105011
Proliferating NK/T,ENSG00000089685
Natural Killer,ENSG00000198574
Natural Killer,ENSG00000134539
Natural Killer T,ENSG00000143184
Natural Killer T,ENSG00000237499
B,ENSG00000105369
B,ENSG00000156738
Neutrophil,ENSG00000162747
Capillary,ENSG00000142748
Capillary,ENSG00000078401
Capillary Aerocyte,ENSG00000171243
Capillary Aerocyte,ENSG00000164120
Capillary Intermediate 1,ENSG00000214455
Capillary Intermediate 1,ENSG00000171243
Capillary Intermediate 1,ENSG00000188015
Capillary Intermediate 1,ENSG00000174804
Vein,ENSG00000213088
Vein,ENSG00000133800
Alveolar Epithelial Type 1,ENSG00000182010
Alveolar Epithelial Type 1,ENSG00000136155
Club,ENSG00000196188
Club,ENSG00000164265
Signaling Alveolar Epithelial Type 2,ENSG00000146477
Signaling Alveolar Epithelial Type 2,ENSG00000235584
Signaling Alveolar Epithelial Type 2,ENSG00000096088
Signaling Alveolar Epithelial Type 2,ENSG00000164265
Alveolar Epithelial Type 2,ENSG00000162551
Alveolar Epithelial Type 2,ENSG00000167972
Ciliated,ENSG00000164972
Ciliated,ENSG00000153789
Goblet,ENSG00000125999
Goblet,ENSG00000117983
Differentiating Basal,ENSG00000057149
Differentiating Basal,ENSG00000137975
Differentiating Basal,ENSG00000206073
Basal,ENSG00000128422
Basal,ENSG00000230937
Neuroendocrine,ENSG00000134443
Basophil/Mast 1,ENSG00000149534
Basophil/Mast 1,ENSG00000172236
Artery,ENSG00000126878
Artery,ENSG00000135919
Bronchial Vessel 1,ENSG00000054598
Bronchial Vessel 1,ENSG00000166265
Lymphatic,ENSG00000137077
Lipofibroblast,ENSG00000137558
Lipofibroblast,ENSG00000088882
Adventitial Fibroblast,ENSG00000145423
Adventitial Fibroblast,ENSG00000164530
Alveolar Fibroblast,ENSG00000165197
Alveolar Fibroblast,ENSG00000165124
Myofibroblast,ENSG00000149090
Myofibroblast,ENSG00000156427
Myofibroblast,ENSG00000114200
Fibromyocyte,ENSG00000106772
Fibromyocyte,ENSG00000164694
Fibromyocyte,ENSG00000132329
Airway Smooth Muscle,ENSG00000118194
Airway Smooth Muscle,ENSG00000018625
Vascular Smooth Muscle,ENSG00000181856
Vascular Smooth Muscle,ENSG00000158859
Vascular Smooth Muscle,ENSG00000187513
Pericyte,ENSG00000105894
Pericyte,ENSG00000131097
