cluster,count
Serous,5097
Seromucous,5088
Striated,968
Endothelial,781
Fibroblasts,665
T Cells,555
Intercalated,518
Basal,418
Myoepithelial,353
B Cells,332
Mucous,265
Macrophages,241
Myofibroblasts,189
RBCs,132
Schwann Cells,50
Ionocytes,32
