,b_age,b_gc,b_memory,b_naive,cd3_gd,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_cm,cd8_mait,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc1,dc2,ilc1,ilc3,macrophage,mast_cell,monocyte_classical,monocyte_nonclassical,nk_cd56br,nk_cd56dim,nk_ilc_precursor,pdc,plasma_cell,plasmablast,progenitor
ISG20L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09320743,0.0
MRPL24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22645244,0.0
HDGF,0.0,0.618247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30244344,0.2982725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34392625,0.0,0.32687104,0.5814624
PRCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12322166,0.0
SH2D2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56322294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76214004,0.32518095,0.0,0.0,0.0,0.0
ETV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16261241,0.16077864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCRL5,0.9643646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.630954,0.2880133,0.0
FCRL3,1.014879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCRL2,0.44674778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCRL1,0.0,0.0,0.29389602,0.7618469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18667647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35415196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18949991,0.5003177,0.0,0.0,0.5068789,0.0,1.3357391,0.5023729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYHIN1,0.0,0.0,0.0,0.0,0.61513036,0.0,0.0,0.0,0.3772499,0.0,0.0,0.0,0.0,0.0,0.5270565,0.58485055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7795607,0.0,0.0,0.0,0.0,0.0
IFI16,0.0,0.45240217,0.44804698,0.0,0.0,0.0,0.0,0.0,0.0,0.45303756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56033856,0.61577314,0.0,0.0,0.17433721,0.0,0.0,0.31678107,0.0,0.49284077,0.0,0.39218867,0.0,0.31324217,0.0
FCER1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8505157,0.0,0.0,0.0,0.77398974,0.0,0.0,0.0,0.0,0.0,0.59942615,0.0,0.0,0.0
DUSP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17341979,0.20748465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAMF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31047022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN2,0.51269335,0.9060558,0.96297747,0.97655094,0.74825716,0.7192786,0.4890096,0.73613214,0.71623826,0.9697537,0.70853305,0.76797974,0.6802864,0.5950208,0.6665775,0.6737563,0.6518382,1.7455473,1.4095924,0.94344515,1.0767977,0.9241952,0.9386604,0.9276275,0.89981234,0.7448862,0.74600637,0.9450922,1.7612174,0.0,1.0659391,0.69984275
IGSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085122906,0.0
PEA15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26245373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1102363,0.0
COPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2368945,0.0,0.0,0.0,0.0,0.0,0.20655537,0.0,0.0,0.0,0.35380083,0.08741979,0.24533479,0.0
CD84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16217995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD48,0.9642438,0.0,0.71843493,0.6625539,0.888863,1.1034479,1.0623806,0.977981,0.8559144,0.8520929,1.000051,0.97562087,0.97524935,0.9448224,1.0110271,0.8921742,0.9434198,0.7629109,0.73264617,0.0,0.0,0.0,0.0,0.625453,0.80947924,0.5300839,0.72333056,0.6215884,0.0,0.0,0.38087413,0.0
SLAMF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6432292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3450856,0.3604328,0.0
LY9,0.0,0.0,0.47449535,0.7534455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F11R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSTD1,0.43780288,0.36894634,0.5116937,0.0,0.0,0.40922976,0.47186083,0.0,0.0,0.34805328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18698588,0.15180206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29169154,0.1434559,0.16702718,0.0
USF1,0.0,0.20732059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP30,0.32072574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33523935,0.425451,0.0,0.0,0.0,0.0,0.0,0.31778252,0.0,0.0,0.0,0.33011964,0.0,0.13990174,0.0
PFDN2,0.0,0.4202272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44151312,0.402019,0.0,0.0,0.0,0.0,0.0,0.28509897,0.0,0.0,0.0,0.39723694,0.0,0.30538845,0.0
UFC1,0.29008827,0.0,0.0,0.0,0.0,0.461849,0.43487075,0.21630153,0.0,0.5371696,0.0,0.42613134,0.4202272,0.48895097,0.0,0.0,0.0,0.4179544,0.5587827,0.0,0.0,0.2266394,0.0,0.0,0.35298103,0.0,0.0,0.44053805,0.60239583,0.23384345,0.5316893,0.19842137
B4GALT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083997265,0.21926048,0.0
NDUFS2,0.0,0.32308978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2521037,0.28045806,0.0,0.0,0.0,0.0,0.0,0.24953969,0.0,0.0,0.0,0.0,0.0,0.28122923,0.0
FCER1G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25275105,1.3204254,1.4924612,0.0,2.1370995,1.4141791,1.7908524,2.3146656,1.3693916,1.3081002,1.1243476,1.2323711,0.0,0.0,0.0
SDHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26521587,0.27786592,0.0,0.0,0.0,0.0,0.0,0.2353934,0.0,0.0,0.0,0.32349613,0.065685615,0.26304623,0.0
FCGR2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6849773,0.0,0.3007673,0.60752445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41660756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCGR3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99552107,0.0,0.0,1.5521882,0.0,1.374147,0.0,0.0,0.0,0.0,0.0
FCGR2B,0.6921861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12598804,0.24193326,0.0
FCRLA,0.841926,0.47774693,0.40242064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098983675,0.0
ATF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09529269,0.0
SH2D1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49208128,0.0,0.0,0.0,0.0,0.0
UHMK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595754,0.18477176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0720789,0.0
UAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08622902,0.26822916,0.0
NUF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08778191,0.0
MGST3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32090056,0.26954025,0.0,0.0,0.23498562,0.0,0.0,0.3820199,0.0,0.0,0.0,0.29645646,0.059699252,0.0,0.22339648
ALDH9A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11819216,0.0
TMCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17279175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32656133,0.086489215,0.30744904,0.0
UCK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16103376,0.0
POU2F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07949431,0.0
CD247,0.0,0.0,0.0,0.0,0.86147785,0.48909768,0.52702236,0.5095457,0.74684876,0.6837764,0.0,0.5223796,0.63907397,0.4558434,0.6199608,0.66919506,0.0,0.0,0.0,1.739661,0.0,0.0,0.0,0.0,0.0,1.341132,1.6460981,1.2853492,0.0,0.0,0.0,0.0
CREG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32090056,0.071583666,0.0,0.0,0.6792468,0.0,0.4452878,0.38779402,0.0,0.0,0.0,0.0,0.0,0.0,0.2699116
RCSD1,0.5685243,1.4358602,0.8302964,0.8573216,0.0,0.0,0.0,0.0,0.3287124,0.5844695,0.0,0.36752748,0.0,0.0,0.0,0.0,0.0,0.0,0.32368642,0.0,0.0,0.0,0.0,0.0,0.341157,0.0,0.0,0.0,0.35705698,0.0,0.16183816,0.0
MPZL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07538424,0.0
MPC2,0.0,0.45382598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26521587,0.26660183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26332253,0.06603405,0.32712632,0.16745213
TIPRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607674,0.0
SFT2D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4250989,0.20876554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46501964,0.0,0.0,0.0
XCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8641451,0.0,0.7483983,0.0,0.0,0.0,0.0
XCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64668965,0.0,0.0,0.0,0.0,0.0,0.0
SELL,0.0,0.0,0.51620865,0.0,0.0,0.6565314,0.8980972,0.0,0.0,0.8479706,0.0,0.64930516,0.0,1.0152841,0.0,0.0,0.0,0.33840835,0.7977516,0.0,0.0,0.0,0.0,0.37360975,0.0,0.0,0.0,0.0,0.9640125,0.0,0.14282005,0.0
PRRC2C,0.5883861,0.825713,0.6599899,0.7867812,0.81240344,0.74044067,0.73003435,0.7294987,0.71201396,0.79824317,0.80312335,0.74952954,0.7414084,0.7278298,0.7990521,0.7816426,0.8083991,0.58297247,0.7365089,0.2939789,0.76999927,0.33606035,0.0,0.4091889,0.46922898,0.7992141,0.79695225,0.80345094,0.8158785,0.17634088,0.4837751,0.27174646
SUCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13433975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0637561,0.0
PRDX6,0.55641216,0.7663441,0.0,0.0,0.0,0.40764242,0.5115968,0.0,0.0,0.3694107,0.0,0.0,0.0,0.5139899,0.0,0.0,0.0,0.36381862,0.4506912,0.0,0.0,0.30401516,0.648047,0.0,0.39911112,0.0,0.0,0.0,0.66586655,0.23946793,0.67248845,0.67500633
GAS5,0.66953063,0.8833188,1.1338779,0.9223792,0.7785624,1.3316774,1.5724804,0.99817294,0.8043535,0.9899684,0.8887616,1.0867765,0.93797684,1.4413642,0.80443543,0.78858864,0.8509823,0.70707536,0.9022223,0.0,0.8989587,0.4793194,0.0,0.0,0.55156404,0.7042781,0.0,0.73117554,1.0429878,0.078185454,0.34704044,0.21899948
RC3H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08715196,0.0
RABGAP1L,0.47047332,0.20732059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18051894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33916155,0.0,0.12719609,0.0
CACYBP,0.0,0.3192102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34737742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47672302,0.29873443,0.0,0.0,0.0,0.0,0.0,0.26598418,0.0,0.0,0.0,0.3284062,0.0,0.4928056,0.0
MRPS14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22644624,0.0
KIAA0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18110265,0.0
RALGPS2,0.9233137,0.0,1.0309129,0.8038608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15870221,0.19458157,0.0
TOR3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18698588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30046985,0.4555128,0.0
CEP350,0.0,0.3192102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18994294,0.29276752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17908381,0.0
ACBD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080767974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15495405,0.0
IER5,0.3766934,0.32059267,0.57484704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6789008,0.0,0.0,0.0,0.0,0.66628927,0.24020544,0.0,0.66617644,0.83397245,0.0,0.0,0.84546876,0.5233891,0.0,0.6346831,0.0,0.063422576,0.09003891,0.0
GLUL,0.0,0.46122292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42171806,0.0,0.0,1.5044646,1.7538866,0.93949735,1.3574735,0.0,0.0,0.0,0.39024818,0.0,0.0,0.7136789
DHX9,0.0,0.37895265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18051894,0.22437873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28134972,0.0,0.17141564,0.0
SMG7,0.0,0.14246207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092784695,0.0
NCF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29445142,0.0,0.0,0.4031929,0.0,0.7889827,0.63025534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC5,0.44797185,0.6378564,0.0,0.0,0.0,0.42074528,0.0,0.0,0.33640862,0.5844695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6476984,0.90485966,0.0,0.0,1.0352718,0.0,1.1117768,1.0745034,0.0,0.61938846,0.0,0.7397869,0.0,0.46192738,0.1821773
TSEN15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17692316,0.0
C1orf21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30373526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDEM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07231856,0.0
NIBAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32090056,0.35602137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPR,0.0,0.56689143,0.0,0.0,0.0,0.3791276,0.0,0.0,0.0,0.5047658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25163567,0.36222413,0.0,0.0,0.0,0.0,0.0,0.25478402,0.0,0.0,0.0,0.4302789,0.0,0.28067008,0.0
RGS18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19886479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6457534,0.0,0.0,0.0,0.0,0.0,0.0,1.2860229,0.54353976,0.42779112,0.6684426,0.0,0.0,1.2050781,0.0,0.0,0.44915336,0.0,0.0,0.6884484,0.10012307,0.0,0.0
RGS2,0.7080297,0.55231583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53638846,0.6276332,0.0,0.0,0.93471634,1.7731562,0.8481696,0.92298365,0.0,0.0,0.0,0.9384612,0.0,0.0,0.0
UCHL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25976405,0.0
RO60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12619443,0.0
GLRX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08631161,0.0
CDC73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18884969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10659939,0.0
ASPM,0.0,0.26713645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16676852,0.0
DENND1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34950212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10337227,0.0
