cluster,count
nk_cd56dim,32766
monocyte_classical,14701
progenitor,12033
cd8_temra,11986
cd8_tem,8873
b_naive,8376
cd4_naive,7346
cd4_cm,6869
cd4_temra,4854
b_memory,4428
cd4_tem,3984
nk_ilc_precursor,3393
monocyte_nonclassical,3313
cd8_naive,3266
cd3_gd,3013
nk_cd56br,2769
macrophage,2740
cd8_trm,1384
plasmablast,1099
plasma_cell,1084
cd4_treg,1077
cd8_mait,1071
cd8_cm,701
cd4_trm,409
pdc,402
dc2,272
b_age,125
ilc3,92
mast_cell,75
dc1,55
ilc1,30
b_gc,21
