reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
no,Ischemia Reperfusion Responses in Human Lung Transplants at the Single Cell Resolution,scRNA-seq of lung biopsies from six human lung transplant cases,108613,108613,GSVA_anno_labels_lowcluster,X_umap,Wong,American Journal of Transplantation,2024,10.1016/j.ajt.2024.08.019,https://cellxgene.cziscience.com/collections/9f29fcd0-7075-4420-bd61-e2ec1aebad89,https://cellxgene.cziscience.com/e/429d21fd-bb9a-4abf-922b-c15138524bdd.cxg/,lingula of left lung | lower lobe of right lung | middle lobe of right lung | upper lobe of left lung | upper lobe of right lung,normal,9f29fcd0-7075-4420-bd61-e2ec1aebad89,cb16be22-0333-4509-a402-bda3ce743f43,429d21fd-bb9a-4abf-922b-c15138524bdd,25913359-253f-40f2-b808-b324bf3db111,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/25913359-253f-40f2-b808-b324bf3db111.h5ad,UBERON:0002170 | UBERON:0002171 | UBERON:0002174 | UBERON:0008952 | UBERON:0008954,EFO:0009922,CL:0000084 | CL:0000236 | CL:0000499 | CL:0000576 | CL:0000623 | CL:0000775 | CL:0002062 | CL:0002543 | CL:1000271 | CL:1001568 | CL:1001603 | CL:4028001 | unknown,PATO:0000461,HsapDv:0000113 | HsapDv:0000122 | HsapDv:0000130 | HsapDv:0000131 | HsapDv:0000137 | HsapDv:0000145 | HsapDv:0000149 | HsapDv:0000158 | HsapDv:0000159 | HsapDv:0000160 | HsapDv:0000165,PATO:0000383 | PATO:0000384,TRUE,12,"""UBERON:0002174: 65",770; UBERON:0002171: 18,003; UBERON:0002170: 11,042; UBERON:0008952: 7,713; UBERON:0008954: 6,"085""",respiratory_system,respiratory_system_Wong_2024,GSVA_anno_labels_lowcluster,18,108613,0.5854956206180488,0.5087971613473667,0.3625371460418088,11,6,1,0.8487566586053212,0.8191504650061523
