organ,first_author,year,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
respiratory_system,Wong,2024,10.1016/j.ajt.2024.08.019,Ischemia Reperfusion Responses in Human Lung Transplants at the Single Cell Resolution,scRNA-seq of lung biopsies from six human lung transplant cases,American Journal of Transplantation,https://cellxgene.cziscience.com/collections/9f29fcd0-7075-4420-bd61-e2ec1aebad89,https://cellxgene.cziscience.com/e/429d21fd-bb9a-4abf-922b-c15138524bdd.cxg/,https://datasets.cellxgene.cziscience.com/25913359-253f-40f2-b808-b324bf3db111.h5ad,GSVA_anno_labels_lowcluster,X_umap,108613,18,0.5854956206180488,0.46311162320523663,0.2344005971156577,0.8487566586053212,0.8191504650061523,18
