clusterName,NSForest_markers,f_score
Stromal Cells,['ENSG00000011465'],0.8613376835236541
Lymphatic  Cells,['ENSG00000137077'],0.9130582634323284
Vein,"['ENSG00000213088', 'ENSG00000112936']",0.8560783294341912
Artery,['ENSG00000146674'],0.742217367558711
Capillary,"['ENSG00000165810', 'ENSG00000068001']",0.6983136983136983
Neutrophils,"['ENSG00000119535', 'ENSG00000115590']",0.745930644019816
Basophil and Mast Cells,"['ENSG00000172236', 'ENSG00000197253']",0.9721869443738888
B Cells,['ENSG00000105369'],0.6303236797274276
T Cells,['ENSG00000167286'],0.8414349877764512
Natural Killer Cells,"['ENSG00000105374', 'ENSG00000100453', 'ENSG00000180644']",0.8696299236035321
Monocytes,"['ENSG00000085265', 'ENSG00000127951']",0.8226355776788054
Macrophage and Dendritic Cells,"['ENSG00000173369', 'ENSG00000260314', 'ENSG00000110077']",0.5385115137515339
Macrophages,"['ENSG00000170323', 'ENSG00000019169']",0.8941914563654307
AT2,"['ENSG00000185303', 'ENSG00000122852']",0.9904019350522362
Proliferating Macrophage,"['ENSG00000137804', 'ENSG00000168078']",0.8048780487804879
Other Epithelial Cells,"['ENSG00000167757', 'ENSG00000127324']",0.6928327645051194
Ciliated Cells,"['ENSG00000105519', 'ENSG00000164972']",0.9562200224512706
AT1,['ENSG00000204305'],0.9145255297621592
