clusterName,NSForest_markers,f_score
alpha_immature,"['ANXA10', 'PLAUR']",0.5192338135190755
alpha_stress II,"['ABCB1', 'PDK4']",0.5228127712935275
beta_stress I,['ASB9'],0.5982905982905983
beta_stress II,['TRIB3'],0.6942590120160214
beta_immature,"['NDRG4', 'ENDOD1', 'ADM']",0.3375430539609644
beta_MHC/autoantigen,['C1GALT1C1'],0.4369538077403246
beta_mature,"['CDKN1C', 'IGF2']",0.7402348600418632
beta_mtDNA deficient,"['GPX2', 'FAM162A']",0.2051671732522796
delta,"['LY6H', 'CD9']",0.807109252483011
PP,"['PPY', 'TUBB2A']",0.7610993657505285
alpha_MHC II,"['P4HA2', 'FXYD3']",0.4022988505747126
alpha_mature,"['ENSG00000186493', 'KCTD12']",0.6769077354100385
