,PP,alpha_MHC II,alpha_immature,alpha_mature,alpha_stress II,beta_MHC/autoantigen,beta_immature,beta_mature,beta_mtDNA deficient,beta_stress I,beta_stress II,delta
SYF2,0.2727272727272727,0.0,0.2881113290786743,0.2915248654105447,0.30749811909415503,0.0,0.3596740581772544,0.2842110178687356,0.0,0.5950710827654059,0.5275852896950461,0.3211855888366699
RSRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.9110995043407787,0.0
TMEM50A,0.21505930748852817,0.399596322666515,0.29475233229723846,0.28665575656023895,0.3195923079143871,0.47959663651206275,0.21504004976966165,0.21905541961843317,0.0,0.0,0.18181818181818182,0.24776557358828458
LDLRAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
STMN1,0.6924971721389077,0.0,0.6400265043432062,0.678345496004278,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.6518168666146018
ZNF593,0.36363636363636365,0.0,0.4965753826228055,0.44582440094514325,0.5040934465148232,0.0,0.3710957711393183,0.3639203093268655,0.0,0.0,0.4120862429792231,0.36428360505537555
SH3BGRL3,0.22472326322035355,0.0,0.3986993702975186,0.30692646178332245,0.27602344209497626,0.0,0.1822467879815535,0.2078903696753762,0.2778681516647339,0.18181818181818182,0.18547515977512707,0.34660501371730457
HMGN2,0.2863352461294694,0.0,0.1667702252214605,0.2454237016764554,0.11365571347149936,0.09090909090909091,0.15520307692614468,0.21120182492516257,0.2516634843566201,0.26292516968467017,0.11317450891841542,0.26798531684008514
NUDC,0.09979399767788974,0.0,0.2670880610292608,0.2073613621971824,0.2715760686180808,0.09090909090909091,0.1306129748171026,0.1138237714767456,0.16952125592665238,0.24401425231586804,0.10988283157348633,0.18133928559043191
TMEM222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
WASF2,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.7775893861597235,0.7421233491464094,0.0,0.0,0.0,0.7539379921826449
IFI6,0.11087934537367387,0.3714878721670671,0.1900921572338451,0.19115514105016534,0.23144377903504806,0.3073599392717535,0.10839741880243475,0.11283623088489879,0.0,0.30310903895985,0.09090909090909091,0.12671995704824274
STX12,0.0,0.0,0.6365779313174161,0.0,0.6995264996181835,0.0,0.6363636363636364,0.0,0.0,0.7241110747510736,0.6942653222517534,0.0
RPA2,0.0,0.0,0.7272727272727273,0.0,0.8032874952663075,0.0,0.7894826260480013,0.7437232516028665,0.0,0.0,0.0,0.0
DNAJC8,0.18181818181818182,0.0,0.2992600690234791,0.27938769080422143,0.36259410598061304,0.0,0.26853045550259674,0.1971761096607555,0.38938000527295197,0.19549677588722922,0.1908593015237288,0.25020151788538153
ATP5IF1,0.09955049102956598,0.0672659386288036,0.02465766668319702,0.1207102049480785,0.009173274040222168,0.022737660191275856,0.024678479541431774,0.10344929044896906,0.3247379172932018,0.07398964600129561,0.0,0.09274863654916937
SESN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SNHG12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
YTHDF2,0.0,0.0,0.5136045325886119,0.454998103055087,0.5523411143909801,0.0,0.5644156607714567,0.48699303648688574,0.0,0.0,0.6107101277871565,0.45454545454545453
ZCCHC17,0.0,0.0,0.0,0.0,0.0,0.0,0.8406509811227972,0.8181818181818182,0.0,0.0,0.8356381004506891,0.0
SERINC2,0.0,0.0,0.9508104215968739,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEF1,0.0,0.0,0.5382131717421792,0.4857340563427318,0.6528305899013173,0.0,0.5014792572368275,0.45454545454545453,0.0,0.0,0.506441360170191,0.4586499495939775
PTP4A2,0.36363636363636365,0.0,0.46699534221128985,0.3686640804464167,0.39830873771147296,0.0,0.4871076237071644,0.3717630830678073,0.0,0.0,0.4228080185976895,0.4015397537838329
KHDRBS1,0.418477090922269,0.0,0.40262752771377563,0.3750831159678372,0.3851402293552052,0.0,0.3754101883281361,0.36363636363636365,0.0,0.0,0.3846271905032071,0.3889848427339034
KPNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.9146668044003573,0.0,0.0,0.0,0.0
EIF3I,0.18181818181818182,0.0,0.3435360518368808,0.2820512814955278,0.3883055556904186,0.0,0.24513968554410068,0.20227517864920877,0.22796377810564908,0.19297302311116998,0.35759586637670343,0.25696319341659546
HDAC1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCKSL1,0.8907737840305675,0.0,0.8425020792267539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182
BSDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZBTB8OS,0.0,0.0,0.36476562239907007,0.3778007951649753,0.3716201186180115,0.0,0.3687550859017806,0.3782999407161366,0.5541716759855096,0.0,0.4865120432593606,0.36363636363636365
RBBP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.9154342846436934,0.0
YARS1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM54,0.0,0.0,0.8036265481602062,0.7725088596343994,0.7650668079202826,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0
AK2,0.28962407328865747,0.0,0.34189880436117,0.4055888219313188,0.3390958471731706,0.0,0.27477680011229083,0.32205458120866254,0.3831353891979564,0.0,0.2805569280277599,0.2727272727272727
SMIM12,0.0,0.0,0.5982846021652222,0.5561169006607749,0.6194639747793024,0.0,0.5829562165520408,0.5454545454545454,0.0,0.0,0.5569477677345276,0.0
SFPQ,0.3960148908875205,0.0,0.4262996261770075,0.37942245873537933,0.36860529942946,0.0,0.48099782250144263,0.36363636363636365,0.0,0.0,0.4596605734391646,0.3924697583371943
PSMB2,0.1293037317015908,0.0,0.25502953746102075,0.24549738927321,0.22937217625704678,0.09090909090909091,0.22231757640838623,0.15976756811141968,0.3330613754012368,0.09896447983655063,0.15066000006415628,0.20959977128288962
