,PP,alpha_MHC II,alpha_immature,alpha_mature,alpha_stress II,beta_MHC/autoantigen,beta_immature,beta_mature,beta_mtDNA deficient,beta_stress I,beta_stress II,delta
EIF4E2,0.0,0.0,0.7833259810100902,0.0,0.740183250470595,0.0,0.8327918323603544,0.7272727272727273,0.0,0.0,0.0,0.0
COPS8,0.0,0.0,0.7300587729974226,0.0,0.777949869632721,0.0,0.7298429120670665,0.0,0.0,0.0,0.7272727272727273,0.0
MLPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LRRFIP1,0.0,0.0,0.7012549096887762,0.6236851703036915,0.7301799600774591,0.0,0.5454545454545454,0.0,0.0,0.0,0.5628412040797147,0.5793703523549166
UBE2F,0.0,0.0,0.5502566641027277,0.6228202418847517,0.0,0.0,0.6682675914330916,0.6655783707445319,0.0,0.0,0.5454545454545454,0.5607735839757052
NDUFA10,0.0,0.0,0.7063057585196062,0.6698485937985507,0.725678953257474,0.0,0.0,0.6694439541209828,0.0,0.0,0.0,0.6363636363636364
COPS9,0.1904103376648643,0.0,0.18922444365241312,0.20303607528859918,0.196196203882044,0.0,0.24091479995033957,0.2478846853429621,0.38652065125378693,0.18181818181818182,0.20025101574984464,0.21687523885206741
KIF1A,0.2727272727272727,0.0,0.34885304082523694,0.3233268477699973,0.41237749836661597,0.5067783756689592,0.37582121653990314,0.39789258350025525,0.0,0.0,0.2729175361719998,0.382218826900829
MTERF4,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.9113331111994657,0.0,0.0,0.0,0.0
PPP1R7,0.4666316942735152,0.0,0.5154431841590188,0.5157964934002269,0.49284221909262915,0.0,0.4563984383236278,0.45454545454545453,0.0,0.0,0.0,0.4854664910923351
HDLBP,0.35445767641067505,0.2727272727272727,0.3030956170775674,0.31361107392744586,0.2928593321280046,0.0,0.30201226472854614,0.39049818299033423,0.0,0.0,0.3841629678552801,0.29282026399265637
SEPTIN2,0.27334807135842065,0.0,0.32787406986409967,0.2926715233109214,0.36034000461751764,0.0,0.32439556988802826,0.2727272727272727,0.0,0.2733016447587447,0.4477603218772195,0.30005400289188733
STK25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL8B,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.9304510896856134,0.0
LMCD1,0.5663555697961287,0.0,0.7475573312152516,0.63537874546918,0.6865346865220503,0.0,0.5516582456502047,0.0,0.0,0.0,0.0,0.5454545454545454
THUMPD3-AS1,0.4542966972697865,0.0,0.3231595592065291,0.30227619951421564,0.33961862325668335,0.2727272727272727,0.3285981687632474,0.30033590576865454,0.0,0.0,0.44116848707199097,0.3078655871477994
SETD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TADA3,0.0,0.0,0.5096457600593567,0.46459585428237915,0.4966958219354803,0.0,0.4685855670408769,0.45454545454545453,0.0,0.0,0.46747771176424896,0.46777885068546643
ARPC4,0.2727272727272727,0.0,0.4271140694618225,0.35465664755214343,0.444299497387626,0.3751885349100286,0.34159148823131213,0.2838320894674821,0.0,0.0,0.28368693590164185,0.3072404753078114
JAGN1,0.0,0.0,0.45491827617992053,0.3828572143207897,0.4802217266776345,0.4270557761192322,0.4449669501998208,0.36363636363636365,0.0,0.0,0.46255590698935767,0.36461285569451074
CRELD1,0.0,0.0,0.0,0.0,0.0,0.8474340005354448,0.0,0.8181818181818182,0.0,0.0,0.8451620394533331,0.0
EMC3,0.20165565339001743,0.0,0.2177794033830816,0.1867562640797008,0.3324112729592757,0.6357465819879011,0.2357496673410589,0.20276834748008035,0.0,0.18181818181818182,0.21571922302246094,0.20034108920530838
BRK1,0.1480810371312228,0.0,0.19059039787812668,0.20085029710422864,0.13297217000614514,0.09090909090909091,0.11120295524597168,0.13222890008579602,0.25235840949145233,0.13742646304043857,0.10260294784199107,0.1561208258975636
SEC13,0.3769656853242354,0.0,0.3300155184485696,0.2807776765389876,0.4070278135212985,0.0,0.2878130620176142,0.2727272727272727,0.30013432827862824,0.0,0.5321184613487937,0.27795563502745196
RPL32,0.051381235772913154,0.0,0.058407501740889115,0.0704124082218517,0.04113837263800881,0.011650394309650768,0.07861807671460239,0.09171390533447266,0.17274157567457718,0.2204334248195995,0.11135165257887407,0.06204489686272361
LSM3,0.20157712156122382,0.0,0.19258276440880515,0.2478918108073148,0.18675639954480258,0.0,0.2518524635921825,0.23437398130243475,0.4115520553155379,0.18181818181818182,0.2698318470608104,0.25588352571834216
SLC6A6,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.863980309529738,0.8263521302830089,0.0,0.0,0.0,0.0
CCDC174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FGD5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.8721908818591725,0.8181818181818182,0.0,0.0,0.8312334580854936,0.0
DPH3,0.0,0.0,0.7346692843870684,0.0,0.7416065064343539,0.0,0.7272727272727273,0.0,0.0,0.0,0.8615396998145364,0.0
RAB5A,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.9502945813265714,0.0
RPL15,0.03075300563465465,0.0,0.04585923389955,0.05682976137508045,0.03623437339609319,0.0061017058112404566,0.0679196986285123,0.06656292351809415,0.1324579878286882,0.195318341255188,0.11184242638674649,0.04328153891996904
OXSM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CMC1,0.0,0.0,0.6231472383845936,0.6171122139150446,0.5814964933828874,0.0,0.5454545454545454,0.5994105609980497,0.0,0.0,0.0,0.598922236399217
AZI2,0.0,0.0,0.0,0.0,0.0,0.0,0.8308360739187761,0.8181818181818182,0.0,0.0,0.9151388623497703,0.0
CMTM8,0.4999195391481573,0.395679154179313,0.31274098699743097,0.33158468116413464,0.0,0.5119124271652915,0.3054776300083507,0.37676762450825085,0.0,0.4503560012037104,0.0,0.2727272727272727
CMTM6,0.0,0.6763093905015425,0.5219572457400236,0.5420743443749168,0.5343700647354126,0.45454545454545453,0.4714509573849765,0.4838187477805398,0.0,0.0,0.0,0.0
LRRFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GOLGA4,0.18181818181818182,0.2898746566338973,0.2013427669351751,0.19672505963932385,0.24449296431107956,0.25689083337783813,0.34674467823722144,0.2447223121469671,0.0,0.0,0.5181031010367654,0.21593174067410556
RPSA,0.04918908531015569,0.0,0.09100194410844283,0.10023514249108055,0.04207639802585949,0.01145050742409446,0.04957970164038918,0.07462804425846446,0.1546734246340665,0.187899725003676,0.056563935496590355,0.07159540869972923
EIF1B,0.18181818181818182,0.0,0.19377157363024625,0.19649744575673883,0.22102321819825607,0.0,0.3110497268763455,0.22957245328209616,0.31106105717745697,0.548968185078014,0.5435885732824152,0.2018698833205483
RPL14,0.04084279862317172,0.0,0.06542051380330866,0.052182387221943245,0.04198308966376565,0.020202322439713913,0.06673396175557916,0.08256492289629849,0.16571909189224243,0.21844900196248834,0.10833234678615224,0.04707698930393566
SS18L2,0.0,0.0,0.5949996167963202,0.5971713228659197,0.5528263666413047,0.0,0.5514645793221213,0.5454545454545454,0.0,0.0,0.708635763688521,0.0
NKTR,0.0,0.0,0.0,0.0,0.0,0.0,0.8198881040919911,0.8181818181818182,0.0,0.0,0.8662818074226379,0.0
HIGD1A,0.0,0.0,0.7221132408488881,0.7454565871845592,0.7092164104635065,0.0,0.579999799078161,0.5919020392678,0.0,0.0,0.5454545454545454,0.0
ABHD5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1143,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.9295064102519642,0.0
CDCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.919019802050157
CCDC12,0.4353999874808572,0.4234259778803045,0.3057575442574241,0.34952275319532916,0.28963606465946545,0.0,0.2916161201216958,0.28494289788332855,0.0,0.0,0.2727272727272727,0.3641248507933183
KIF9,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9202154549685392
MAP4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMA7,0.1202607209032232,0.0,0.07606100494211371,0.11144938252188942,0.05817238851027055,0.011468367143110796,0.07530690323222768,0.07460836930708452,0.18444993279197,0.20242952758615668,0.10303624109788374,0.1222205866466869
SHISA5,0.472491979598999,0.0,0.5962637771259655,0.56890254129063,0.5053353688933633,0.0,0.47099330208518286,0.45454545454545453,0.0,0.0,0.0,0.45512215115807275
UQCRC1,0.4887823299928145,0.0,0.5363690744746815,0.5222416520118713,0.5096925930543379,0.0,0.45454545454545453,0.4833315339955417,0.0,0.0,0.0,0.5673506259918213
IP6K2,0.0,0.0,0.0,0.0,0.0,0.0,0.773906642740423,0.7449661818417636,0.0,0.0,0.7272727272727273,0.7387627525763079
PRKAR2A,0.0,0.0,0.0,0.0,0.0,0.0,0.922323080626401,0.9090909090909091,0.0,0.0,0.0,0.0
P4HTM,0.23609082807194104,0.5476262461055409,0.20978108861229636,0.30118230798027734,0.2109768336469477,0.492102633823048,0.18181818181818182,0.2033351551402699,0.0,0.37562122670086945,0.0,0.25039026412096893
NDUFAF3,0.26711836186322296,0.0,0.2517226880246943,0.2767467661337419,0.17730091376738114,0.1278835968537764,0.10608965158462524,0.20785408128391614,0.33939186009493744,0.16626454483379016,0.09090909090909091,0.25948434526270087
IMPDH2,0.0,0.0,0.799159824848175,0.7426340742544695,0.7831687114455483,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273
GPX1,0.4582976319573142,0.0,0.0,0.4180577885020863,0.0,0.0,0.39385700767690485,0.4411971731619401,0.564555672082034,0.40095809914849023,0.36363636363636365,0.4033976739103144
RHOA,0.012325704097747803,0.018633831631053577,0.2066182331605391,0.14266831224614923,0.2796074964783408,0.0,0.05071304603056474,0.01810257543217052,0.062291437929326836,0.06826296177777377,0.05777855352921919,0.06664522669532082
TCTA,0.0,0.0,0.9044738140973178,0.8181818181818182,0.0,0.0,0.0,0.8374228152361783,0.0,0.0,0.0,0.0
GNAI2,0.572476327419281,0.0,0.5052280426025391,0.5048552372238853,0.45545789328488434,0.0,0.45454545454545453,0.5029840686104514,0.0,0.0,0.0,0.5067490881139581
IFRD2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUSC2,0.0,0.0,0.46853006969798694,0.4660204703157598,0.4754717295820063,0.0,0.4800687378103083,0.460184709592299,0.0,0.0,0.5498731353066184,0.45454545454545453
RASSF1,0.0,0.0,0.0,0.0,0.9211482784964822,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0
TMEM115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MANF,0.0,0.13248485868627374,0.03543491255153309,0.01928101886402477,0.04386296055533669,0.37383071942762897,0.15792912244796753,0.10774303566325795,0.18555708365006882,0.09102408994327892,0.5059606487100775,0.046738944270394066
TEX264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD14A,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.9179942499507557,0.0,0.0,0.0,0.0
RPL29,0.05770677328109741,0.0,0.07136772979389537,0.07837190411307594,0.042791550809686836,0.021628260612487793,0.10081615773114291,0.11062675714492798,0.18699436296116223,0.21315238692543723,0.11998840353705666,0.06706821376627142
UQCC5,0.0,0.0,0.0,0.8221775130792097,0.0,0.0,0.0,0.8743281689557162,0.0,0.0,0.0,0.8181818181818182
PBRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GNL3,0.0,0.0,0.5528826334259727,0.0,0.5635333440520547,0.0,0.647002637386322,0.5718306465582415,0.0,0.0,0.8727608756585554,0.5454545454545454
GLT8D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SPCS1,0.0,0.15898997675288806,0.01582965525713834,0.06839219548485496,0.01894874464381825,0.24731343442743475,0.009349362416700884,0.03325168652967973,0.05467290769923817,0.12170923839915883,0.048066204244440254,0.026665649630806663
TKT,0.25473834709687665,0.0,0.2178125327283686,0.2586731802333485,0.19365875829349866,0.5564625534144315,0.2850609692660245,0.3987893082878806,0.45449699596925214,0.18181818181818182,0.0,0.36595145680687646
SELENOK,0.0,0.044005009261044586,0.005907936529679732,0.01421378959308971,0.030414873903447933,0.0821464711969549,0.12136472897096114,0.0458334738557989,0.11311392350630327,0.22711192477833142,0.391672053120353,0.019131492484699596
APPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.9286308017644015,0.9090909090909091,0.0,0.0,0.0,0.0
ARF4,0.09090909090909091,0.0,0.1321180137720975,0.10800372470508922,0.2716008262200789,0.2865447456186468,0.2224230874668468,0.13562566583806818,0.21302302317185837,0.15710980783809314,0.4898262619972229,0.11644043705680153
RPP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PDHB,0.5519724921746687,0.0,0.5491528294303201,0.5701137076724659,0.0,0.0,0.5535934296521273,0.5454545454545454,0.0,0.0,0.0,0.5715357173572887
CEP15,0.22170006686990912,0.0,0.3284139633178711,0.2737197388302196,0.2864073244008151,0.0,0.26060363379391754,0.24970528212460605,0.34055199406363745,0.18181818181818182,0.21347050775181164,0.28943556547164917
CADPS,0.0,0.45454545454545453,0.4916339299895547,0.5175196582620795,0.48833097652955487,0.0,0.5011686140840704,0.4836455150084062,0.0,0.0,0.0,0.5388303670016202
THOC7,0.3236325870860707,0.0,0.44264747337861493,0.45214044505899603,0.38756646893241187,0.0,0.3268036354671825,0.3435595252297141,0.43826479803432117,0.0,0.2727272727272727,0.36631272597746417
PSMD6,0.0,0.0,0.5662210312756625,0.5478796525435015,0.591735140843825,0.0,0.5454545454545454,0.0,0.0,0.0,0.5621026862751354,0.5634397105737166
TMF1,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.94999253207987,0.0
ARL6IP5,0.18181818181818182,0.3384703885425221,0.2612545598636974,0.2399717460979115,0.2647443793036721,0.6530657518993724,0.28333779356696387,0.3532066724517129,0.0,0.1880702809853987,0.0,0.26965028047561646
FOXP1,0.0,0.0,0.5432992306622592,0.4551324356685985,0.5073340589349921,0.0,0.5615925572135232,0.45454545454545453,0.0,0.0,0.542553110556169,0.5488363775339994
CHMP2B,0.0,0.0,0.4287556843324141,0.36363636363636365,0.5041297403248873,0.0,0.46382788636467676,0.3678086291659962,0.0,0.3693722974170338,0.5512346029281616,0.3687815015966242
CGGBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.9468226161870089,0.0
CLDND1,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.935414579781619,0.0
TFG,0.0,0.0,0.3218297037211331,0.2727272727272727,0.32996910268610175,0.0,0.32611292600631714,0.28075096823952417,0.297975399277427,0.5001461939378218,0.5161799842661078,0.3103838562965393
PCNP,0.18181818181818182,0.0,0.22978310693394055,0.21194983612407337,0.29024707729166205,0.0,0.24356527220119129,0.2121446132659912,0.292872201312672,0.2577793977477334,0.3261853402311152,0.19925357536836105
RPL24,0.05019875548102639,0.0,0.03811659596183083,0.0558835430578752,0.03121042793447321,0.01374706896868619,0.1257958249612288,0.11139062859795311,0.19199547984383322,0.23189574480056763,0.16703029654242776,0.06040794199163264
ALCAM,0.19558844783089377,0.49541994116523047,0.23228042234073987,0.27030385624278674,0.20394133437763562,0.40120204470374365,0.20628509738228537,0.31662013855847443,0.0,0.0,0.18181818181818182,0.3022094802422957
BBX,0.5079079920595343,0.0,0.40769466486844147,0.4088415124199607,0.38555708256634796,0.0,0.468214132569053,0.4727815877307545,0.0,0.0,0.36363636363636365,0.4888607317751104
CD47,0.3354144746607,0.3968805833296342,0.570203569802371,0.42888441952792083,0.4725495685230602,0.4702618013728749,0.2793407440185547,0.2727272727272727,0.0,0.0,0.0,0.4295945438471707
IFT57,0.3391302769834345,0.0,0.4314109141176397,0.3757526332681829,0.41003946282646875,0.0,0.29624042727730493,0.2950837557966059,0.0,0.5427953384139321,0.2727272727272727,0.4270589460026134
DZIP3,0.0,0.8639629754153165,0.0,0.8181818181818182,0.0,0.0,0.0,0.8520147800445557,0.0,0.0,0.0,0.0
PLCXD2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TAGLN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CD200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ATG3,0.0,0.0,0.48654694990678266,0.45641319860111584,0.5061531446196816,0.0,0.532643892548301,0.45454545454545453,0.0,0.0,0.6105189323425293,0.4616855978965759
NAA50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ATP6V1A,0.0,0.0,0.0,0.0,0.0,0.0,0.934752345085144,0.9090909090909091,0.0,0.0,0.0,0.0
ZBTB20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TIMMDC1,0.0,0.0,0.36363636363636365,0.3878882418979298,0.38080535151741723,0.37332614985379303,0.48536359721964056,0.44465296376835217,0.0,0.0,0.5693693865429271,0.3810547481883656
COX17,0.1190446290102872,0.0,0.17444977977059103,0.18255359476262872,0.07616939869793979,0.01623070781881159,0.051801117983731354,0.12622682614759964,0.2728963548486883,0.039004136215556755,0.04634999145161022,0.17189977385781027
NDUFB4,0.03601917895403775,0.0,0.04055130481719971,0.08779649842869151,0.041939632459120316,0.015496942130002108,0.04316666451367465,0.09526574611663818,0.26701404831626196,0.03673243522644043,0.01797175407409668,0.12768091396851974
GOLGB1,0.0,0.0,0.0,0.0,0.0,0.0,0.7586939226497303,0.7670309110121294,0.0,0.0,0.8692181327126243,0.7272727272727273
EAF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CASR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FAM162A,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.665405972437425,0.6972123492847789,0.7766728401184082,0.0,0.0,0.6579404635862871
MUC13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61A1,0.21678427132693204,0.49118057706139306,0.2190893292427063,0.18666211041537198,0.20109736919403076,0.42481940442865546,0.18181818181818182,0.1968277313492515,0.0,0.0,0.31723849881779065,0.2261296185580167
RPN1,0.3658042983575301,0.0,0.3203639767386697,0.2887352867559953,0.33795027299360797,0.6598263491283763,0.2727272727272727,0.2790494777939536,0.0,0.0,0.3413167108188976,0.3285698782313954
RAB7A,0.20473634654825384,0.0,0.2658435973254117,0.24275845289230347,0.31581316752867267,0.0,0.2074717120690779,0.21836736527356235,0.2695360671390187,0.22770199992439963,0.18181818181818182,0.2327275980602611
CNBP,0.09808320890773427,0.0,0.1675603227181868,0.14523933150551535,0.163722271269018,0.09090909090909091,0.27222323417663574,0.15320296721024948,0.14536464756185358,0.26282869143919513,0.30017066543752496,0.13165276700800116
H1-10,0.4793014797297391,0.0,0.4600792581384832,0.4477747299454429,0.35075943578373303,0.0,0.30663749304684723,0.30224736712195654,0.0,0.3369786251674999,0.2727272727272727,0.31243388761173596
MRPL3,0.27500705827366223,0.0,0.4345994700085033,0.32721623507412995,0.34969029101458465,0.0,0.3368358449502425,0.3341170766136863,0.37977263060483063,0.0,0.2727272727272727,0.3795968944376165
UBA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CDV3,0.0,0.0,0.6551207412372936,0.0,0.6505295905199918,0.0,0.6899869008497759,0.6363636363636364,0.0,0.0,0.814282168041576,0.0
SRPRB,0.0,0.0,0.471601816740903,0.0,0.5631233941424977,0.6845078468322754,0.4888488162647594,0.4794923283837058,0.0,0.0,0.6387598785487089,0.45454545454545453
ANAPC13,0.18181818181818182,0.0,0.2098911242051558,0.23405971852215854,0.2550773187117143,0.0,0.29853416031057184,0.24682475220073352,0.3924307335506786,0.20143912055275656,0.4554415128447793,0.2068219076503407
COPB2,0.5648345622149381,0.0,0.5454545454545454,0.5536899620836432,0.6201768842610446,0.0,0.0,0.0,0.0,0.0,0.5909003615379333,0.6006447943774137
RBP1,0.47729022936387494,0.0,0.2802074443210255,0.2844831780953841,0.0,0.0,0.28025816787372937,0.42872022498737683,0.5404502153396606,0.4560644301501187,0.2727272727272727,0.6096436814828352
ZBTB38,0.0,0.0,0.0,0.0,0.0,0.0,0.9212595603682778,0.9090909090909091,0.0,0.0,0.0,0.0
RNF7,0.18181818181818182,0.0,0.22894148934971204,0.20404997197064487,0.21936947107315063,0.0,0.2742918458851901,0.20437214049425992,0.26695424860174005,0.19526770440014926,0.26647657697851007,0.20226162672042847
ATP1B3,0.0,0.0,0.612570968541232,0.5489242293617942,0.5792049873958934,0.8093031211332842,0.5454545454545454,0.5549598986452277,0.0,0.0,0.0,0.0
U2SURP,0.0,0.0,0.0,0.0,0.0,0.0,0.7652045596729625,0.7272727272727273,0.0,0.0,0.7409138191830028,0.7501878630031239
PLOD2,0.3440095782279968,0.0,0.4058635018088601,0.2786522453481501,0.3269428177313371,0.5821222066879272,0.48064967718991364,0.28657305240631104,0.0,0.0,0.2727272727272727,0.2857061136852611
PLSCR1,0.0,0.0,0.8367510492151434,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.8460014354098927,0.0,0.0
GYG1,0.0,0.0,0.5608001405542548,0.5854484167965975,0.5454545454545454,0.0,0.5500385436144742,0.5937635681845925,0.0,0.7199824777516451,0.0,0.0
TM4SF1,0.0,0.0,0.9559940533204512,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM4SF4,0.7071529626846313,0.7917352427135814,0.6644947691397234,0.744671409780329,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF13,0.0,0.0,0.0,0.0,0.0,0.8019178455526178,0.7424705299464139,0.7272727272727273,0.0,0.0,0.7702604207125577,0.0
PFN2,0.0,0.0,0.2861557061021978,0.32887755740772595,0.2727272727272727,0.0,0.38155640255321155,0.4526456648653204,0.4614829962903803,0.6079176014119928,0.3114026893268932,0.3015081828290766
SERP1,0.013254962184212425,0.0,0.05327274582602761,0.02528250217437744,0.10222429037094116,0.022954090075059372,0.1669170152057301,0.09051197225397284,0.12230323119597002,0.12297641689127142,0.47073038057847455,0.01580501144582575
EIF2A,0.0,0.0,0.0,0.0,0.0,0.0,0.7349354733120311,0.7272727272727273,0.0,0.8063413880088113,0.7853361964225769,0.0
SELENOT,0.0,0.1804233410141685,0.06735856424678456,0.08418904109434648,0.10191233591599898,0.20259791612625122,0.051545462825081566,0.04295492714101618,0.0679648681120439,0.007423059506849809,0.026928397742184727,0.0567865100773898
DHX36,0.36363636363636365,0.0,0.3717980113896457,0.38019921021027997,0.3680644631385803,0.0,0.4614136923443187,0.37964036247947,0.0,0.0,0.4127072041684931,0.3890083703127774
SLC33A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SSR3,0.0,0.07360093701969493,0.03505164926702326,0.007535983215678822,0.05980778282338923,0.31294712695208465,0.05259202827106823,0.08068798346952959,0.12746085903861307,0.016802332618019798,0.2640143199400468,0.02034295147115534
CCNL1,0.5870334506034851,0.0,0.0,0.0,0.6372130242261019,0.0,0.5454545454545454,0.558616275137121,0.0,0.6261531006206166,0.5948897437615828,0.0
MLF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SPTSSB,0.0,0.0,0.938140945001082,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD10,0.0,0.0,0.514529054815119,0.47237803719260474,0.5263233835046942,0.0,0.5158077424222772,0.45454545454545453,0.0,0.0,0.6375667994672601,0.4865003390745683
SEC62,0.0,0.0665265375917608,0.018171716820109974,0.012511719356883656,0.08555129441347989,0.25846183841878717,0.10484228892759843,0.058992087841033936,0.003937742926857688,0.2131607640873302,0.27074296366084705,0.04338024421171709
RPL22L1,0.0,0.0,0.46210319887508045,0.4139145721088756,0.38962952115318994,0.0,0.36363636363636365,0.3802769563414834,0.0,0.45159538225694135,0.3795630931854248,0.37009182843295013
FNDC3B,0.7910464189269326,0.0,0.7272727272727273,0.0,0.0,0.0,0.7582269798625599,0.0,0.0,0.0,0.7777601209553805,0.0
KCNMB2,0.0,0.0,0.0,0.9376280958002264,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0
MRPL47,0.3857164816422896,0.0,0.4463117556138472,0.4389956376769326,0.5263851501724937,0.0,0.4004805196415294,0.37173120000145654,0.0,0.0,0.36363636363636365,0.4086859768087214
NDUFB5,0.12239632281390103,0.0,0.14291283217343417,0.21025507558475842,0.2289278290488503,0.3232757882638411,0.15477069399573587,0.18536102771759033,0.29922889037565753,0.09090909090909091,0.14071202819997614,0.19925601374019275
FXR1,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.8230228803374551,0.0,0.0,0.8398677923462607,0.0
DNAJC19,0.0,0.0,0.2344874848018993,0.26724608919837256,0.18181818181818182,0.18191460587761618,0.3214196725325151,0.3852703733877702,0.4003127596595071,0.2587372064590454,0.2311904322017323,0.29037283767353406
PARL,0.0,0.0,0.40484994649887085,0.38790941780263727,0.4293430339206349,0.0,0.36363636363636365,0.37030804699117487,0.0,0.39439854296770965,0.38094972480427136,0.36707540533759375
AP2M1,0.13161210038445212,0.0,0.31111126054417004,0.2154638333754106,0.17145644534717908,0.10616467757658525,0.09742367267608643,0.1228783130645752,0.20469802618026733,0.17866782708601517,0.09090909090909091,0.23937443711540915
