cluster,count
beta_mature,6999
alpha_mature,5755
alpha_stress II,3715
delta,2889
alpha_immature,1961
beta_immature,1711
beta_stress I,1331
beta_stress II,1259
beta_MHC/autoantigen,349
beta_mtDNA deficient,274
PP,121
alpha_MHC II,110
