cluster_name,skos,manual_mapped_cid,cell_ontology_id
Activated_CD4,,,CL:0000492
Activated_CD8,,,CL:0000906
Arterial,,,CL:1000413
Arterial capillary,,,CL:0002144
Basal,,,CL:0002252
Bmem,,,CL:0000787
Chief,,,CL:0000155
Contamination,,,unknown
Enterocytes,,,CL:0000584
Enterocytes_Intermediate,,,CL:0000584
Enteroendocrine_CHGA,,,CL:0000164
Enteroendocrine_GAST,,,CL:0000508
Enteroendocrine_GHRL,,,CL:0002268
Erythrocyte,,,CL:0000232
Foveolar_Differentiated,,,CL:0002179
Foveolar_Intermediate,,,CL:0002179
Goblet,,,CL:0019031
IgA1_IGKappa,,,CL:0000987
IgA1_IGLambda,,,CL:0000987
IgA2High_IGKappa,,,CL:0000987
IgG_IGM_IGKappa,,,CL:0000985
IgG_IGM_IGLambda,,,CL:0000985
Intermediate,,,CL:0002252
Intestinal_Undifferentiated,,,CL:0000034
Macrophages,,,CL:0000235
Macrophages_Activated,,,CL:0000235
Mast_Cells,,,CL:0000097
Mast_Cells_Activated,,,CL:0000097
Monocytes,,,CL:0000576
NK-cells_Gastric,,,CL:0000623
NK-cells_Intestine,,,CL:0000623
Naïve,,,unknown
Naïve_FCMR,,,unknown
Neck-Cells,,,CL:0002181
Parietal,,,CL:0000162
S1,,,CL:0000057
S2,,,CL:0000057
S3,,,CL:0000057
SMG,,,CL:0002657
Superficial,,,CL:0002252
Suprabasal,,,CL:0002252
Th1_Th17_TReg,,,CL:0000903
Tmem,,,CL:0000813
Venous,,,CL:0002543
cDC1,,,CL:0000451
gdT,,,CL:0000798
pDC,,,CL:0000451
