clusterName,gene
NK-cells_Gastric,KLRF1
NK-cells_Gastric,FCGR3A
NK-cells_Intestine,CD160
NK-cells_Intestine,TNFRSF18
Monocytes,FCN1
pDC,IFNGR1
Macrophages_Activated,CCL3
Macrophages_Activated,CD83
Macrophages,C1QC
Macrophages,C1QB
Macrophages,AIF1
cDC1,LST1
cDC1,HLA-DPB1
Enteroendocrine_GAST,GAST
Enteroendocrine_CHGA,CHGA
Enteroendocrine_GHRL,ACSL1
Enteroendocrine_GHRL,LY6H
Foveolar_Intermediate,TFF1
Foveolar_Intermediate,CA9
Foveolar_Differentiated,SLC5A5
Foveolar_Differentiated,GKN1
Enterocytes,ALDOB
Enterocytes,RBP2
Goblet,MUC2
Parietal,ATP4B
Chief,PGA4
Chief,PGA5
Chief,PGA3
Neck-Cells,MUC6
Neck-Cells,FUT9
SMG,BPIFB2
SMG,PRR4
Intestinal_Undifferentiated,CDCA7
Intestinal_Undifferentiated,OLFM4
Enterocytes_Intermediate,CDH17
Enterocytes_Intermediate,FABP1
Enterocytes_Intermediate,CHP2
Enterocytes_Intermediate,ETHE1
Mast_Cells,TPSB2
Mast_Cells_Activated,RHEX
Mast_Cells_Activated,MS4A2
Mast_Cells_Activated,KIT
Mast_Cells_Activated,LTC4S
Naïve_FCMR,ENSG00000211899
Naïve_FCMR,KLF2
Bmem,TNFRSF13B
Bmem,CD79B
Bmem,MS4A1
Bmem,VPREB3
Naïve,MS4A1
Naïve,VPREB3
Naïve,LTB
Activated_CD4,IL7R
Activated_CD4,FYB1
Activated_CD4,LTB
Th1_Th17_TReg,IL7R
Th1_Th17_TReg,KLRB1
gdT,CD3D
gdT,GZMA
gdT,CCL5
Tmem,CCL4
Tmem,CD3D
Activated_CD8,CD3D
Activated_CD8,CD2
Activated_CD8,CCL5
IgA1_IGLambda,ENSG00000211677
IgA1_IGLambda,ENSG00000211895
IgG_IGM_IGLambda,ENSG00000211677
IgG_IGM_IGLambda,ENSG00000211896
IgG_IGM_IGLambda,ENSG00000211679
Erythrocyte,HBB
Superficial,TMPRSS11B
Superficial,CNFN
Intermediate,SERPINB3
Intermediate,LY6D
Intermediate,SPRR3
Suprabasal,KRT5
Suprabasal,DAPL1
Suprabasal,LY6D
Basal,CXCL14
Basal,KRT15
Venous,ACKR1
Venous,RAMP3
Contamination,TMEM88
Contamination,GNG11
Arterial capillary,INSR
Arterial capillary,F8
Arterial capillary,FLT1
Arterial,APOLD1
Arterial,TCIM
Arterial,CLEC14A
S3,MYH11
S2,PDK4
S2,C1S
S2,RARRES2
S1,FBLN1
IgG_IGM_IGKappa,ENSG00000211896
IgG_IGM_IGKappa,ENSG00000211592
IgA2High_IGKappa,ENSG00000211890
IgA1_IGKappa,ENSG00000211895
IgA1_IGKappa,ENSG00000211592
