clusterName,gene
NK-cells_Gastric,ENSG00000150045
NK-cells_Gastric,ENSG00000203747
NK-cells_Intestine,ENSG00000117281
NK-cells_Intestine,ENSG00000186891
Monocytes,ENSG00000085265
pDC,ENSG00000027697
Macrophages_Activated,ENSG00000277632
Macrophages_Activated,ENSG00000112149
Macrophages,ENSG00000159189
Macrophages,ENSG00000173369
Macrophages,ENSG00000204472
cDC1,ENSG00000204482
cDC1,ENSG00000223865
Enteroendocrine_GAST,ENSG00000184502
Enteroendocrine_CHGA,ENSG00000100604
Enteroendocrine_GHRL,ENSG00000151726
Enteroendocrine_GHRL,ENSG00000176956
Foveolar_Intermediate,ENSG00000160182
Foveolar_Intermediate,ENSG00000107159
Foveolar_Differentiated,ENSG00000105641
Foveolar_Differentiated,ENSG00000169605
Enterocytes,ENSG00000136872
Enterocytes,ENSG00000114113
Goblet,ENSG00000198788
Parietal,ENSG00000186009
Chief,ENSG00000229183
Chief,ENSG00000256713
Chief,ENSG00000229859
Neck-Cells,ENSG00000184956
Neck-Cells,ENSG00000172461
SMG,ENSG00000078898
SMG,ENSG00000111215
Intestinal_Undifferentiated,ENSG00000144354
Intestinal_Undifferentiated,ENSG00000102837
Enterocytes_Intermediate,ENSG00000079112
Enterocytes_Intermediate,ENSG00000163586
Enterocytes_Intermediate,ENSG00000166869
Enterocytes_Intermediate,ENSG00000105755
Mast_Cells,ENSG00000197253
Mast_Cells_Activated,ENSG00000263961
Mast_Cells_Activated,ENSG00000149534
Mast_Cells_Activated,ENSG00000157404
Mast_Cells_Activated,ENSG00000213316
Naïve_FCMR,ENSG00000211899
Naïve_FCMR,ENSG00000127528
Bmem,ENSG00000240505
Bmem,ENSG00000007312
Bmem,ENSG00000156738
Bmem,ENSG00000128218
Naïve,ENSG00000156738
Naïve,ENSG00000128218
Naïve,ENSG00000227507
Activated_CD4,ENSG00000168685
Activated_CD4,ENSG00000082074
Activated_CD4,ENSG00000227507
Th1_Th17_TReg,ENSG00000168685
Th1_Th17_TReg,ENSG00000111796
gdT,ENSG00000167286
gdT,ENSG00000145649
gdT,ENSG00000271503
Tmem,ENSG00000275302
Tmem,ENSG00000167286
Activated_CD8,ENSG00000167286
Activated_CD8,ENSG00000116824
Activated_CD8,ENSG00000271503
IgA1_IGLambda,ENSG00000211677
IgA1_IGLambda,ENSG00000211895
IgG_IGM_IGLambda,ENSG00000211677
IgG_IGM_IGLambda,ENSG00000211896
IgG_IGM_IGLambda,ENSG00000211679
Erythrocyte,ENSG00000244734
Superficial,ENSG00000185873
Superficial,ENSG00000105427
Intermediate,ENSG00000057149
Intermediate,ENSG00000167656
Intermediate,ENSG00000163209
Suprabasal,ENSG00000186081
Suprabasal,ENSG00000163331
Suprabasal,ENSG00000167656
Basal,ENSG00000145824
Basal,ENSG00000171346
Venous,ENSG00000213088
Venous,ENSG00000122679
Contamination,ENSG00000167874
Contamination,ENSG00000127920
Arterial capillary,ENSG00000171105
Arterial capillary,ENSG00000185010
Arterial capillary,ENSG00000102755
Arterial,ENSG00000178878
Arterial,ENSG00000176907
Arterial,ENSG00000176435
S3,ENSG00000133392
S2,ENSG00000004799
S2,ENSG00000182326
S2,ENSG00000106538
S1,ENSG00000077942
IgG_IGM_IGKappa,ENSG00000211896
IgG_IGM_IGKappa,ENSG00000211592
IgA2High_IGKappa,ENSG00000211890
IgA1_IGKappa,ENSG00000211895
IgA1_IGKappa,ENSG00000211592
