,CD3+ T-cells,CDC1,Cholangiocytes,Cycling Myeloid,Cycling Plasma,Doublet,Erythrocytes,HSC,Hepatocytes,KC Like,LSEC,Macrophage (MHCII high),Mature B-cells,Mono-Mac,Myeloid Erythrocytes (phagocytosis),NK-like cells,Neutrophil,Plasma cells,Platelets,gd T-cells
BTF3L4,0.0,0.468575830444363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECHDC2,0.0,0.0,0.8153147912299424,0.0,0.0,0.0,0.0,0.0,1.8571901495693743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCP2,0.0,0.47921504421597627,1.1005708310506266,0.0,0.0,0.0,0.0,0.0,1.9734701597482234,0.8264358280200896,0.0,0.7163913327676912,0.0,0.0,0.8105559450893141,0.0,0.0,0.0,0.0,0.0
MAGOH,0.0,0.48665662037286894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFT25,0.0,0.38754017571617067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM59,0.0,0.6998750106006011,1.6424196409738712,0.0,0.8918614484451086,0.8587084073433524,0.7695511073867721,0.8427767925792042,0.0,0.7180629922823734,0.0,0.8583873710198114,0.0,0.0,0.8575786390502982,0.0,0.0,1.3019745437731498,0.0,0.0
DHCR24,0.0,0.0,0.8055685650901354,0.0,0.0,0.0,0.0,0.0,1.3158852350999308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP3,0.0,0.0,0.0,0.0,0.0,1.96888821334674,0.0,0.0,0.0,0.0,2.395532687465881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACSTD2,0.0,0.5420695625937195,1.582485237566246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN,1.203246297682357,0.4783656697717653,1.7846091039669707,0.0,0.6115061297109742,1.4418638885780735,0.0,2.3416001978248424,0.0,0.0,0.0,0.49866404986642393,0.0,0.0,0.056703150490924635,0.0,0.0,1.1595969549210896,0.0,0.0
FGGY,0.0,0.0,1.5496323472668576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAK1,1.2827567961825712,0.822030287727987,0.0,0.0,0.0,1.431977373249162,0.0,0.0,0.0,0.8625875958919734,1.0665950796856016,0.8880468224321784,0.8246927123512771,0.5920476554807983,1.0397225023079908,1.8215664179043498,0.0,0.0,0.785134687947986,1.870778352617121
LEPROT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097596650658404,0.0,0.0,0.0,0.8765908972887905,0.0
PDE4B,0.0,0.8956701714013966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548277121132456,0.0,0.0,0.0,0.0,0.0
SERBP1,1.2702509161816895,1.365090734838047,1.1895947633339579,1.5688200413641094,1.6156011397344734,1.1961010719942087,0.5782851184597255,0.0,0.0,0.9535345808498424,0.0,0.983938240066847,1.0458756716650295,0.9431602046145536,1.2285211621182648,1.6807799192243977,0.0,0.602051348649066,0.0,1.3976804987687987
SRSF11,0.0,1.0786783762023435,0.441524550360201,0.0,0.6000406666197929,0.8227259933387765,0.0,0.9035192254716007,0.0,0.0,0.0,0.5733178778416438,0.0,0.0,0.6593359932617584,1.029041777269292,0.0,0.0,0.0,0.0
ZRANB2,0.0,0.37926385945000746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27125088091727373,0.0,0.0,0.0,0.0,0.0
IFI44L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1928824872170709,0.0,0.0,0.0,0.0,0.0
ADGRL4,0.0,0.0,0.0,0.0,0.0,0.8042301684361625,0.0,0.0,0.0,0.0,1.2825239507142996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKACB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46524721121602974,0.0,0.0,0.0,0.0,0.0
