cluster,count
LSEC,16198
Hepatocytes,8836
CD3+ T-cells,8238
Mono-Mac,6587
KC Like,5837
NK-like cells,4141
Macrophage (MHCII high),3976
gd T-cells,3287
HSC,2482
Mature B-cells,2248
Neutrophil,1524
Cholangiocytes,1427
Plasma cells,922
Erythrocytes,865
Cycling Myeloid,849
Doublet,603
Cycling Plasma,590
Platelets,305
Myeloid Erythrocytes (phagocytosis),79
CDC1,38
