,CD3+ T-cells,CDC1,Cholangiocytes,Cycling Myeloid,Cycling Plasma,Doublet,Erythrocytes,HSC,Hepatocytes,KC Like,LSEC,Macrophage (MHCII high),Mature B-cells,Mono-Mac,Myeloid Erythrocytes (phagocytosis),NK-like cells,Neutrophil,Plasma cells,Platelets,gd T-cells
IFI6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
STX12,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9488140904907337,0.0,0.0,0.0,0.0,0.0
THEMIS2,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9169247437670819,0.0,0.0,0.9109797806882945,0.0,0.0,0.0,0.0,0.0
DNAJC8,0.0,0.8978731615107222,0.0,0.0,0.8421052631578947,0.845971563358033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8766534594239952,0.0,0.0,0.0,0.0,0.0
ATP5IF1,0.48343784357248837,0.41687647113474663,0.6709133203160307,0.49576035484731446,0.601003085622683,0.4520090845558986,0.3807805919297928,0.0,0.0,0.3684210526315789,0.0,0.41878683096368347,0.0,0.0,0.42306755565147414,0.5442105130489028,0.0,0.4134960285700474,0.0,0.49506567355259495
YTHDF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EPB41,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.9603878846329328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9109422847365062,0.0,0.0,0.0,0.0,0.0
SRSF4,0.0,0.9473684210526315,0.0,0.0,0.0,0.9525554583086892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM5,0.5223216802791826,0.522228830710013,0.0,0.47368421052631576,0.4989892773239459,0.5374950556529184,0.0,0.0,0.0,0.6505010338428835,0.0,0.6767325013165816,0.6279502549737269,0.6549837491842316,0.6360583422736853,0.0,0.6316563825267106,0.0,0.0,0.0
SDC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PUM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TINAGL1,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.9722375776415495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A2,0.6373968658437418,0.7558876104869918,0.0,0.0,0.5562353909708349,0.6048067772573601,0.0,0.0,0.0,0.0,0.0,0.5798384018733295,0.0,0.6881340166087269,0.5737260266738846,0.5858954004591024,0.0,0.5263157894736842,0.5639169941282282,0.0
KHDRBS1,0.0,0.9429128735212678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9007740986854039,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
EIF3I,0.0,0.9282629767022015,0.0,0.0,0.9374195982005683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
LCK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCKSL1,0.0,0.8947368421052632,0.0,0.0,0.0,0.8953753063821249,0.0,0.0,0.0,0.0,0.9240719771589996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBBP4,0.0,0.9528195243400547,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFPQ,0.0,0.7009758079096892,0.0,0.6170097834355218,0.6114786900424081,0.6829781754881045,0.0,0.6835016131529199,0.0,0.0,0.0,0.5789473684210527,0.0,0.607093332638071,0.5797834101598971,0.6686438388335951,0.0,0.0,0.0,0.0
PSMB2,0.0,0.9099105938531048,0.0,0.0,0.9587726973490011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
MAP7D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
THRAP3,0.0,0.9228569249682399,0.0,0.0,0.8563113909757364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625150219847317,0.8421052631578947,0.0,0.0,0.0,0.0
LSM10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS15,0.0,0.9183664712466908,0.0,0.0,0.94679494977775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
CSF3R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.9871397436931516,0.0,0.0,0.0
MEAF6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AKIRIN1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,0.353768691291541,0.3768642939947994,0.5277206350126707,0.33014451344317575,0.5295455303420306,0.33288539675021545,0.0,0.48122453472538523,0.0,0.3306034486641299,0.0,0.3723042435636027,0.0,0.3965364028129032,0.3313660040330636,0.32988864466033574,0.0,0.3157894736842105,0.45064476391839475,0.0
MACF1,0.0,0.0,0.0,0.0,0.0,0.8618691734157458,0.0,0.0,0.0,0.0,0.8673942900811547,0.0,0.0,0.0,0.8207609140014229,0.8408002228948375,0.0,0.0,0.7894736842105263,0.0
PABPC4,0.0,0.7957851516313018,0.0,0.0,0.8068732877332302,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.8208985753193966,0.0,0.0,0.7727448068937331,0.0,0.0,0.7525085744220349,0.0,0.0
CAP1,0.42105263157894735,0.5358908742212755,0.0,0.4356582667135162,0.0,0.4425274253889749,0.0,0.0,0.0,0.47164143958905025,0.0,0.44163503770093865,0.0,0.5232940342057185,0.4993019752051757,0.43178659878555226,0.6951811765586197,0.0,0.4786684058330597,0.42391306449060745
PPT1,0.0,0.8680813896667561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016970445696292,0.0,0.8206570661696082,0.0,0.7894736842105263,0.8316596301464566,0.0,0.0,0.0,0.0,0.0
SMAP2,0.0,0.631578947368421,0.0,0.0,0.0,0.6943155461137035,0.0,0.0,0.0,0.6834033879116417,0.0,0.7822080487522258,0.7811502462220529,0.7728544753688369,0.7528479635401544,0.0,0.0,0.6456097067704076,0.0,0.0
CITED4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YBX1,0.1427582067332734,0.29195972923418745,0.11575832600368978,0.2280206930060155,0.288373651489142,0.15739624947249056,0.16509435546636708,0.1491314352234148,0.0,0.35713946026739307,0.12059192801931828,0.31712422015190395,0.13449862624124112,0.20674195648153232,0.34123935281775514,0.16173993690738983,0.0,0.10526315789473684,0.15161181019134415,0.1394730474533087
SLC2A1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBNA1BP2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0B,0.0,0.6330828299813206,0.5959914732480155,0.5789473684210527,0.6566534156908271,0.0,0.0,0.0,0.0,0.6766420200105746,0.0,0.6998427599429582,0.0,0.6807770667312077,0.6445374955880633,0.0,0.0,0.5902356943939299,0.0,0.0
RPS8,0.2096122495354752,0.306701294116391,0.13843665850009368,0.16734923269991167,0.20399939671372117,0.14766198043048448,0.05263157894736842,0.11991634238545426,0.05475713113084626,0.12191457907325716,0.11229764409015008,0.1852160162892416,0.3014666670179974,0.18795193361315823,0.10870166441977121,0.1676572388105673,0.0,0.12098043914047633,0.10366840226588253,0.1358881595959285
PLK3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UROD,0.0,0.0,0.0,0.0,0.0,0.0,0.9805149770060718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
PRDX1,0.0,0.4426233062155517,0.5046505859803915,0.0,0.546894450201281,0.39807820663963095,0.3684210526315789,0.45648128409416194,0.0,0.6438811414500181,0.5003797116839216,0.4802543740625181,0.0,0.3834584334559041,0.6356488818809086,0.0,0.0,0.3986533719295137,0.3725192861377255,0.0
AKR1A1,0.0,0.7084453871256351,0.6842105263157895,0.0,0.7181498754187172,0.0,0.0,0.0,0.0,0.7531257522743622,0.0,0.7525128504064921,0.0,0.0,0.8123863251200186,0.0,0.0,0.6949929840706112,0.0,0.0
NASP,0.0,0.86958003872114,0.0,0.8830909517417748,0.9169277879117708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0
UQCRH,0.2631578947368421,0.4764830462159809,0.3500788566715508,0.33971747481739784,0.6181950167766063,0.2804586638397765,0.0,0.26544990971294763,0.0,0.2739839578193362,0.0,0.3294752302017773,0.2944635936306626,0.3873080439648907,0.3085987754867717,0.28469749576085607,0.0,0.29364049012762455,0.42894035354876014,0.0
MKNK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EFCAB14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PDZK1IP1,0.0,0.0,0.9513581475893252,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAL1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPK1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NRDC,0.0,0.9673783017605263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
TXNDC12,0.0,0.965682661913424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
BTF3L4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECHDC2,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.976894501184208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCP2,0.0,0.7368421052631579,0.8119077047073923,0.0,0.0,0.0,0.0,0.0,0.8951041176265795,0.7669743624843368,0.0,0.754266886921427,0.0,0.0,0.7644713233892348,0.0,0.0,0.0,0.0,0.0
MAGOH,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFT25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM59,0.0,0.5263157894736842,0.7500870660924328,0.0,0.5639714979192533,0.551201299145072,0.534602521469132,0.5476013946721332,0.0,0.5276489067684981,0.0,0.5510925012500153,0.0,0.0,0.5508676979785578,0.0,0.0,0.6847389120269081,0.0,0.0
DHCR24,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.9677796023542738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP3,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.9567421075147496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACSTD2,0.0,0.9473684210526315,0.9819714103478816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN,0.7194180417039202,0.6253402548153967,0.7866389537746291,0.0,0.6478699911317666,0.7484319799278334,0.0,0.837390658798451,0.0,0.0,0.0,0.6277365999048629,0.0,0.0,0.5789473684210527,0.0,0.0,0.7147998710895995,0.0,0.0
FGGY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAK1,0.5597833237264368,0.4381398641882172,0.0,0.0,0.0,0.5946874767086617,0.0,0.0,0.0,0.4470725696113444,0.50256648840197,0.45387102754004305,0.4385944448590523,0.42105263157894735,0.49515110996931694,0.6701174093339741,0.0,0.0,0.43399623927964687,0.6787951666385877
LEPROT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.9693934124355185,0.0
