clusterName,gene
Doublet,OIT3
Doublet,FCN2
Doublet,DNASE1L3
Doublet,KLRB1
Doublet,GZMA
LSEC,PTPRB
Platelets,PPBP
Platelets,PF4
HSC,MYL9
HSC,TAGLN
Cholangiocytes,KRT7
Cholangiocytes,DEFB1
Hepatocytes,ACSM2B
Hepatocytes,TF
Neutrophil,VNN2
Neutrophil,NIBAN1
gd T-cells,GNLY
gd T-cells,GZMB
NK-like cells,XCL1
NK-like cells,IL2RB
CD3+ T-cells,CD3D
Mature B-cells,MS4A1
Mature B-cells,CD79A
Plasma cells,SPAG4
Plasma cells,DERL3
Cycling Plasma,RRM2
Cycling Plasma,MYBL2
Cycling Myeloid,TOP2A
Cycling Myeloid,MKI67
Erythrocytes,RHAG
Erythrocytes,GYPB
Myeloid Erythrocytes (phagocytosis),CD5L
Myeloid Erythrocytes (phagocytosis),HBB
Myeloid Erythrocytes (phagocytosis),HBD
KC Like,CD5L
KC Like,MARCO
CDC1,CLEC9A
CDC1,IDO1
Macrophage (MHCII high),RNASE1
Macrophage (MHCII high),C1QC
Macrophage (MHCII high),C1QA
Macrophage (MHCII high),C1QB
Mono-Mac,VCAN
Mono-Mac,S100A8
