clusterName,gene
Alveolar macrophages,ENSG00000132170
Alveolar macrophages,ENSG00000122641
Monocyte-derived macrophages,ENSG00000124491
Transitioning MDM,ENSG00000069849
Transitioning MDM,ENSG00000198223
Dendritic cells,ENSG00000198223
Dendritic cells,ENSG00000048052
Monocytes,ENSG00000170873
Monocytes,ENSG00000204634
Plasma cells,ENSG00000211592
Cycling NK/T cells,ENSG00000109685
Cycling NK/T cells,ENSG00000082898
Cycling NK/T cells,ENSG00000171044
Cycling NK/T cells,ENSG00000249859
B cells,ENSG00000112182
B cells,ENSG00000153064
Activated B cells,ENSG00000153064
Activated B cells,ENSG00000255733
Tregs,ENSG00000227240
Tregs,ENSG00000030419
AT2,ENSG00000273540
Airway club,ENSG00000285801
Airway club,ENSG00000236039
Airway club,ENSG00000168878
ECM-high epithelial,ENSG00000151150
ECM-high epithelial,ENSG00000134871
ECM-high epithelial,ENSG00000150672
ECM-high epithelial,ENSG00000163694
ECM-high epithelial,ENSG00000134884
AT1,ENSG00000257894
AT1,ENSG00000182010
Neuronal cells,ENSG00000189056
Arterial endothelial cells,ENSG00000155011
Pulmonary venous endothelial cells,ENSG00000204442
Pulmonary venous endothelial cells,ENSG00000048052
Systemic venous endothelial cells,ENSG00000162618
Systemic venous endothelial cells,ENSG00000151789
Endothelial cells (other),ENSG00000165810
Endothelial cells (other),ENSG00000110328
Endothelial cells (other),ENSG00000110799
Endothelial cells (other),ENSG00000117114
Inflamed endothelial cells,ENSG00000204301
Inflamed endothelial cells,ENSG00000069122
Endothelial cells (general),ENSG00000163072
Endothelial cells (general),ENSG00000165810
Capillary endothelial cells,ENSG00000164120
Capillary endothelial cells,ENSG00000268388
Vascular smooth muscle,ENSG00000094963
Vascular smooth muscle,ENSG00000183287
Vascular smooth muscle,ENSG00000152527
Vascular smooth muscle,ENSG00000136546
Vascular smooth muscle,ENSG00000247809
Vascular smooth muscle,ENSG00000184347
Mesothelial FB,ENSG00000162692
Mesothelial FB,ENSG00000041515
Mesothelial FB,ENSG00000123243
Pericytes,ENSG00000185736
Airway smooth muscle,ENSG00000133392
Airway smooth muscle,ENSG00000249669
Alveolar FB,ENSG00000135298
Alveolar FB,ENSG00000133026
Other FB,ENSG00000102466
Intermediate pathological FB,ENSG00000163359
Intermediate pathological FB,ENSG00000140937
Intermediate pathological FB,ENSG00000164692
Adventitial FB,ENSG00000091986
Adventitial FB,ENSG00000153823
Pathological FB,ENSG00000139329
CD4+ T cells,ENSG00000172673
CD8+ T cells,ENSG00000136250
CD8+ T cells,ENSG00000158985
NK cells,ENSG00000134539
NK cells,ENSG00000198821
Mast cells,ENSG00000157404
Mast cells,ENSG00000185052
Cycling epithelial,ENSG00000142541
Cycling epithelial,ENSG00000187514
Tuft-like,ENSG00000158710
Tuft-like,ENSG00000184292
Tuft-like,ENSG00000106541
Airway goblet,ENSG00000214814
Airway goblet,ENSG00000171889
Airway mucous,ENSG00000127928
Airway ciliated,ENSG00000174844
Airway ciliated,ENSG00000197826
Airway basal,ENSG00000230937
Airway basal,ENSG00000128422
