reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
unk,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Liver,259678,259678,Curated_annotation,X_umap,Xu,Cell,2023,10.1016/j.cell.2023.11.026,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/1d89d081-f43d-401a-be76-bd6ef9259f4e.cxg/,caudate lobe of liver | liver,normal,854c0855-23ad-4362-8b77-6b1639e7a9fc,bf868bea-52be-443c-bbce-bb35249085b9,1d89d081-f43d-401a-be76-bd6ef9259f4e,6e7d3489-8aa7-4e6a-befe-ec5ad5a72286,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/6e7d3489-8aa7-4e6a-befe-ec5ad5a72286.h5ad,UBERON:0001117 | UBERON:0002107,EFO:0009899 | EFO:0009922 | EFO:0010010,CL:0000057 | CL:0000235 | CL:0000236 | CL:0000623 | CL:0000624 | CL:0000632 | CL:0000738 | CL:0000775 | CL:0000784 | CL:0000786 | CL:0000860 | CL:0000863 | CL:0000875 | CL:0000913 | CL:0000938 | CL:0000939 | CL:0000940 | CL:0000990 | CL:0001056 | CL:0001062 | CL:0019021 | CL:0019022 | CL:0019026 | CL:0019028 | CL:0019029 | CL:1000488,PATO:0000461,HsapDv:0000115 | HsapDv:0000120 | HsapDv:0000122 | HsapDv:0000128 | HsapDv:0000135 | HsapDv:0000138 | HsapDv:0000139 | HsapDv:0000140 | HsapDv:0000143 | HsapDv:0000146 | HsapDv:0000147 | HsapDv:0000149 | HsapDv:0000152 | HsapDv:0000158 | HsapDv:0000159 | HsapDv:0000160 | HsapDv:0000161 | HsapDv:0000162 | HsapDv:0000163 | HsapDv:0000164 | HsapDv:0000166 | HsapDv:0000167 | HsapDv:0000169 | HsapDv:0000171 | HsapDv:0000226 | HsapDv:0000258 | HsapDv:0000266,PATO:0000383 | PATO:0000384,FALSE,36,"""UBERON:0002107: 186",383; UBERON:0001117: 73,"295""","""EFO:0009922: 140",524; EFO:0009899: 108,802; EFO:0010010: 10,liver,liver_Xu_2023,Curated_annotation,29,259678,0.23779708,0.2524704206896552,0.3258289850942509,6,8,15,0.7018989521326314,0.6543847750953394
