,Adventitial Fibroblast,Airway Smooth Muscle,Alveolar Epithelial Type 1,Alveolar Epithelial Type 2,Alveolar Fibroblast,Artery,B,Basal,Basophil/Mast 1,Bronchial Vessel 1,CD4+ Memory/Effector T,CD4+ Naive T,CD8+ Naive T,Capillary,Capillary Aerocyte,Capillary Intermediate 1,Ciliated,Classical Monocyte,Club,Dendritic,Differentiating Basal,Fibromyocyte,Goblet,IGSF21+ Dendritic,Intermediate Monocyte,Lipofibroblast,Lymphatic,Macrophage,Myeloid Dendritic Type 2,Myofibroblast,Natural Killer,Natural Killer T,Neuroendocrine,Neutrophil,Nonclassical Monocyte,Pericyte,Plasmacytoid Dendritic,Proliferating NK/T,Signaling Alveolar Epithelial Type 2,Vascular Smooth Muscle,Vein
ENSG00000106263,0.0,0.0,0.0,0.7190683141350747,0.0,0.0,0.0,0.729742081463337,0.0,0.7437877207994461,0.7096889063715934,0.0,0.0,0.0,0.0,0.0,0.0,0.7688473343849183,0.7309068948030472,0.8354982361197472,0.7427861601114273,0.0,0.764171077311039,0.0,0.0,0.8298825666308403,0.7789567068219185,0.0,0.8139605894684792,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129667,0.0,0.0,0.0,0.0,0.0,0.0,0.9689507707953453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9634598702192306,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9638140290975571,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9510041683912277,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171863,0.04479555785655975,0.11412380337715149,0.03160326331853867,0.046819813549518585,0.029264332354068757,0.08210446685552597,0.12155113369226456,0.11638420969247817,0.1013738751411438,0.13437119722366334,0.13330820202827454,0.15925483107566835,0.12864593863487245,0.03456250578165054,0.033004377782344815,0.043792374432086945,0.04993831664323807,0.10834342390298843,0.10694613605737686,0.1301049917936325,0.10322991460561752,0.0634741172194481,0.06409160196781158,0.039567647874355315,0.028104083240032197,0.07796281278133392,0.10351043939590454,0.047494107484817506,0.025,0.09689309149980545,0.0983924388885498,0.13714656680822374,0.10175678580999374,0.0,0.05749040096998215,0.0756409153342247,0.16283166408538818,0.10727544724941254,0.08956312090158462,0.10469005405902862,0.06350651234388352
ENSG00000168994,0.878961706161499,0.0,0.8641415148973465,0.0,0.0,0.8898939743638039,0.0,0.85,0.0,0.8809839606285095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8992639377713203,0.8999293982982636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147684,0.25445149689912794,0.37127180099487306,0.24854933619499206,0.2520223051309586,0.0,0.24401781260967254,0.0,0.27210488766431806,0.19239382892847062,0.3098728880286217,0.2193338006734848,0.29006423205137255,0.20944803655147554,0.19041088223457336,0.22451016753911973,0.2859677031636238,0.28425537794828415,0.0,0.31333964616060256,0.23854247331619263,0.29138449132442473,0.34614980667829515,0.24670990854501723,0.18163669109344482,0.22657188028097153,0.2513669103384018,0.2912037208676338,0.21341583728790284,0.2645242303609848,0.21572262793779373,0.0,0.0,0.3985436409711838,0.0,0.19063439667224885,0.0,0.22314990311861038,0.31371376663446426,0.2973888576030731,0.3508317470550537,0.175
ENSG00000133639,0.10962620973587037,0.20468477308750152,0.08604065775871277,0.14726750403642655,0.1141709953546524,0.21927126497030258,0.32494722306728363,0.14118947386741637,0.23678551316261293,0.20339206606149673,0.39198255985975267,0.37881280332803724,0.3920879289507866,0.1677432805299759,0.14754366874694824,0.1754956364631653,0.11958489716053008,0.3326665863394737,0.1777472138404846,0.18212008774280547,0.16463291198015212,0.0,0.1274185836315155,0.0,0.2900916263461113,0.23428321927785872,0.14188368171453475,0.13680620938539506,0.26248646676540377,0.075,0.3550223037600517,0.32923895567655564,0.2425134465098381,0.23561580926179887,0.2786700248718262,0.18154056519269943,0.0,0.28316008299589157,0.15565743446350097,0.1685956045985222,0.17175675183534622
ENSG00000118985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9265141949057579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8935178354382515,0.875,0.8921709418296814,0.0,0.0,0.9567368045449257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9293207004666328,0.0
ENSG00000182557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000126062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9750859513878822,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,0.0,0.9933988004922867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005075,0.0,0.0,0.0,0.6596596091985703,0.0,0.0,0.0,0.6686065375804902,0.0,0.6373281940817833,0.7033271312713623,0.0,0.0,0.0,0.0,0.0,0.710718110203743,0.0,0.7171025082468987,0.7371250182390213,0.6869387909770012,0.0,0.6828123599290847,0.0,0.0,0.0,0.0,0.625,0.6643329456448555,0.0,0.0,0.0,0.7628790318965912,0.0,0.7257201537489891,0.0,0.6944335535168648,0.6525298625230789,0.7080310061573982,0.0,0.0
ENSG00000143127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.9866175636649132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9373371124267578,0.9402350097894668,0.0,0.9177432462573052,0.0,0.9098746001720428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152291,0.3413922071456909,0.225,0.28256240785121917,0.26486310362815857,0.0,0.4829962238669395,0.42622777819633484,0.22867459952831268,0.4631994903087616,0.36949584931135177,0.4442791178822517,0.33650599122047425,0.3945470690727234,0.0,0.0,0.3784714862704277,0.43699447214603426,0.4404118999838829,0.3957573100924492,0.475441175699234,0.34601972699165345,0.3104305684566498,0.36904668658971784,0.4929934397339821,0.5299791663885116,0.36550753861665725,0.2281150132417679,0.400630758702755,0.5377413511276246,0.25310695320367815,0.2505073547363281,0.0,0.5063273385167122,0.0,0.5406448453664779,0.0,0.0,0.0,0.3689796507358551,0.0,0.2942128151655197
ENSG00000008853,0.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9942778646945953,0.0,0.0
ENSG00000105855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961801002919674,0.0,0.0,0.0,0.956486314535141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9033092603087425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878694412112236,0.8989054024219513,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.8986751392483712,0.0,0.0,0.0,0.8851458832621575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7613676115870476,0.0,0.7810779556632041,0.0,0.0,0.0,0.0,0.8016082108020782,0.0,0.774553544819355,0.0,0.0,0.0,0.7570723801851272,0.7521004915237427,0.0,0.0,0.0,0.7840144872665405,0.0,0.7517565116286278,0.0,0.0,0.7984090685844422,0.7781662538647651,0.0,0.0,0.75,0.0,0.0,0.0
ENSG00000122565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263729006052018,0.8034717470407486,0.8165191024541855,0.0,0.0,0.0,0.0,0.0,0.0,0.8655015289783478,0.774934959411621,0.9281807020306587,0.7351956203579902,0.0,0.0,0.757114614546299,0.7976474076509475,0.8493734419345855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7405697554349899,0.0,0.0,0.0,0.725,0.0,0.0
ENSG00000184445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000243199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8379650741815567,0.0,0.0,0.0,0.9009802758693695,0.0,0.0,0.0,0.0,0.0,0.0,0.7900712430477143,0.7966843396425247,0.8743115082383156,0.0,0.815716652572155,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.0,0.0,0.8027993172407151,0.0,0.0,0.0,0.8866820499300957,0.8274767622351646,0.0,0.0,0.0
ENSG00000167110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9010115474462509,0.0,0.0,0.0,0.9435084715485573,0.0,0.0,0.9687839865684509,0.0,0.0,0.0,0.0,0.0,0.0,0.9281723067164421,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
ENSG00000187726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9510339438915253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.9401982933282852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9640962347388268,0.0,0.0,0.0,0.0
ENSG00000171316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912962643802166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9055778190493584,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9452763587236405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9279448881745338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000246451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168461,0.0,0.0,0.7097879603505135,0.625,0.0,0.0,0.0,0.6755973547697067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6690044328570366,0.7052551820874214,0.6630950808525086,0.7047242686152458,0.650373888015747,0.0,0.642650306224823,0.7517960041761398,0.6950998902320862,0.6549460023641587,0.0,0.6682812631130218,0.7126728907227516,0.0,0.0,0.0,0.0,0.0,0.7035187229514122,0.0,0.0,0.0,0.6319257602095604,0.0,0.0
ENSG00000165733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9164899125695228,0.9444549009203911,0.0,0.9398052766919136,0.0,0.9620603829622268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162174,0.0,0.0,0.0,0.0,0.0,0.9320022314786911,0.0,0.0,0.9050309628248214,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9036081418395042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299708649516105
ENSG00000177106,0.0,0.0,0.9907491475343704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.95944192558527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133561,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.899954654276371,0.0,0.0,0.0,0.8807408764958382,0.0,0.9081941857933998,0.0,0.0,0.0,0.9802596002817154,0.0,0.0,0.9467669770121574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000066427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618512406945229,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.9507522091269494,0.0,0.0,0.0,0.0,0.0,0.9418759495019913,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185630,0.9446658462285995,0.875,0.0,0.0,0.8779656186699867,0.0,0.0,0.0,0.8931956827640534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9116576686501503,0.0,0.0,0.0,0.0,0.0,0.0,0.8916512057185173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170786,0.0,0.0,0.0,0.9528886288404464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9255835294723511,0.0,0.0,0.0,0.925,0.0,0.943480697274208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9279496878385544,0.925,0.0,0.9275229796767235,0.0,0.9271182924509048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114353,0.20183926820755005,0.2426104173064232,0.0,0.0,0.0,0.3352994918823242,0.2931520417332649,0.17755574136972427,0.3336147353053093,0.31121202409267423,0.308143612742424,0.3242940023541451,0.33257285952568055,0.30463182777166364,0.3579532757401466,0.37607783675193784,0.2506169110536575,0.3372528672218323,0.15886884182691574,0.3523073524236679,0.26827059835195544,0.0,0.0,0.3093732923269272,0.31422038972377775,0.19228249937295913,0.33513521403074265,0.2861282676458359,0.3543714851140976,0.1524439349770546,0.2802207499742508,0.1613187938928604,0.1720577970147133,0.36456154733896257,0.38285378366708755,0.0,0.277317176759243,0.27761040478944776,0.15,0.20677421540021895,0.3193854480981827
ENSG00000253729,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.5827181413769722,0.5621614411473275,0.0,0.6158584177494049,0.623555240035057,0.0,0.0,0.0,0.0,0.5887055844068527,0.0,0.6442901015281677,0.6014263957738877,0.5950864896178245,0.6931776776909828,0.6021307080984115,0.0,0.6534580066800117,0.7292522951960564,0.5917963102459908,0.0,0.7201445639133454,0.0,0.0,0.0,0.5665983766317367,0.0,0.6296020239591599,0.0,0.0,0.7129826202988625,0.5724278271198273,0.0,0.0
ENSG00000175318,0.0,0.0,0.9794741675257683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9708355903625489,0.0,0.0
ENSG00000101745,0.24514303654432296,0.0,0.3508894398808479,0.3066221997141838,0.0,0.4113812491297722,0.28461766093969343,0.4099434420466423,0.37291675955057146,0.34740757048130033,0.6170690089464188,0.6357617557048798,0.4872269511222839,0.0,0.0,0.3302259907126427,0.3467899560928345,0.38278365731239317,0.3933956056833267,0.48057483583688737,0.31791100800037386,0.225,0.4669410169124603,0.4809973269701004,0.3955314353108406,0.3488832488656044,0.23988299816846848,0.42444918006658555,0.406667535007,0.0,0.2991959184408188,0.0,0.5061846256256104,0.0,0.23810674697160722,0.0,0.431968492269516,0.34319962114095687,0.34996538013219836,0.0,0.23083442598581314
ENSG00000103479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000259225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
