reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
no,A molecular cell atlas of the human lung from single cell RNA sequencing,Krasnow Lab Human Lung Cell Atlas Smart-seq2,8657,9409,free_annotation,X_tSNE,Travaglini,Nature,2020,10.1038/s41586-020-2922-4,https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a,https://cellxgene.cziscience.com/e/e04daea4-4412-45b5-989e-76a9be070a89.cxg/,blood | lung,normal,5d445965-6f1a-4b68-ba3a-b8f765155d3a,6a59a0fb-4d8a-4fb1-a60d-d14a98b04cf7,e04daea4-4412-45b5-989e-76a9be070a89,c88e0403-da93-40f4-99b5-f5fdeb81a82c,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/c88e0403-da93-40f4-99b5-f5fdeb81a82c.h5ad,UBERON:0002048,EFO:0008931,CL:0000057 | CL:0000066 | CL:0000115 | CL:0000158 | CL:0000186 | CL:0000236 | CL:0000359 | CL:0000451 | CL:0000542 | CL:0000583 | CL:0000623 | CL:0000646 | CL:0000669 | CL:0000766 | CL:0000775 | CL:0000786 | CL:0000814 | CL:0000860 | CL:0000875 | CL:0000895 | CL:0000900 | CL:0000905 | CL:0001056 | CL:0001058 | CL:0002062 | CL:0002063 | CL:0002138 | CL:0002144 | CL:0002241 | CL:0002393 | CL:0002399 | CL:0002543 | CL:0002598 | CL:0002633 | CL:0017000 | CL:1000143 | CL:1000223 | CL:1000271 | CL:1000413,PATO:0000461,HsapDv:0000140 | HsapDv:0000145 | HsapDv:0000169,PATO:0000383 | PATO:0000384,TRUE,3,"""UBERON:0002048: 8","657""","""EFO:0008931: 8","657""","""CL:0000623: 1","095; CL:0000158: 898; CL:0002144: 872; CL:0000115: 816; CL:0002063: 760; CL:1000271: 551; CL:0000057: 533; CL:0000669: 518; CL:0002062: 421; CL:0002598: 346; CL:0000900: 280; CL:0002633: 240; CL:1000143: 233; CL:0000066: 201; CL:0000359: 176; CL:0000775: 102; CL:1000413: 92; CL:1000223: 55; CL:0000186: 52; CL:0000814: 52; CL:0000766: 46; CL:0002138: 44; CL:0000646: 43; CL:0002543: 42; CL:0000583: 32; CL:0002241: 20; CL:0000895: 19; CL:0000542: 17; CL:0000860: 17; CL:0000236: 16; CL:0000905: 13; CL:0000875: 11; CL:0001056: 10; CL:0001058: 9; CL:0000451: 8; CL:0002399: 7; CL:0002393: 6; CL:0000786: 2; CL:0017000: 2""",respiratory_system,respiratory_system_Travaglini_2020,free_annotation,57,60993,-0.60536706,-0.29218965964912275,0.6482045579797722,15,0,42,0.7222222222222222,0.7048452972685444
