cluster,count
LSEC,17904
CD3+ T-cells,10042
Hepatocytes,9568
Mono-Mac,7479
KC Like,6818
NK-like cells,5620
Macrophage (MHCII high),4763
Mature B-cells,4142
gd T-cells,3768
HSC,3112
Cholangiocytes,1534
Neutrophil,1532
Plasma cells,979
Cycling Myeloid,972
Erythrocytes,941
Doublet,713
Cycling Plasma,607
Platelets,317
CDC1,111
Myeloid Erythrocytes (phagocytosis),79
