cluster,count
LSEC,7690
Hepatocytes,7630
KC Like,4634
CD3+ T-cells,3903
Mono-Mac,3376
Macrophage (MHCII high),2378
NK-like cells,1816
gd T-cells,1777
Neutrophil,1143
Plasma cells,722
HSC,655
Cycling Plasma,493
Mature B-cells,469
Doublet,364
Cycling Myeloid,351
Erythrocytes,277
Cholangiocytes,241
Platelets,111
Myeloid Erythrocytes (phagocytosis),70
CDC1,25
