clusterName,NSForest_markers,f_score
Nonclassical monocytes,"['ZNF703', 'PELATON']",0.7147562582345192
Classical monocytes,"['CD14', 'VCAN']",0.873240723816487
Cycling,"['S100A8', 'CENPF', 'MKI67']",0.7633863965267728
MNP/T doublets,"['S100A8', 'S100A9', 'LYZ', 'CCL4']",0.1957585644371941
DC2,"['CD1C', 'PKIB', 'JAML']",0.738498789346247
DC1,['CLEC9A'],0.9030837004405288
pDC,"['LILRA4', 'SHD']",0.9198423127463864
T_CD4/CD8,['MACF1'],0.2473498233215547
Plasma cells,"['SDC1', 'SPAG4']",0.7862679955703211
T/B doublets,"['ERVK3-1', 'ENSG00000211899', 'CD79A']",0.1282051282051282
Plasmablasts,"['MYBL2', 'TXNDC5']",0.7952286282306164
Erythroid,['AHSP'],0.9289176090468496
Progenitor,"['PRTN3', 'ELANE']",0.739329268292683
GC_B (I),"['TLR10', 'ANLN']",0.4166666666666667
Mast cells,"['HDC', 'CLC']",0.9064327485380116
Megakaryocytes,"['PF4', 'CLEC1B']",0.881578947368421
Erythrophagocytic macrophages,"['FABP4', 'SELENOP']",0.7386363636363636
Alveolar macrophages,"['GPNMB', 'FN1']",0.5714285714285714
Intestinal macrophages,"['SDS', 'MMP19']",0.7692307692307693
Intermediate macrophages,"['CXCL3', 'SDC2', 'EGR1']",0.5737704918032787
MNP/B doublets,"['WDR45B', 'APOE']",0.3846153846153846
Memory B cells,"['LINC01781', 'BLK']",0.6305803571428571
ABCs,"['ENSG00000184293', 'ACP5', 'FCRL5']",0.4325259515570934
Naive B cells,"['FCER2', 'TCL1A']",0.8419047619047619
Pre-B,['IGF2'],0.8035714285714286
Pro-B,"['DNTT', 'ARPP21']",0.8095238095238095
ILC3,"['IL1R1', 'KIT']",0.5454545454545454
NK_CD56bright_CD16-,"['XCL1', 'KLRC1', 'GZMK']",0.6701940035273368
NK_CD16+,"['SPON2', 'PRF1']",0.8043006866642574
Cycling T&NK,"['CKAP2L', 'NUSAP1']",0.6790916880891174
Tem/emra_CD8,"['FGFBP2', 'CD8B']",0.7794892766266812
Trm/em_CD8,"['GZMK', 'CD8B']",0.689247402652251
Tgd_CRTAM+,"['KLRC3', 'ENSG00000227191', 'GZMK', 'KLRD1']",0.5587392550143266
Trm_Th1/Th17,"['ERN1', 'HSPA1B']",0.1890034364261168
MAIT,"['KLRG1', 'GZMK', 'KLRB1']",0.5508021390374331
Trm_gut_CD8,"['CD160', 'CD8B', 'CCL5']",0.303030303030303
Tregs,"['CTLA4', 'GBP5', 'CD27']",0.3256704980842911
Teffector/EM_CD4,"['TRADD', 'MAL']",0.4140265601944276
Tfh,"['SOCS1', 'IL6ST']",0.1333333333333333
Tnaive/CM_CD4,['TSHZ2'],0.6877323420074349
Tnaive/CM_CD8,"['LINC02446', 'CCR7', 'CD8B']",0.7567091948966124
Tnaive/CM_CD4_activated,"['HSPA1B', 'TRABD2A', 'CCR7']",0.4545454545454545
