,ABCs,Alveolar macrophages,Classical monocytes,Cycling,Cycling T&NK,DC1,DC2,Erythroid,Erythrophagocytic macrophages,GC_B (I),ILC3,Intermediate macrophages,Intestinal macrophages,MAIT,MNP/B doublets,MNP/T doublets,Mast cells,Megakaryocytes,Memory B cells,NK_CD16+,NK_CD56bright_CD16-,Naive B cells,Nonclassical monocytes,Plasma cells,Plasmablasts,Pre-B,Pro-B,Progenitor,T/B doublets,T_CD4/CD8,Teffector/EM_CD4,Tem/emra_CD8,Tfh,Tgd_CRTAM+,Tnaive/CM_CD4,Tnaive/CM_CD4_activated,Tnaive/CM_CD8,Tregs,Trm/em_CD8,Trm_Th1/Th17,Trm_gut_CD8,pDC
CHTOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866090387832828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAPIN,0.0,0.0,0.0,0.0,0.0,0.0,0.9497483532603194,0.9292101409377121,0.0,0.926829268292683,0.0,0.0,0.9588581585302586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILF2,0.0,0.0,0.0,0.744750803563653,0.7979592462865318,0.7177451601842555,0.7364575208687201,0.844396248096373,0.0,0.8062420967148571,0.7297308314137343,0.7383238585983835,0.0,0.0,0.0,0.0,0.7238118459538716,0.0,0.0,0.0,0.0,0.0,0.0,0.7073170731707317,0.7780445247161679,0.0,0.0,0.7944769263267517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500366379575032
INTS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATAD2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.993578503771526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JTB,0.24105257086637544,0.0,0.24495652245312202,0.34496327289720863,0.292172067049073,0.2248404011493776,0.2693313229374769,0.3776387688590259,0.0,0.1951219512195122,0.0,0.3245129905095914,0.209508503355631,0.27763467300228956,0.374739152629201,0.0,0.3540627345806215,0.28499634963710135,0.241990022543,0.32283148678337653,0.27102054037698886,0.0,0.2429900314749741,0.26276456292082623,0.4262596252487927,0.0,0.2604602851518771,0.28933939991927726,0.2121911833925945,0.0,0.2515850924864048,0.31980044376559374,0.24451831928113613,0.2876418203842349,0.24681955866697358,0.0,0.24591607291524004,0.2685081028356785,0.28371865720283695,0.26016791564662284,0.2882533407792812,0.43445917019029945
RAB13,0.0,0.0,0.0,0.0,0.0,0.0,0.8791142862017561,0.8949508201785203,0.0,0.0,0.0,0.9163045926791865,0.9313687260557966,0.0,0.0,0.0,0.0,0.9052807354345555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8780487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS27,0.16993269542368447,0.02803182601928711,0.009123395128947933,0.009478211402893066,0.011623692221757843,0.09866002710854135,0.03761073438132682,0.0714101733230963,0.025238335132598877,0.07985244582339031,0.09887527111099988,0.016997260291401934,0.05396778118319628,0.12314722305390893,0.13366220927819972,0.06639996534440576,0.02516619315961512,0.008637172419850419,0.17245060786968325,0.050403369636070436,0.06701960650885977,0.14539954429719507,0.03564167313459443,0.0,0.01886214570301335,0.05540910145131553,0.07491911620628543,0.028564473477805535,0.07024227845959546,0.0017018449015733673,0.15796475003405316,0.16170264598799916,0.15034630531217993,0.14361295612846933,0.15032020138531196,0.14966783727087626,0.187270660225938,0.12637994783680614,0.15808031617141352,0.13582998368798233,0.11985063988987993,0.06063513348742229
TPM3,0.20954855622314825,0.06393711450623303,0.32779068917762944,0.39746186500642355,0.3122857125794015,0.2688765758421363,0.3242910809633208,0.09155755072105222,0.27761295219747034,0.2461348510370022,0.08430117804829668,0.21357460138274403,0.14165658194844316,0.11494434606738207,0.1849169687526982,0.1973373352027521,0.150469026914457,0.4050746821775669,0.12271164248629314,0.21079218678358125,0.16693004747716392,0.08038042958189802,0.3479415498128751,0.04878048780487805,0.07981749278743093,0.0,0.07444873670252358,0.2180682071825353,0.06983151959209907,0.0,0.11941696230958147,0.15860420901600908,0.09677237708394121,0.1630066255243813,0.07824670250822859,0.08617174043887998,0.08835537840680378,0.1395715809449917,0.12809751382688198,0.12488581494587224,0.07737169323897944,0.15667691318000235
C1orf43,0.0,0.0,0.0,0.0,0.0,0.7680721660939659,0.7673020900749579,0.7998084324162181,0.0,0.7457878502403817,0.0,0.7683062989537309,0.7830178025292187,0.0,0.0,0.0,0.0,0.8299927129978086,0.0,0.0,0.0,0.0,0.7628089785575867,0.7317073170731707,0.7439981495461813,0.0,0.0,0.7440491987437736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7801316336887639
UBAP2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9558791241994719,0.0,0.934755002580038,0.0,0.0,0.9778494311542045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAX1,0.0,0.0,0.0,0.0,0.8563257034231977,0.0,0.8411295384895511,0.8830300118865037,0.0,0.8292682926829268,0.0,0.0,0.0,0.0,0.8959249534258028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8445559129482363,0.9152186396645337,0.0,0.0,0.0,0.8454618541205802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP8B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6R,0.0,0.0,0.0,0.9131200458945298,0.0,0.9073562200476484,0.9206318259239197,0.0,0.0,0.0,0.0,0.9285502913521557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.9710200225434652,0.0,0.0,0.9512195121951219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9598935348231618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAR,0.6502632469665713,0.0,0.6285145224594488,0.6464372291797544,0.6902618451816279,0.6187112709371055,0.6205834193927485,0.57749578865563,0.0,0.7265993967288877,0.0,0.6205609077360572,0.0,0.0,0.7179054835947548,0.0,0.0,0.0,0.6912375863005475,0.0,0.0,0.0,0.6570767542211021,0.5755367598882536,0.6111541593947062,0.0,0.7365709717680768,0.6074986385136116,0.5609756097560976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6982823450390886,0.0,0.6587991249270555
PMVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBXIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024390243902439,0.0,0.0,0.9194418715267647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9114831802321643,0.0,0.0,0.0,0.0,0.0,0.0,0.9217897246523601,0.0,0.921370647302488,0.0,0.0
CKS1B,0.0,0.0,0.0,0.9024390243902439,0.9554604597207976,0.0,0.0,0.9312227484656543,0.0,0.9031255943019215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9053925232189458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982038775595223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC50A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9312480440953883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412968711155217,0.0,0.0,0.0,0.0,0.0,0.9353889372290635,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM3,0.0,0.0,0.0,0.0,0.0,0.0,0.8621893074454331,0.8536585365853658,0.0,0.869052437747397,0.0,0.8733245672249212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8719050898784544,0.8633312146838118,0.0,0.0,0.8817005608139968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRTCAP2,0.17501122631677768,0.12761508982356,0.14143394115494518,0.1906966087294788,0.25771847585352453,0.17463918575426426,0.19174648930386798,0.2569227058713029,0.0,0.13616485275873325,0.17579389490732333,0.2353283166885376,0.17937514840102778,0.22938824862968632,0.1442599834465399,0.12195121951219512,0.25629500790340143,0.0,0.16061954818120816,0.2182540501036295,0.1593267874019902,0.0,0.16553993632153766,0.38054883770826387,0.4246985301738832,0.0,0.23705020038093008,0.26010212811028083,0.2131784819975132,0.0,0.20363912059039604,0.27765450826505333,0.20039485431298976,0.26018550337814705,0.18101665014173926,0.18524441922583232,0.17046602470118824,0.2103398296891189,0.2721984023001136,0.16864366647673817,0.3190695410821496,0.3636504208169332
MTX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9551239406190267,0.0,0.9552714388544966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9512195121951219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCAMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDPS,0.0,0.0,0.0,0.8538542796925801,0.9126951374658724,0.0,0.8514932612093483,0.8961843034116234,0.0,0.8292682926829268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8323732890733858,0.9104754241501413,0.0,0.0,0.8533237067664542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUSC1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASH1L,0.0,0.0,0.0,0.0,0.8998616003408665,0.0,0.8882961607560879,0.0,0.0,0.0,0.0,0.0,0.9485057563316531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8536585365853658,0.8587134872994772,0.0,0.0,0.8630492934366552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9018077981181261
YY1AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984073636008472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAP3,0.0,0.0,0.0,0.0,0.0,0.8821213507070774,0.9015723888466998,0.934695402296578,0.0,0.9049564396462789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8887689913191447,0.0,0.0,0.8780487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GON4L,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9880500697508091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR2,0.135492560340137,0.0,0.10807227943001724,0.13059650979390958,0.2728600429325569,0.14403274146521963,0.20094535408950434,0.11019220875530708,0.0,0.17258001827612157,0.15738526786245952,0.11065314310352976,0.0975609756097561,0.2428483221589065,0.14353803890507397,0.11599677801132202,0.28061915025478457,0.0,0.14538433493637457,0.21654661544939366,0.21441884884020176,0.1465449027898835,0.12768676077447286,0.15753701692674218,0.422600186452633,0.13998474435108463,0.17517717727800694,0.1655019957844804,0.12647213150815265,0.0,0.2766527489918034,0.1874455576989709,0.2416706986543609,0.15436330510348809,0.2764572733786048,0.16098017808867665,0.22324835091102413,0.24081756719728795,0.16878775852482494,0.2427018677316061,0.1900435235442185,0.2960980490940373
LAMTOR2,0.0,0.0,0.673752412563417,0.7310492759797631,0.6879570440548223,0.6757817951644339,0.7499720148923921,0.6746175550832981,0.7929801068654875,0.6839256911742978,0.0,0.7053254246711731,0.7282670416483065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7093561887741089,0.6585365853658537,0.6748245620146031,0.0,0.0,0.6902170326651597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6825050290037946
LMNA,0.0,0.9312560354791036,0.0,0.0,0.0,0.8907030849921994,0.868057626049693,0.9159968320916339,0.0,0.0,0.0,0.0,0.8831226026139608,0.0,0.0,0.0,0.0,0.9007547119768654,0.0,0.0,0.0,0.0,0.0,0.8536585365853658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA4A,0.0,0.0,0.0,0.0,0.0,0.9358474539547432,0.9340269551044558,0.0,0.0,0.0,0.0,0.0,0.9559109777939029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMF1,0.0,0.0,0.0,0.0,0.9290220635693248,0.0,0.896610677242279,0.894944866982902,0.0,0.8780487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888833570771101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066558174970674
CCT3,0.0,0.0,0.0,0.6701940588834809,0.7287716022351893,0.6802894298623248,0.7146209798208097,0.8205045185438017,0.0,0.7578858864016649,0.0,0.0,0.7772887785260271,0.0,0.7679039995844771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6585365853658537,0.7676970508040452,0.0,0.0,0.7241025756045085,0.6705631541042794,0.0,0.0,0.0,0.0,0.0,0.0,0.7351339939163952,0.7222541381673115,0.0,0.0,0.0,0.0,0.7174321427577879
MEF2D,0.0,0.0,0.0,0.0,0.0,0.0,0.9317695513004209,0.0,0.0,0.0,0.0,0.9417641090183724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024390243902439,0.9086718966321248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9544924352227188
NAXE,0.0,0.0,0.0,0.0,0.0,0.0,0.9074820628980311,0.9300191271595839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9123711033565242,0.904385341376793,0.0,0.0,0.9024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPATCH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9793562351203546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISG20L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9869400553587007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9780599518520076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDGF,0.0,0.0,0.0,0.8376095411254139,0.8339227801415978,0.0,0.7874055635638353,0.858668228475059,0.0,0.7916410056556143,0.0,0.7866987004512693,0.0,0.0,0.0,0.0,0.0,0.8499572960341849,0.0,0.0,0.0,0.0,0.0,0.0,0.800594267321796,0.0,0.0,0.8325863306115313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804878048780488
PRCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9802217977802928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH2D2A,0.0,0.0,0.0,0.0,0.9064132454918652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9037165976152187,0.0,0.0,0.0,0.0,0.0,0.9286103612039147,0.9088177651893802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCRL5,0.9464755436269249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9432060980215305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939019435789527,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCRL3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCRL2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1D,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNDA,0.0,0.0,0.9408644292412734,0.9366439915284878,0.0,0.8627246778185774,0.9107951013053336,0.0,0.0,0.8536585365853658,0.0,0.8691544096644331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889330862498865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYHIN1,0.0,0.0,0.0,0.0,0.9024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9249379722083487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9118467583888914,0.0,0.9089752144929839,0.0,0.0,0.0,0.0,0.9054119499718271,0.0,0.0,0.0
IFI16,0.5502059750440644,0.0,0.5267723856902704,0.530146053651484,0.7424981143416428,0.5751823710232247,0.6645112270262183,0.0,0.0,0.5663136752640329,0.0,0.49295566867037516,0.49666117749563077,0.0,0.0,0.0,0.0,0.0,0.5502066336027006,0.6391793896512288,0.0,0.0,0.5034337523506909,0.0,0.5184912536202407,0.0,0.6052734779148568,0.4878048780487805,0.5049394398200803,0.0,0.0,0.5821756197185051,0.5199030405137597,0.5714406283890329,0.0,0.0,0.0,0.5664263076898528,0.5159569004686867,0.0,0.0,0.5312806266110118
FCER1A,0.0,0.0,0.0,0.0,0.0,0.0,0.9555361474432597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9661888262120689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9512195121951219
DUSP23,0.0,0.0,0.0,0.0,0.0,0.9510152049180938,0.9560069892464614,0.9272073332856341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAMF8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN2,0.180386483669281,0.23218864057122207,0.11629750525079123,0.38056331872940063,0.2643966224135422,0.41390854701763247,0.34285040018035146,0.2756434969785737,0.0,0.25931616672655433,0.32563179004483106,0.34915906336249375,0.0975609756097561,0.14007905198306572,0.1870435389076791,0.22613392370503124,0.2112756313347235,0.645903204999319,0.22565552083457388,0.14395820949135757,0.2276018828880496,0.24083953078200177,0.11988388183640271,0.0,0.13861335196146152,0.21763680184759746,0.0,0.282434476584923,0.16385977733425977,0.0,0.1509977564579103,0.12846464064063096,0.0983005776637938,0.13205757082962408,0.09827731295329768,0.11966331557529729,0.10729837126848174,0.15400943668877207,0.11969748357447182,0.21149268673687446,0.16588909160800097,0.4945006268780406
ENSG00000224259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
