,ABCs,Alveolar macrophages,Classical monocytes,Cycling,Cycling T&NK,DC1,DC2,Erythroid,Erythrophagocytic macrophages,GC_B (I),ILC3,Intermediate macrophages,Intestinal macrophages,MAIT,MNP/B doublets,MNP/T doublets,Mast cells,Megakaryocytes,Memory B cells,NK_CD16+,NK_CD56bright_CD16-,Naive B cells,Nonclassical monocytes,Plasma cells,Plasmablasts,Pre-B,Pro-B,Progenitor,T/B doublets,T_CD4/CD8,Teffector/EM_CD4,Tem/emra_CD8,Tfh,Tgd_CRTAM+,Tnaive/CM_CD4,Tnaive/CM_CD4_activated,Tnaive/CM_CD8,Tregs,Trm/em_CD8,Trm_Th1/Th17,Trm_gut_CD8,pDC
ENSG00000111913,1.1543701,0.0,0.9251038,0.5168696,0.82150817,0.27226898,0.98955816,0.0,0.0,0.21446666,0.81207776,0.0,0.0,0.0,1.3768444,0.0,0.0,0.0,1.2446089,1.138551,0.85048056,1.2238884,0.9127892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98166335,1.1916552,0.0,0.0,0.95931846,1.0822923,1.0523171,0.99505925,0.978647,0.0,0.0,0.98417264
ENSG00000112343,0.6262727,0.0,0.73570704,0.5377792,0.0,0.37521976,0.5909688,0.0,0.0,0.79216564,0.0,0.0,0.5578004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61015904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5252125
ENSG00000286522,0.0,0.0,0.0,0.0,0.2311195,0.0,0.0,0.20019104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28544554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000287080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25902426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187837,0.8109302,0.0,0.5996925,1.1012328,1.5547688,0.53241324,0.66742766,0.8149792,0.0,0.95752645,0.61280143,0.0,0.0,1.5881815,1.1810663,0.0,1.204026,0.0,0.83927965,1.1011522,0.9854888,1.1194379,0.0,1.1484178,1.6058381,2.749684,1.2824671,0.49331093,0.62172234,0.0,1.0266843,1.1625392,1.3060133,1.7316062,0.88713515,0.0,0.84836596,1.051832,1.5895776,1.1552631,1.2418007,0.47349468
ENSG00000197061,0.8607786,0.0,0.0,1.5970857,2.8026028,1.2332883,0.75630534,3.1402264,0.0,2.1558683,1.1428969,0.0,0.7257168,1.1107582,1.3148127,0.8020749,1.2407839,0.0,1.2443743,1.1839693,1.1861789,0.0,0.0,0.6805881,2.7078733,1.3452585,1.4625027,1.3477805,1.6137042,0.0,1.2374412,1.0823475,1.2178222,1.3225603,1.2681369,1.0122035,1.1208293,1.0412813,1.2346691,1.063487,1.2418007,0.8079787
ENSG00000180596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15287328,0.88258386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3086116,0.0,0.0,0.0,0.0,0.0,0.19237135,0.14598884,2.1252408,0.9181548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168298,0.7603161,0.0,0.6417741,1.3919364,1.4798093,0.67467314,1.0549331,1.1105875,0.0,0.8373678,1.2266064,0.72303134,0.0,1.1522919,1.449307,0.0,1.139225,0.0,0.9487715,1.2747067,1.5129917,0.0,0.50842476,0.31557232,1.0578961,1.5394443,0.0,0.6626674,0.6826863,0.0,0.98228997,1.1472063,0.97771496,1.3360739,0.92715186,0.0,0.8555342,0.95817786,1.1288344,1.0702388,1.270175,0.65858305
ENSG00000197409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19094911,0.0,0.18155362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22458787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000277075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18155362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124575,0.4650107,0.0,0.0,1.1665891,1.8110535,0.5955348,0.70666605,1.1159756,0.0,0.9738912,0.0,0.0,0.0,1.0754282,0.0,0.0,1.1403501,0.0,0.758374,1.2193325,1.0502632,0.0,0.0,0.0,1.0007809,1.0510659,1.6065642,0.66609454,0.0,0.0,1.0994129,1.1213173,1.1159757,1.2734709,1.0182502,0.0,0.9147335,0.97246933,1.1751531,0.94867206,0.8953636,0.7110735
ENSG00000273983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17338812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186470,0.0,0.0,0.0,0.0,0.7751699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073967,0.0,0.0,0.0,0.0,0.24788901,0.0,0.0,0.0,0.0,0.0,0.0,1.028297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182952,0.0,0.0,0.0,0.0,0.0,0.34146005,0.0,0.18204531,0.0,0.18083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16684455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18431313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20615016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13167544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196787,0.0,0.0,0.0,0.0,0.3069312,0.0,0.0,0.14439867,0.0,0.18083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16632998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000274997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19453365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13397753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000278828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4153542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000276368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14557157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000276903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14544432,0.0,0.18155362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184357,0.0,0.0,0.0,0.32113385,0.92921674,0.0,0.0,0.91757405,0.0,0.25902426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49953946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000278677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16460665,0.0,0.18083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15630423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204642,1.0128595,0.0,0.0,0.0,1.3324649,1.0488513,0.3865379,0.0,0.0,0.7565536,0.77548546,0.5046885,0.0,1.2360535,1.2927269,0.0,0.0,0.0,0.9123233,1.4429362,1.360246,0.0,0.75755244,0.0,0.13148819,0.0,0.0,0.0,0.62941366,0.0,0.98228997,1.5308008,1.0107427,1.5433404,0.8789837,0.99077666,1.0745382,0.9817678,1.46685,1.2227036,1.1338125,0.0
ENSG00000206503,3.0062912,2.4545443,2.7277093,2.5869746,3.4253178,3.0268998,2.622872,0.1939885,1.5505729,2.1503377,3.0504944,3.0221171,2.097768,3.3216136,2.9782581,2.8103738,2.571218,2.0798357,2.990272,3.5547695,3.3487234,2.3969865,2.7063968,1.3767705,2.539934,2.7692263,2.3562298,2.1521106,2.803186,2.5472264,3.009607,3.487987,2.8493865,3.5645273,2.719027,2.9315257,2.8985224,3.2159655,3.5050194,3.2875562,3.1579583,2.4733698
ENSG00000066379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49753502,0.0,0.18083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1720261,0.0,0.0,0.22776708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204619,0.0,0.0,0.0,0.0,0.0,0.0,0.30505306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5578004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36239028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41774783,0.0,0.18155362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204592,2.6328053,1.8640168,2.0593514,1.6205206,2.7207031,1.8781973,1.6902957,0.0,1.1340667,1.8869665,1.9431723,2.2939973,2.2544127,2.8269966,2.5549333,2.185927,1.9173105,1.33532,2.5982728,3.040134,2.7653842,2.4749737,2.6888003,1.4066212,1.5061212,2.2448323,1.9998212,1.109906,2.4436545,2.2217746,2.6380289,2.8786907,2.547769,2.8739974,2.641992,2.4929001,2.5276513,2.7505016,2.8676457,2.7128468,2.614007,1.600265
ENSG00000204590,0.0,0.0,0.0,0.0,0.30978233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20615016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204574,0.0,0.0,0.0,0.0,0.7786279,0.0,0.35860544,0.46045524,0.0,0.47256014,0.0,0.0,0.7458428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54597014,0.0,0.0,0.25361854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204569,0.0,0.0,0.0,0.0,0.5940249,0.38905048,0.32769254,0.0,0.0,0.314459,0.9013167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22589214,0.20615016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204568,0.0,0.0,0.0,0.0,0.0,0.0,0.32453808,0.59333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454207,0.0,0.0,0.30305475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146112,0.6535427,0.0,0.7169435,0.60922974,1.0357168,0.54746395,0.68602407,0.0,0.0,0.70278794,0.0,0.7784047,0.7257168,0.0,0.0,0.0,0.0,0.14788179,0.0,1.0793244,0.0,0.0,0.63575906,0.0,0.17029929,0.0,1.4290193,0.0,0.0,0.0,0.0,0.833189,0.0,0.0,0.0,0.0,0.0,0.86180407,0.0,0.0,0.0,0.5307819
ENSG00000196230,0.0,1.2486488,0.0,1.8424106,2.8323164,1.0831481,0.6704697,2.9575667,1.8172638,2.098922,0.0,0.8423759,1.5203841,0.0,1.0902166,0.78057736,0.63509774,2.2389665,0.0,0.0,0.0,0.0,0.9547249,0.0,1.6861634,0.0,1.0257652,1.6619041,0.7345717,0.0,0.0,0.0,0.0,0.0,0.0,0.8522043,0.0,0.0,0.0,0.0,0.0,1.0743454
ENSG00000137312,0.0,0.0,0.0,0.48666126,0.0,0.8300034,0.68563277,0.46834835,0.0,0.0,0.0,0.7063019,0.0,0.0,0.0,0.0,0.0,0.4286872,0.0,0.0,0.0,0.0,0.0,0.15189148,0.27335483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62848985
ENSG00000137331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8868573,1.141807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62309736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14813367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204525,3.1023421,2.7492914,2.5302541,2.1575942,3.3043437,3.3435247,2.2986348,0.79123855,1.7602026,2.1868446,2.7381158,3.097538,2.7275865,3.301988,3.3350976,2.64236,2.0843098,1.961179,2.9595332,3.4753282,3.0092635,2.3954744,3.0068514,2.5419335,2.4816434,2.9206343,2.4708314,1.6424294,2.9352684,2.5332365,2.8863797,3.7394714,2.6766543,3.568866,2.4809742,2.9343684,2.9690824,2.8792236,3.532886,3.296126,3.022103,2.0512958
ENSG00000234745,3.6609762,3.2685297,3.3221412,3.13886,3.977273,3.822514,3.2366507,0.67698187,1.8340065,2.6313672,3.2389507,3.7615266,3.3375945,3.9255824,3.5697174,3.3771966,2.659894,2.3371158,3.6205244,4.0433636,3.8826632,3.2488706,3.6272292,2.5564988,3.0400314,3.633462,3.1599731,2.3829083,3.5984354,2.7679136,3.5578537,3.7382245,3.382677,3.789753,3.3787076,3.2985907,3.3145542,3.5553482,3.7704556,3.7033575,3.796702,3.4480038
ENSG00000206337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4153542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198563,0.6262727,0.0,0.0,0.75551164,0.86681104,0.57750386,0.79236114,1.0850071,0.0,0.61035377,0.9341768,0.5367148,0.91374826,0.0,0.77814996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5581999,0.0,0.5027708,0.0,0.0,0.9062571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8543694,0.0,0.0,0.0,0.0,0.0,0.78795594
ENSG00000232810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6602513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227507,1.486663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0021521,0.0,0.0,1.7748775,2.429391,0.0,0.0,0.0,2.4975848,0.0,0.0,2.1828945,0.0,0.0,0.0,0.0,0.76748186,0.0,1.1739135,0.0,2.336158,0.0,1.6568332,0.0,2.0243044,2.016644,1.525806,2.0608747,0.0,1.6804711,0.0,0.0
ENSG00000204482,0.0,1.085649,1.9887638,1.6866498,0.0,0.0,1.7029912,0.0,2.0194516,0.0,1.234842,1.6568332,0.0,0.0,0.0,0.67576224,0.0,0.42825502,0.0,0.0,0.0,0.0,3.1938796,0.0,0.0,0.0,0.0,0.4155817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204475,0.0,0.0,0.0,0.0,0.74982625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204472,0.0,1.6898952,2.362401,1.6331112,0.0,1.7825483,1.9390502,0.0,2.9801538,0.18083665,0.0,3.0234358,2.4384756,0.0,0.0,1.7512681,0.0,0.0,0.0,0.0,0.0,0.0,3.3594801,0.0,0.0,0.0,0.0,1.3937373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677846
ENSG00000204469,0.0,0.0,0.0,0.25073662,0.40894568,0.4224942,0.0,0.41147065,0.0,0.41463724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17058174,0.0,0.0,0.246326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204463,0.0,0.0,0.0,0.0,0.0,0.4580726,0.33295542,0.310806,0.0,0.47256014,0.0,0.3987304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13148819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204435,0.85592324,0.0,0.765939,0.94186556,1.2161908,0.97191745,0.9574851,1.3201048,1.4992628,1.2936573,0.0,1.0883627,1.1757209,0.0,0.8421502,0.0,0.7903112,0.83018064,0.8404634,0.75937724,0.7817006,0.0,1.1660857,0.48948303,0.8507924,1.4532835,1.4101219,1.0479403,0.7429935,0.0,0.75910515,0.0,0.0,0.0,0.73684096,0.74595606,0.5477407,0.8978554,0.0,0.0,0.0,0.8970808
ENSG00000204427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40347812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4460132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4721034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213722,0.0,0.0,0.0,0.0,0.0,0.0,0.58231074,0.0,0.0,0.18155362,0.0,0.5367148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84733844
ENSG00000213719,1.7565614,2.0230935,1.876966,1.8756791,2.3391695,1.5660875,2.184526,1.0458089,2.2002387,1.592906,1.8712426,2.3377628,2.001111,1.4960011,1.80621,1.8220949,1.8609267,2.6954124,1.5313685,1.9720744,1.8439214,1.1325278,1.9984102,0.7623687,1.7504814,1.2152612,1.9064292,1.6983248,1.7154368,0.0,1.3043479,1.7336341,1.1257298,1.6113071,0.8619226,0.9118978,0.8183625,1.5737236,1.6068828,1.5975448,1.6639082,1.6484736
ENSG00000204394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4837296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204392,0.5121089,0.0,0.0,0.6008248,0.79559374,0.40578204,0.4506386,1.0544149,0.0,0.81049556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75043356,0.0,0.0,0.8611797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4862995
ENSG00000204389,0.0,0.0,0.49986744,0.34404743,0.0,1.0529546,0.42856002,0.8802541,0.0,1.9064898,0.0,0.0,2.9302056,0.0,1.0902166,1.6180983,0.0,0.0,0.0,0.0,0.0,0.0,0.87476474,0.29099503,0.12207285,0.0,0.0,0.26213196,0.67377377,0.0,0.0,0.9880212,0.0,0.0,0.0,4.3890676,0.0,0.0,0.0,1.1503698,0.0,0.0
ENSG00000204388,0.0,0.0,0.0,0.0,0.0,0.3977822,0.0,0.7244811,0.0,1.1252753,0.0,0.0,2.6981828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25018308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.835081,0.0,0.0,0.0,0.9573862,0.0,0.0
ENSG00000204387,0.510213,0.0,0.0,0.0,0.0,0.47506863,0.7190507,0.23805381,0.0,0.9500345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14045735,0.0,0.9181548,0.58056295,0.0,0.0,0.7465717,0.0,0.9259995,0.0,1.0083588,0.9385132,0.8900856,0.0,0.0,0.0,0.0,0.7099133
ENSG00000204386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5578004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3307935,0.16632998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1340009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
