,cardiac muscle cell,endothelial cell,fibroblast,leukocyte,mesothelial cell of epicardium,neuron,smooth muscle cell
ENSG00000126070,0.8002786879259436,0.8562301677253048,1.1103706937442448,0.9733686877332999,0.9569847069465338,1.0789556791428558,1.0217214205083969
ENSG00000116871,0.32096279919399584,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054118,1.0759143324169418,0.7171133455172596,0.8117534046915298,0.777332608030579,0.9507468150023827,0.8193350833573744,0.9991920749866309
ENSG00000163873,0.0,0.0,0.0,0.0,0.0,1.105104985326013,0.0
ENSG00000204084,0.38690690904551694,0.0,0.4160121457549782,0.0,0.0,0.0,0.9132100752903447
ENSG00000174574,0.14799726500943133,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.2759547790376918,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127603,1.7675724483047504,2.1751755318567505,1.6204689068644071,1.998092955621451,1.7527409671489595,1.0856977326332165,2.2419107581263757
ENSG00000163909,0.0,0.0,0.0,0.0,0.6422488308852694,0.0,0.0
ENSG00000131236,0.0,0.0,0.0,0.4520643435634775,0.0,0.23598863939167106,0.0
ENSG00000117000,0.4477597976901889,0.0,0.5112353433730863,0.48987916356694094,0.0,0.0,0.0
ENSG00000084070,0.0,0.0,0.0,1.6758506626229797,0.0,0.0,0.0
ENSG00000066136,0.8127873537092606,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010803,1.301102113702457,0.5853123167944999,1.3038104286348853,0.0,1.218676091495995,0.9156666636573141,1.0464337694769879
ENSG00000127124,0.9914084463586863,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198815,0.8928053556870661,0.8270840488747042,0.7414208826972849,0.6468218195205837,0.7590044319399183,0.9100997742209509,0.8449449916141183
ENSG00000065978,0.2995881649742261,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066056,0.0,0.8597472539684772,0.0,0.0,0.0,0.0,0.0
ENSG00000198198,0.24535634953110425,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126091,0.8166293447464175,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117419,0.2633612873764988,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070785,0.5318478207101969,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132780,0.24336812989637283,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159592,0.7903518811477408,0.8059979117923894,0.6139184712485668,0.8503807982847413,0.7018663094653808,0.0,0.0
ENSG00000086015,1.2655912474953595,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117461,0.4154668780621409,2.230216645078496,0.0,0.0,0.0,0.0,0.0
ENSG00000132128,0.14611778824469335,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173660,0.8711934221479365,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079277,0.15974456802058878,0.0,0.0,1.0804086632561978,0.0,0.0,0.0
ENSG00000123472,0.30691274493163156,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000269113,0.0,0.0,0.0,0.0,0.0,1.6306507554451743,0.0
ENSG00000132122,0.0,0.0,1.6932548235252534,0.0,0.753220814208686,1.5628736267087064,0.0
ENSG00000185104,1.7687807312891834,1.492836100189886,1.4957383095741066,1.6094671522000406,1.5184903320248864,1.467577759997079,1.587779531000212
ENSG00000085832,1.1636770261416416,1.0763851810121228,1.45483888714947,1.9312444027370428,1.2054970874716044,1.1426453810812982,1.2871600297964014
