author_cell_type,mean,std,median,count,q1,q3,f_score
Podocyte,0.8733623236282309,0.06641703974210364,0.9038677503506188,23,0.8781849640763398,0.906922627329149,0.9195402298850576
Pelvic epithelium,0.7612561860240993,0.34723449447495636,0.8627956008093658,14,0.8235828702862114,0.8781763689346337,0.9482758620689656
Glomerular endothelium,0.7388394158486055,0.17357350701963967,0.7923464568704413,596,0.7488905078938095,0.8161577729032432,0.8940972222222222
B cell,0.7382037755903124,0.20145282397554015,0.7856001355397427,947,0.7331379101470286,0.8156356224915366,0.8985786557456035
Mast cell,0.6888268468821668,0.19557657214944418,0.7804177094990323,40,0.7387743255936394,0.789150250266921,0.9803921568627452
Myofibroblast,0.6963897847853256,0.15494073913703374,0.7729668552283421,115,0.6184401601897402,0.7985217475126347,0.9145129224652088
Plasmacytoid dendritic cell,0.46265528989500193,0.41427334404278915,0.6657269340781677,18,0.5217430347789125,0.6861620365265735,0.9615384615384616
Type B intercalated cell,0.5574553579168842,0.24212627117285582,0.6529731418692422,103,0.5536544741317833,0.6908396120177325,0.9367945823927766
NK cell,0.35120738570884685,0.3845345609457531,0.5592581976985177,1150,0.26743399387649996,0.5979754757659909,0.8678440925700366
Type A intercalated cell,0.2659658394585763,0.34709611461422557,0.4746539015605079,193,0.059230945652017,0.5200031708290205,0.8616010854816825
Thick ascending limb of Loop of Henle,0.35390169739574145,0.19916387054173929,0.4228697717609232,302,0.32080888052488576,0.48930321991919873,0.7414104882459313
NKT cell,0.2149025131141576,0.34886986791715685,0.3421838799645496,712,0.03700248648117695,0.49406684884233,0.7697876447876448
CD8 T cell,0.18518108282298987,0.33860068570253554,0.309331160974005,941,-0.0556246467504705,0.4627182288743671,0.6388075592227841
Peritubular capillary endothelium 2,0.20642393634059097,0.2162017179688408,0.2842586225735574,163,0.07427679611850195,0.3844175413576627,0.8286252354048964
Distinct proximal tubule 1,0.16957544358161894,0.25012689776460273,0.26786402741426096,62,0.18914072271602764,0.2938226573624162,0.8080808080808081
Ascending vasa recta endothelium,0.17616180809499218,0.22693541587414437,0.2593597108013652,241,0.0363852578752964,0.3743680231857419,0.4845154845154845
MNP-a/classical monocyte derived,0.05250865366884115,0.35589749974500196,0.21281559585320436,340,-0.27248017844008515,0.37258633083811526,0.8111702127659575
MNP-d/Tissue macrophage,0.14361851880035686,0.1513716843737655,0.196902648928617,73,0.143954888324014,0.2290698903654719,0.7942238267148014
Neutrophil,0.09739834867479279,0.2027823153566173,0.1964393840822626,39,-0.09192261796996964,0.25309837571681065,0.7983193277310925
Connecting tubule,-0.0488037790137185,0.3922016378745533,0.1763640484139918,63,-0.3126031072261165,0.26641551909331895,0.8149779735682819
Peritubular capillary endothelium 1,0.010566667265462086,0.23709830542054014,0.0759784116583913,653,-0.1566811646176227,0.2158515691177316,0.7647345348270823
Proximal tubule,0.00804663497999469,0.06811716709512317,0.01817671720110175,10202,-0.039942602188719124,0.06893478244505613,0.8818152916865363
MNP-b/non-classical monocyte derived,-0.03818648530843622,0.19233974924627947,-0.0253064047639862,297,-0.1733056230262094,0.1254549161287225,0.7928642220019821
Proliferating Proximal Tubule,-0.009842606297064148,0.07190567761486223,-0.0255449805463558,57,-0.0831445957848028,0.0512508094482442,0.0284629981024667
Fibroblast,-0.1407886468388799,0.3027928522418207,-0.0267641888031191,10,-0.09351646141121747,0.03556296145708443,0.925925925925926
Epithelial progenitor cell,-0.06957786903690016,0.22233273304864132,-0.046719137529095595,188,-0.2694495787350947,0.12983739199318894,0.7194244604316546
Principal cell,-0.1990544573355545,0.2950683203250696,-0.0649247703181864,80,-0.2464921294818967,0.000971827779435125,0.8461538461538461
Indistinct intercalated cell,-0.11832611638776837,0.25502644967275445,-0.08002933217552136,24,-0.18471100030040424,0.06362820011583875,0.4166666666666667
Descending vasa recta endothelium,-0.14122087563050212,0.1989258451513734,-0.1367208318551133,163,-0.30646422308804033,0.05331922137830275,0.4915514592933948
CD4 T cell,-0.1891075876067258,0.23392359488210096,-0.1717493206903883,2305,-0.3659602193575352,0.0008008426983951,0.7607722797596216
MNP-c/dendritic cell,-0.23262921800041939,0.09766432966296677,-0.22779369698344232,172,-0.2551400677705539,-0.17891526031456417,0.746268656716418
Distinct proximal tubule 2,-0.7453880538719345,0.11273493582026331,-0.7632703920178978,57,-0.848474207185351,-0.6405059554830258,0.017910447761194
