clusterName,gene
Myofibroblast,ENSG00000149591
Fibroblast,ENSG00000139329
Podocyte,ENSG00000116218
Pelvic epithelium,ENSG00000176153
Pelvic epithelium,ENSG00000142973
Distinct proximal tubule 1,ENSG00000162692
Distinct proximal tubule 1,ENSG00000007062
Epithelial progenitor cell,ENSG00000176907
Epithelial progenitor cell,ENSG00000165215
Principal cell,ENSG00000160951
Principal cell,ENSG00000138587
Connecting tubule,ENSG00000104327
Connecting tubule,ENSG00000165685
Type B intercalated cell,ENSG00000091137
Type B intercalated cell,ENSG00000127324
Type A intercalated cell,ENSG00000004939
Type A intercalated cell,ENSG00000147606
Indistinct intercalated cell,ENSG00000163812
Indistinct intercalated cell,ENSG00000161281
Thick ascending limb of Loop of Henle,ENSG00000130829
Proximal tubule,ENSG00000100253
Proliferating Proximal Tubule,ENSG00000132541
Proliferating Proximal Tubule,ENSG00000171766
Proliferating Proximal Tubule,ENSG00000211445
Proliferating Proximal Tubule,ENSG00000130203
Neutrophil,ENSG00000162747
Neutrophil,ENSG00000119535
B cell,ENSG00000105369
Plasmacytoid dendritic cell,ENSG00000171611
Plasmacytoid dendritic cell,ENSG00000103056
MNP-a/classical monocyte derived,ENSG00000038427
MNP-a/classical monocyte derived,ENSG00000121552
MNP-b/non-classical monocyte derived,ENSG00000224397
MNP-b/non-classical monocyte derived,ENSG00000131042
MNP-b/non-classical monocyte derived,ENSG00000101336
MNP-c/dendritic cell,ENSG00000198223
MNP-c/dendritic cell,ENSG00000179639
MNP-d/Tissue macrophage,ENSG00000159189
Mast cell,ENSG00000172236
CD4 T cell,ENSG00000168685
CD4 T cell,ENSG00000227507
CD8 T cell,ENSG00000113088
CD8 T cell,ENSG00000277734
NKT cell,ENSG00000160654
NKT cell,ENSG00000100450
NKT cell,ENSG00000115523
NK cell,ENSG00000150045
NK cell,ENSG00000111796
Distinct proximal tubule 2,ENSG00000178057
Distinct proximal tubule 2,ENSG00000182919
Distinct proximal tubule 2,ENSG00000109846
Glomerular endothelium,ENSG00000167941
Glomerular endothelium,ENSG00000145708
Peritubular capillary endothelium 1,ENSG00000167434
Peritubular capillary endothelium 1,ENSG00000130300
Ascending vasa recta endothelium,ENSG00000003436
Ascending vasa recta endothelium,ENSG00000130300
Descending vasa recta endothelium,ENSG00000184113
Peritubular capillary endothelium 2,ENSG00000164530
Peritubular capillary endothelium 2,ENSG00000049192
