cluster_name,skos,manual_mapped_cid,cell_ontology_id
Endo_Endo-Lymph,,,CL:0002138
Endo_Endothelial,,,CL:0000115
EpD_HF_HairFollicle,,,CL:2000092
EpD_KRT0_StemCyclingKeratinocyte,,,CL:0002187
EpD_KRT1_Basal,,,CL:4033013
EpD_KRT2_Basalinflammatory,,,CL:4033013
EpD_KRT3_earlySpinous,,,CL:0000649
EpD_KRT4_diffSpinous,,,CL:0000649
EpD_KRT5_Granular,,,CL:0002189
Imm_DC,,,CL:0001056
Imm_Langerhans,,,CL:0000453
Imm_Macrophage,,,CL:0000235
Imm_Mono,,,CL:0000576
Imm_NK,,,CL:0000623
Imm_Tc,,,CL:0000910
Imm_Th,,,CL:0000912
Imm_Treg,,,CL:0000815
Mes_FibroDS,,,CL:0000057
Mes_FibroInflammatory,,,CL:0002620
Mes_FibroPapillary,,,CL:1000302
Mes_FibroReticular,,,CL:1000302
Mes_PeriV,,,CL:0000669
Mes_PeriVInflammatory,,,CL:0000669
Mixed_Erythocytes,,,CL:0000232
Schwann_Melano,,,CL:1000458
