clusterName,gene
EpD_KRT4_diffSpinous,THEM5
EpD_KRT4_diffSpinous,KRTDAP
EpD_KRT4_diffSpinous,KRT2
EpD_KRT4_diffSpinous,SBSN
EpD_KRT3_earlySpinous,KRT1
EpD_KRT3_earlySpinous,KRT10
EpD_KRT3_earlySpinous,LY6D
EpD_KRT1_Basal,COL17A1
EpD_KRT1_Basal,KRT15
EpD_KRT0_StemCyclingKeratinocyte,CDK1
EpD_KRT0_StemCyclingKeratinocyte,ANLN
EpD_KRT0_StemCyclingKeratinocyte,CENPW
EpD_KRT2_Basalinflammatory,KRT15
EpD_KRT2_Basalinflammatory,SYT8
EpD_KRT2_Basalinflammatory,KRT14
Imm_NK,MCTP2
Imm_NK,DIP2C
Imm_Tc,TPSAB1
Imm_Macrophage,C1QC
Imm_Macrophage,C1QB
Imm_Langerhans,FCGBP
Imm_Langerhans,CD207
Mes_PeriVInflammatory,MT1A
Mes_PeriVInflammatory,C11orf96
Imm_DC,LYZ
Endo_Endothelial,ADGRL4
Imm_Mono,TLR2
EpD_HF_HairFollicle,PPP1R1B
EpD_HF_HairFollicle,S100A1
EpD_KRT5_Granular,KLK7
Schwann_Melano,DCT
Mixed_Erythocytes,GCNT1
Mixed_Erythocytes,HFM1
Mixed_Erythocytes,KRT5
Mes_FibroReticular,MFAP5
Mes_FibroReticular,CTHRC1
Mes_FibroDS,CDH11
Mes_FibroDS,GPC3
Mes_FibroPapillary,COL23A1
Mes_FibroPapillary,SFRP2
Mes_FibroInflammatory,CYGB
Mes_FibroInflammatory,C3
Endo_Endo-Lymph,CCL21
Endo_Endo-Lymph,TFF3
Mes_PeriV,ENSG00000249669
Mes_PeriV,ACTA2
Imm_Th,IL7R
Imm_Th,TRAT1
Imm_Th,CD48
Imm_Treg,CTLA4
