author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
"Alveolar epithelial cells, type 1",0.9829858394689069,0.009308341108233247,0.9873166798979982,144
"Alveolar epithelial cells, type 2",0.4051772887801046,0.2809265877735485,0.521364871221073,4909
B cells,0.7432538200879748,0.09409598289520191,0.7581205955805947,3640
Basal cells,0.5160775802639566,0.13018663932190805,0.5548229015744804,1743
"CD8+ enriched T, common subtype",-0.0035977762343569683,0.298676383760731,0.017877938167012608,2957
"Chondrocytes, cartilage cells",0.9197080972530843,0.047155981155961924,0.9368364090958399,290
"Ciliated cells, major (common) subtype",0.18164249224785203,0.23838921892147313,0.25639949895317304,6194
"Ciliated cells, secretory-like",0.22947953291884396,0.25797178941773136,0.3299832637696861,2715
"Dendritic cells, conventional (myeloid)",0.06313536622593051,0.33299384157942374,0.17754874849407076,1317
"Dendritic cells, plasmacytoid",0.9734750199669738,0.025071628181421092,0.9807478660914242,66
"Endothelial cells, arterial",0.466756558200632,0.33398179224411434,0.6047957715507437,146
"Endothelial cells, capillary, aerocyte-enriched",0.21723735585277545,0.2782273535025319,0.2690275737824665,2634
"Endothelial cells, capillary, common",0.3404999925350748,0.2969734152728566,0.4755962813575422,3017
"Endothelial cells, lymphatic",0.7999648058604323,0.07995305333881936,0.8320936195408813,603
"Endothelial cells, smooth muscle-like",0.6360350835555774,0.2154345554737522,0.707226373736515,375
"Endothelial cells, venous; fenestrated",0.2798995903035011,0.2531094804282501,0.3531406032410389,4743
"Fibroblasts, adventitial-enriched",0.6136720591766626,0.17863716471806326,0.6797555435716485,956
"Fibroblasts, alveolar-enriched",0.38483891882260995,0.3480649010061778,0.5595640633670655,169
"Fibroblasts, common subtype",0.23788236903560975,0.3120521646147477,0.37166720751595095,3260
"Fibroblasts, matrix and myofibroblasts",0.15604175985022373,0.41039258735856926,0.3805194395847014,277
"Glandular, mucous cells",0.8224928598938787,0.09711704171180013,0.8651638542802692,206
"Glandular, serous cells",0.6696308275112843,0.18029132967033212,0.7255340881910095,878
"Glial, Schwann cells",0.984781758287382,0.005826998119427322,0.9874005548263396,124
Hybrid cells,0.5214677298483559,0.3213551508291891,0.6455469564590605,685
Intermediate cells,0.47542299831313944,0.1851000899268736,0.5357903977240142,2064
Ionocytes,0.9835063005734526,0.007486662431028022,0.9863127909450052,80
"Macrophages, M1-2 intermediate",0.38044881221228566,0.18357042933503076,0.4402357535217848,1246
"Macrophages, inflammatory, M1-like",0.7355797873944269,0.1423644183601983,0.7771207143551992,1254
"Macrophages, non-inflammatory, M2-like",0.5275062125581299,0.18839844027249578,0.5998046481216358,1352
Mast cells,0.8418310578180587,0.030101145561410678,0.8471273472785931,1339
Monocytes,0.21118886728788408,0.29684212697865153,0.31358387231853424,4935
Myoepithelial cells,0.5009498040521174,0.2835543512645745,0.5536615125817491,29
Natural killer cells,0.564091977284638,0.11904651232072468,0.596640979290494,2003
Neuroendocrine cells,0.9914356430056832,0.003968908241696445,0.9931439450840606,103
Neutrophils,0.7786900795236037,0.07227762111098517,0.794978774700807,4052
Pericytes,0.7848059371042091,0.15723593550835965,0.8339278916419534,455
Plasma cells,0.9472062557204213,0.09487491314012886,0.9583743356952165,396
Pre-ciliated (deuterosomal) cells,0.5796100826030252,0.18189424546675292,0.6497370673848304,438
"Secretory cells, major (common) subtype",-0.06359472453382434,0.23355612354850389,-0.014436226811647426,3572
"Secretory cells, mucous",0.06113323683461909,0.15908066258094958,0.1035877179439232,1169
"Smooth muscle cells, airway-enriched",0.8212894602150197,0.1506011802959898,0.8574188983378659,468
"Smooth muscle cells, vascular enriched 1",0.3094061409527867,0.26199268676851284,0.3963508466030638,2571
"Smooth muscle cells, vascular enriched 2",0.4518401931748622,0.2213225159063219,0.5102561298215693,800
"T cells, central memory and naïve",0.18166084743039568,0.3086539351741711,0.2839841086349499,8947
"T cells, interferon-stimulated",0.7984862398195156,0.12981031236818966,0.8378624592045004,270
"T cells, resident memory",0.6768169046081174,0.1221468090352015,0.7249613241092997,627
"T cells, undefined",0.6979682788179219,0.110995459702762,0.7180840496372229,1010
T-NK intermediate cells,0.09798607341547681,0.24655175777331648,0.1358085212319158,3806
Terminal airway-enriched secretory cells,0.21380913053985376,0.2433163610811735,0.2957135905162783,554
Undetermined or mixed,-0.4662763997448574,0.24407310850214214,-0.3758703404475955,388
