cluster_order
Mast cells
"T cells, interferon-stimulated"
"T cells, central memory and naïve"
"CD8+ enriched T, common subtype"
"T cells, resident memory"
T-NK intermediate cells
Natural killer cells
"Dendritic cells, plasmacytoid"
B cells
Plasma cells
"Endothelial cells, lymphatic"
"Endothelial cells, venous; fenestrated"
"Endothelial cells, smooth muscle-like"
"Endothelial cells, arterial"
"Endothelial cells, capillary, common"
"Endothelial cells, capillary, aerocyte-enriched"
"Glial, Schwann cells"
Pericytes
Undetermined or mixed
"T cells, undefined"
Ionocytes
Neuroendocrine cells
"Chondrocytes, cartilage cells"
"Fibroblasts, adventitial-enriched"
"Fibroblasts, alveolar-enriched"
"Fibroblasts, matrix and myofibroblasts"
"Fibroblasts, common subtype"
"Smooth muscle cells, vascular enriched 1"
"Smooth muscle cells, vascular enriched 2"
"Smooth muscle cells, airway-enriched"
Myoepithelial cells
"Ciliated cells, secretory-like"
"Ciliated cells, major (common) subtype"
Pre-ciliated (deuterosomal) cells
"Glandular, serous cells"
"Glandular, mucous cells"
"Secretory cells, major (common) subtype"
"Secretory cells, mucous"
Hybrid cells
Terminal airway-enriched secretory cells
Intermediate cells
Basal cells
"Alveolar epithelial cells, type 1"
"Alveolar epithelial cells, type 2"
"Macrophages, non-inflammatory, M2-like"
"Macrophages, M1-2 intermediate"
"Dendritic cells, conventional (myeloid)"
"Macrophages, inflammatory, M1-like"
Monocytes
Neutrophils
