cluster_order
"Ciliated cells, major (common) subtype"
"Ciliated cells, secretory-like"
"Alveolar epithelial cells, type 1"
"Alveolar epithelial cells, type 2"
Pre-ciliated (deuterosomal) cells
"Secretory cells, major (common) subtype"
"Secretory cells, mucous"
Hybrid cells
Terminal airway-enriched secretory cells
"Glandular, mucous cells"
"Glandular, serous cells"
Intermediate cells
Basal cells
"Fibroblasts, alveolar-enriched"
"Fibroblasts, common subtype"
"Fibroblasts, matrix and myofibroblasts"
"Fibroblasts, adventitial-enriched"
"Chondrocytes, cartilage cells"
Myoepithelial cells
"Smooth muscle cells, airway-enriched"
"Smooth muscle cells, vascular enriched 2"
"Smooth muscle cells, vascular enriched 1"
Pericytes
"Glial, Schwann cells"
"Endothelial cells, capillary, aerocyte-enriched"
"Endothelial cells, capillary, common"
"Endothelial cells, arterial"
"Endothelial cells, smooth muscle-like"
"Endothelial cells, venous; fenestrated"
"Endothelial cells, lymphatic"
Neuroendocrine cells
Ionocytes
Plasma cells
"Dendritic cells, plasmacytoid"
B cells
"T cells, undefined"
Undetermined or mixed
Natural killer cells
T-NK intermediate cells
"T cells, resident memory"
"CD8+ enriched T, common subtype"
"T cells, central memory and naïve"
"T cells, interferon-stimulated"
Mast cells
Neutrophils
Monocytes
"Macrophages, inflammatory, M1-like"
"Dendritic cells, conventional (myeloid)"
"Macrophages, M1-2 intermediate"
"Macrophages, non-inflammatory, M2-like"
