,"Alveolar epithelial cells, type 1","Alveolar epithelial cells, type 2",B cells,Basal cells,"CD8+ enriched T, common subtype","Chondrocytes, cartilage cells","Ciliated cells, major (common) subtype","Ciliated cells, secretory-like","Dendritic cells, conventional (myeloid)","Dendritic cells, plasmacytoid","Endothelial cells, arterial","Endothelial cells, capillary, aerocyte-enriched","Endothelial cells, capillary, common","Endothelial cells, lymphatic","Endothelial cells, smooth muscle-like","Endothelial cells, venous; fenestrated","Fibroblasts, adventitial-enriched","Fibroblasts, alveolar-enriched","Fibroblasts, common subtype","Fibroblasts, matrix and myofibroblasts","Glandular, mucous cells","Glandular, serous cells","Glial, Schwann cells",Hybrid cells,Intermediate cells,Ionocytes,"Macrophages, M1-2 intermediate","Macrophages, inflammatory, M1-like","Macrophages, non-inflammatory, M2-like",Mast cells,Monocytes,Myoepithelial cells,Natural killer cells,Neuroendocrine cells,Neutrophils,Pericytes,Plasma cells,Pre-ciliated (deuterosomal) cells,"Secretory cells, major (common) subtype","Secretory cells, mucous","Smooth muscle cells, airway-enriched","Smooth muscle cells, vascular enriched 1","Smooth muscle cells, vascular enriched 2","T cells, central memory and naïve","T cells, interferon-stimulated","T cells, resident memory","T cells, undefined",T-NK intermediate cells,Terminal airway-enriched secretory cells,Undetermined or mixed
ENSG00000168994,0.0,0.0,0.0,0.0,0.0,0.9341927433935826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223518909772621,0.0,0.9480158249347005,0.0,0.0,0.0,0.0,0.0,0.0,0.9183673469387755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9679614534382868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112739,0.0,0.0,0.0,0.0,0.0,0.0,0.8959615664039543,0.8653778897988363,0.0,0.9219898508728123,0.0,0.0,0.0,0.0,0.8661288896385843,0.0,0.859282785395917,0.0,0.0,0.0,0.0,0.0,0.0,0.8737438265066004,0.0,0.9006759863147208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198721,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815131795238881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757436141313477,0.0,0.0,0.0,0.960721694653097,0.9591836734693877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910520097173114,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000096696,0.0,0.0,0.0,0.8790971319715501,0.0,0.0,0.8857315955509993,0.0,0.0,0.0,0.0,0.0,0.0,0.8701300708591617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8741927757528694,0.9167086763220554,0.9039948392602317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8839967264859104,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000239264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591836734693877,0.0,0.9656884636147581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933239701310563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111843,0.0,0.638513115812326,0.0,0.6476872327098467,0.0,0.691857087976524,0.6349445227337991,0.0,0.6391178683870783,0.0,0.0,0.0,0.0,0.6784923677746201,0.7190857125499184,0.6297844245404662,0.7102577165467318,0.0,0.0,0.7330684923064852,0.0,0.0,0.0,0.6351907766583327,0.6864676641400108,0.6444039173057285,0.0,0.0,0.6362210825750628,0.0,0.0,0.0,0.0,0.6606613257712642,0.0,0.0,0.0,0.6318241565284053,0.0,0.6122448979591837,0.7322643046325453,0.6130740291162595,0.6289070265726728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137210,0.0,0.8018619085544338,0.0,0.0,0.0,0.0,0.8880397961421395,0.8695743902643386,0.0,0.0,0.0,0.0,0.0,0.0,0.8094748974563668,0.0,0.8221975637238481,0.0,0.0,0.0,0.7755102040816326,0.0,0.0,0.8558625271789893,0.8165321333811911,0.0,0.0,0.0,0.7949407706008894,0.0,0.0,0.0,0.0,0.8305329894624037,0.0,0.0,0.0,0.9151159164345994,0.0,0.0,0.7921454985538807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111859,0.914583011707639,0.0,0.0,0.8707722051082707,0.0,0.8591000420290732,0.0,0.0,0.0,0.0,0.9012014793783629,0.0,0.8627119128881999,0.0,0.8964677242268114,0.8820033381251017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000095951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078401,0.0,0.0,0.0,0.9693359990220335,0.0,0.0,0.0,0.0,0.0,0.0,0.9790670090401552,0.0,0.0,0.0,0.9591836734693877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9030598872764931,0.9125969629068478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979591836734694,0.9045872290456415,0.0,0.9011997323457892,0.0,0.0,0.0,0.9699128316542118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000225921,0.0,0.0,0.0,0.0,0.0,0.7677161212260177,0.8070098973519142,0.7551020408163265,0.0,0.8045419238358321,0.0,0.0,0.0,0.0,0.7995509325271565,0.0,0.8009687413786122,0.0,0.0,0.0,0.0,0.0,0.0,0.7844711815776835,0.7732283830918331,0.7775596068672933,0.0,0.0,0.7554204718397719,0.0,0.0,0.0,0.0,0.7553080280038813,0.0,0.0,0.0,0.7756882810663568,0.0,0.0,0.7762615776545052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000050393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991910525523777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112149,0.0,0.0,0.919469589309042,0.0,0.0,0.0,0.0,0.0,0.8977837099152197,0.9242728360300282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874151670091132,0.8785983494177421,0.8619484826671876,0.8571428571428571,0.8603053160330394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007944,0.0,0.8534274552316872,0.0,0.8768124807364985,0.0,0.0,0.8756010635632435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876577159939651,0.0,0.0,0.0,0.0,0.9019152350637454,0.0,0.0,0.0,0.9154075407119195,0.8385390544250654,0.0,0.0,0.0,0.8367346938775511,0.0,0.0,0.0,0.0,0.8465755997165406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230873,0.0,0.0,0.0,0.0,0.0,0.0,0.9609192639803693,0.9445292793350822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387755102040817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9458361199205546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124795,0.0,0.7360640152407416,0.0,0.7888291388367211,0.0,0.7813219771311067,0.7526831765311844,0.0,0.7764484245944696,0.0,0.0,0.0,0.0,0.0,0.8263405442457044,0.0,0.7421798777939026,0.0,0.0,0.0,0.0,0.0,0.0,0.7618000478850281,0.7468397516259528,0.0,0.0,0.8173865894536245,0.7346938775510204,0.0,0.0,0.0,0.0,0.7452392214716849,0.0,0.0,0.0,0.7630763301246004,0.0,0.0,0.766731289480795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172201,0.0,0.0,0.0,0.8356044971041616,0.0,0.7710607911152845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7809360031478008,0.0,0.7551020408163265,0.0,0.0,0.0,0.0,0.0,0.8278218048533239,0.7923140604746791,0.0,0.8037737151074669,0.0,0.0,0.0,0.0,0.0,0.8360367125775217,0.0,0.8833290670120733,0.0,0.0,0.0,0.0,0.0,0.7633556155498826,0.8122325830879406,0.8622075226848267,0.8323461253566167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124766,0.0,0.0,0.0,0.7013431636162355,0.0,0.0,0.6600675699432198,0.6630457792500528,0.0,0.6930412989793443,0.0,0.0,0.0,0.0,0.6708595485162563,0.0,0.6737907316980787,0.0,0.0,0.6530612244897959,0.6741368039126027,0.0,0.6947813524034505,0.7244108039523696,0.6831977852081931,0.8118393554516411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6647953123244902,0.0,0.0,0.0,0.665006729952355,0.7147468443793846,0.6582400625775917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768859473124069,0.8314974567808027
ENSG00000112308,0.0,0.0,0.0,0.0,0.0,0.0,0.8850422407205097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9051163146707492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9054910520732056,0.8775510204081632,0.0,0.0,0.9069882307074393,0.9170599765189791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900625774576032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111913,0.0,0.0,0.0,0.0,0.0,0.0,0.9925104932921712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187837,0.0,0.0,0.0,0.0,0.0,0.9079208669907848,0.9108679428452575,0.8979591836734694,0.0,0.9471814141558668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9049440332955215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9647239063312678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197061,0.0,0.0,0.0,0.9355572534930697,0.0,0.0,0.0,0.0,0.0,0.9341369169069773,0.0,0.0,0.0,0.0,0.9230056831024337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979591836734694,0.9118960165136447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9295446889279689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804493179051379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9432345210156428,0.0,0.9341097061579204,0.0,0.9183673469387755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9249784065905094,0.9194550967454883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000206503,0.2487939953285906,0.11027559178762433,0.3260774218942283,0.1290107076160208,0.39287591876894257,0.14803675199726057,0.13842644620383182,0.12127038041039129,0.3273293952729373,0.2527746350648163,0.4715836743345953,0.5314641560659639,0.48609427587435705,0.40422613918144473,0.33301034899135623,0.36900386995407153,0.19931669711912012,0.08665992495865536,0.14179187386628025,0.22817136247960623,0.11281589462746962,0.0,0.14210663836921933,0.14592723585355416,0.18602632768477828,0.4630498643603497,0.33748765103631634,0.4874409754830493,0.38332987291761,0.19666255343802086,0.3589069913730015,0.0,0.45329965168886394,0.19755004542302795,0.4710792474443702,0.13049290010223957,0.08163265306122448,0.10436338160389487,0.1572772960803293,0.14545970620772006,0.0846555086067902,0.15147811833185715,0.1064036083472662,0.33667888667636253,0.3779723460720432,0.3964096222618155,0.0,0.41701862575635723,0.1302771203454183,0.0
ENSG00000066379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460279863110755,0.0,0.9387755102040817,0.0,0.0,0.0,0.0,0.0,0.0,0.9422415441966104,0.9604322227936517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204592,0.0,0.17061983339567646,0.3959614182148535,0.24407249484839919,0.3845150056814355,0.2830703152466156,0.22284257411884498,0.16495317693376585,0.3866811762246437,0.18420020360610997,0.6396598929634655,0.6977301140724039,0.6830163793541844,0.6042693871389937,0.5711190818190013,0.5781215482304668,0.2315771961345104,0.2027345499598718,0.3219133599584427,0.24735813910545457,0.16929626551557356,0.0,0.3075899571285751,0.21228420951065383,0.25316578214025226,0.31086029666712606,0.3963565859799314,0.4739567594754748,0.40721555130482684,0.29300805141051534,0.4021152823688536,0.21593265321542363,0.5332751997199631,0.0,0.5406046118216309,0.0,0.20782690029322096,0.0,0.14285714285714285,0.15260732421194786,0.1507286918554454,0.2584556616745383,0.1725507477650274,0.36645625726890674,0.4158885048157434,0.3896262189781053,0.0,0.43454465891141497,0.14654576795026128,0.0
ENSG00000204590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891955922723995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204569,0.0,0.4663433231279856,0.0,0.57778010548747,0.0,0.5022881291105484,0.652382297080254,0.5774039371210178,0.5490905679223804,0.6869847070823848,0.6405134751441947,0.6216174500545512,0.6094713262625551,0.5249423408784545,0.6293203470939137,0.4173622066233849,0.49945096280329515,0.0,0.5997950384470183,0.0,0.0,0.0,0.6828647171685235,0.6001320336801833,0.5065685548233422,0.5152691553762813,0.40816326530612246,0.0,0.5717045001244252,0.0,0.0,0.0,0.0,0.48604673258593917,0.0,0.0,0.4362775830792604,0.5174574804206075,0.0,0.42273866056349,0.0,0.4345780418918168,0.0,0.0,0.442909432290845,0.0,0.8466636223999107,0.0,0.4416026055026402,0.8109383310891961
ENSG00000204568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984733425549996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9609183320439576,0.0,0.0,0.0,0.0,0.0,0.9591836734693877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9662609258811173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196230,0.0,0.0,0.0,0.5511039421358309,0.0,0.5365586297532768,0.0,0.0,0.6140817423890033,0.5864245877145667,0.6050554883514201,0.0,0.5244362205924916,0.6450136172626597,0.6372032026229092,0.5944740317546808,0.7900445228297894,0.6727933079619494,0.0,0.6295689984488595,0.0,0.0,0.0,0.5102040816326531,0.529146599817635,0.5751820582577388,0.6296521881098591,0.6836125765804102,0.6108796840101826,0.0,0.5408793530842332,0.5681412406527503,0.0,0.5509280273229179,0.0,0.0,0.0,0.0,0.0,0.0,0.6869867962655206,0.6586524712321955,0.6617576682787403,0.0,0.0,0.0,0.0,0.0,0.5106244181042726,0.0
ENSG00000137312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162962343527257,0.0,0.0,0.0,0.8962716522004404,0.8828576194305532,0.8474154693743846,0.0,0.0,0.0,0.0,0.0,0.0,0.8367346938775511,0.0,0.0,0.0,0.8835220734877274,0.8367387045220595,0.0,0.0,0.0,0.0,0.8418566056753959,0.0,0.0,0.0,0.8432468827385305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137331,0.0,0.2781836918802365,0.0,0.5534988953072844,0.0,0.6339247786665653,0.28094961762619103,0.2803490321918033,0.4174417421504135,0.0,0.4894687203245205,0.46811555360147544,0.4938099716793277,0.40673436251590245,0.5147210020119147,0.5039420502364144,0.5243232452429666,0.35415727104216593,0.5147211554515972,0.4166415425639483,0.30456674329296435,0.0,0.5845938331258036,0.3492462868019414,0.4949154529837131,0.38826936993701266,0.40964633459712774,0.45783325071928455,0.3398964096088948,0.30002882827453115,0.5583732447293539,0.4583079955057542,0.0,0.3040834916899387,0.5729989117848361,0.0,0.0,0.2653061224489796,0.38286185593414734,0.36126432407453213,0.38011630714622374,0.4092493918478037,0.38632306829862323,0.0,0.0,0.0,0.0,0.0,0.3267926104552305,0.558321481293861
ENSG00000204580,0.0,0.0,0.0,0.0,0.0,0.0,0.9722646155796758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9655090889222894,0.9591836734693877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196260,0.9795918367346939,0.9818285044656828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
