organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
respiratory_system,Rustam,Am J Respir Crit Care Med,2023,10.1164/rccm.202207-1384OC,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,https://cellxgene.cziscience.com/collections/4f30b962-d49b-4624-a233-64f048cf8632,https://cellxgene.cziscience.com/e/b61a921b-7fa3-4b42-b455-aaaf32447920.cxg/,https://datasets.cellxgene.cziscience.com/861b6b12-f9c9-4434-8d09-695a5156ce23.h5ad,author_cell_type,X_umap,85976,50,0.5982228137060649,0.5187726550561562,0.18433525963095218,0.7881332599118943,0.7303990830634671,17
