clusterName,gene
Ionocytes,ENSG00000087128
Ionocytes,ENSG00000168269
Neuroendocrine cells,ENSG00000134443
Neuroendocrine cells,ENSG00000100604
Pericytes,ENSG00000050555
Undetermined or mixed,ENSG00000197943
Undetermined or mixed,ENSG00000204103
Mast cells,ENSG00000197253
Mast cells,ENSG00000172236
T-NK intermediate cells,ENSG00000105374
T-NK intermediate cells,ENSG00000127824
Natural killer cells,ENSG00000180644
Natural killer cells,ENSG00000137441
B cells,ENSG00000156738
Plasma cells,ENSG00000211895
Intermediate cells,ENSG00000206075
Intermediate cells,ENSG00000057149
Basal cells,ENSG00000171346
Basal cells,ENSG00000186081
Monocytes,ENSG00000085265
Monocytes,ENSG00000124882
Neutrophils,ENSG00000119535
Myoepithelial cells,ENSG00000128422
Myoepithelial cells,ENSG00000163017
Pre-ciliated (deuterosomal) cells,ENSG00000164287
Pre-ciliated (deuterosomal) cells,ENSG00000117399
Hybrid cells,ENSG00000197446
Hybrid cells,ENSG00000124875
Hybrid cells,ENSG00000168447
Hybrid cells,ENSG00000086548
Terminal airway-enriched secretory cells,ENSG00000181458
Terminal airway-enriched secretory cells,ENSG00000168878
