organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,session_id,filtered_h5ad_path,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,filtered_cell_count,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
respiratory_system,Rustam,2023,author_cell_type,X_umap,chronic obstructive pulmonary disease | normal,TRUE,,,10.1164/rccm.202207-1384OC,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,A Unique Cellular Organization of Human Distal Airways and Its Disarray in Chronic Obstructive Pulmonary Disease,861b6b12-f9c9-4434-8d09-695a5156ce23,Am J Respir Crit Care Med,https://cellxgene.cziscience.com/collections/4f30b962-d49b-4624-a233-64f048cf8632,https://cellxgene.cziscience.com/e/b61a921b-7fa3-4b42-b455-aaaf32447920.cxg/,https://datasets.cellxgene.cziscience.com/861b6b12-f9c9-4434-8d09-695a5156ce23.h5ad,UBERON:0002041 | UBERON:0002184 | UBERON:0002185,PATO:0000461,HsapDv:0000105 | HsapDv:0000106 | HsapDv:0000114 | HsapDv:0000118 | HsapDv:0000126 | HsapDv:0000131 | HsapDv:0000133 | HsapDv:0000135 | HsapDv:0000155 | HsapDv:0000157 | HsapDv:0000160 | HsapDv:0000161,UBERON:0002185: 50,064 | UBERON:0002041: 25,535 | UBERON:0002184: 21,144,EFO:0009922: 83,044 | EFO:0009899: 13,c63a5e,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cdddd3d80718c05f0785/work/88/5aa7b5d3bf731f1bb8f1f748adcfae/respiratory_system_Rustam_Am_J_Respir_Crit_Care_Med_2023_author_cell_type_X_umap_56ce23_adata_filtered.h5ad,respiratory_system_Rustam_Am_J_Respir_Crit_Care_Med_2023_author_cell_type_X_umap_56ce23,author_cell_type,50,0.5982228137060649,0.5666442362655162,0.30679654391797284,85976,32,12,6,0.7881332599118943,0.7303990830634671
