cluster,count
Epithelial cell (basal keratinocyte),1320
Endothelial cell (vascular),730
Fibroblast,529
Unknown,452
Epithelial cell (suprabasal keratinocyte),432
Sweat gland cell,300
Endothelial cell (lymphatic),293
Melanocyte,272
Sebaceous gland cell,230
Epithelial cell (mature keratinocyte),195
Pericyte/SMC,186
Immune (DC/macrophage),121
Immune (T cell),75
Epithelial cell (cornified keratinocyte),72
Adipocyte,62
Immune (Langerhans),48
Immune (mast cell),10
