,Adipocyte,Endothelial cell (lymphatic),Endothelial cell (vascular),Epithelial cell (basal keratinocyte),Epithelial cell (cornified keratinocyte),Epithelial cell (mature keratinocyte),Epithelial cell (suprabasal keratinocyte),Fibroblast,Immune (DC/macrophage),Immune (Langerhans),Immune (T cell),Immune (mast cell),Melanocyte,Pericyte/SMC,Sebaceous gland cell,Sweat gland cell,Unknown
ENSG00000121310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1215096,0.0,0.0
ENSG00000162407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.455274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162599,0.0,2.0724728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,2.9221,2.3225913,0.0
ENSG00000132849,0.0,0.0,0.0,2.388414,0.0,2.1665335,2.14961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1864836,0.0
ENSG00000116754,0.0,0.0,0.0,2.0951133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1558044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184005,0.0,3.232025,2.779532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162618,0.0,0.0,2.62973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2979546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137962,0.0,0.0,1.886382,0.0,2.623782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4887817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134215,0.0,2.5669825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2189652,0.0,0.0,0.0,0.0,0.0
ENSG00000121957,0.0,0.0,0.0,1.9839846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175984,0.0,0.0,0.0,0.0,2.3679907,1.8878847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.721214,0.0
ENSG00000265972,2.949812,0.0,0.0,2.3942688,0.0,0.0,0.0,0.0,2.2328486,0.0,2.0345666,0.0,0.0,0.0,3.4575074,0.0,2.893981
ENSG00000143369,0.0,0.0,0.0,0.0,2.8993654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163141,0.0,0.0,0.0,0.0,0.0,1.9219549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143631,0.0,0.0,0.0,0.0,3.0351186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143520,0.0,0.0,0.0,0.0,3.6913939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159455,0.0,0.0,0.0,0.0,2.1934423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000203786,0.0,0.0,0.0,0.0,1.911371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000203782,0.0,0.0,0.0,0.0,3.4364386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4870176,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075391,0.0,0.0,1.9751025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135821,2.7913365,0.0,0.0,0.0,0.0,0.0,0.0,3.1536555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8591888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0445225,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000000971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5402029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9539628,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081277,0.0,0.0,0.0,0.0,0.0,2.7913013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62673885
ENSG00000133048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9352088,0.0,0.0
ENSG00000162877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4530725,0.0,0.0
ENSG00000266028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0670288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152104,0.0,0.0,0.0,2.0816522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9028788,0.0
ENSG00000162923,0.0,0.0,0.0,0.0,2.932788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,2.3306916,0.0,3.0154724,0.0,0.0
ENSG00000117020,0.0,2.454301,3.0104094,0.0,0.0,0.0,0.0,3.0163913,0.0,0.0,2.7679136,0.0,0.0,2.450601,0.0,0.0,0.0
ENSG00000185420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2839975,0.0,0.0,0.0,0.0,0.0
ENSG00000172554,0.0,2.1330388,3.309157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2189652,0.0,0.0,0.0,0.0,0.0
ENSG00000143797,0.0,0.0,0.0,0.0,0.0,2.7913013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134317,0.0,0.0,0.0,0.0,0.0,2.0174205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143882,0.0,0.0,0.0,0.0,2.7808197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9501274,0.0,0.0
ENSG00000115760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4156587,0.0,0.0,0.0,0.0,1.8651769,0.0,0.0
ENSG00000143924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5412796,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6703858,0.0,0.0,0.0,0.0,0.0
ENSG00000152527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8923573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116016,0.0,0.0,2.020063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115306,0.0,2.4860075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3690176,0.0,0.0
ENSG00000115464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2189652,0.0,0.0,0.0,0.0,0.0
ENSG00000115504,0.0,0.0,0.0,2.3897576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144036,0.0,0.0,0.0,2.7363157,2.9059556,3.1096535,2.8411546,0.0,0.0,0.0,0.0,3.0350857,0.0,0.0,0.0,0.0,0.0
ENSG00000168883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138308,0.0,0.0,0.0,0.0,0.0
ENSG00000144218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.929324,0.0,0.0,0.0,0.0
ENSG00000163162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.130801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3408122,0.9700521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93968594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853478,0.0
ENSG00000136002,0.0,0.0,0.0,0.0,0.0,1.668608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152127,0.0,2.4042833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31031,0.0,0.0,0.0,0.0,0.0
ENSG00000075884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0145464,1.3483685,0.0,0.0,0.0,0.0,0.0
ENSG00000169554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5327032,0.0,0.0,0.0,2.5343049,0.0,0.0,0.0,0.0
ENSG00000150556,0.0,0.0,0.0,0.0,0.0,1.604973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8873258,0.0,0.0,0.0,0.0
ENSG00000153246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.239366,0.0,0.0
ENSG00000169507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2175577,0.0,0.0,0.0,0.0,0.0
ENSG00000198648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.084433,0.0
ENSG00000172292,0.0,0.0,0.0,2.6858416,0.0,0.0,0.0,0.0,2.455274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000091409,0.0,0.0,1.9751025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000091428,0.0,0.0,0.0,0.0,2.3162053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000003436,0.0,3.0306604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4165475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6369243,2.9144123,3.001737,2.8897429,2.323182,0.0,0.0,0.0,0.0
ENSG00000003402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033552,0.0,0.0
ENSG00000173166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9094148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9932973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078018,0.0,0.0,0.0,0.0,0.0,2.2072425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6839662,0.0
ENSG00000144452,0.0,0.0,0.0,0.0,2.4892952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3949993,0.0,0.0,0.0
ENSG00000124003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3848197,0.0,0.0
ENSG00000153823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9385843,2.3408122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6099539,0.0,0.0,0.0,0.0
ENSG00000157985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7108388,0.0,0.0,0.0,0.0,0.0
ENSG00000163359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.782014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162804,0.0,2.254699,0.0,0.0,0.0,0.0,0.0,3.038826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.705164,0.0,0.0
ENSG00000088726,0.0,0.0,0.0,0.0,2.3610044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000206560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.099023,0.0,0.0,0.0,1.1138308,0.0,0.0,0.0,0.0,0.0
ENSG00000151789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.516157,0.0,0.0
ENSG00000144642,0.0,2.8576398,0.0,0.0,0.0,0.0,0.0,2.8065128,0.0,0.0,0.0,0.0,0.0,2.897211,0.0,0.0,0.0
ENSG00000163513,0.0,2.3348935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138308,0.0,0.0,0.0,0.0,0.0
ENSG00000144674,0.0,0.0,0.0,0.0,0.0,2.4690154,2.091981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7186046,0.0,0.0
ENSG00000160796,0.0,0.0,0.0,0.0,0.0,1.9581814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114270,0.0,0.0,0.0,2.6920204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5790975,0.0,0.0
ENSG00000088538,0.0,0.0,0.0,0.0,0.0,1.525712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9671187,0.0,0.0
ENSG00000144724,2.8275318,0.0,0.0,0.0,0.0,0.0,0.0,3.845169,0.0,0.0,0.0,0.0,0.0,3.2192664,0.0,0.0,0.0
ENSG00000151276,2.4632893,3.031286,3.173729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0512261,0.0
ENSG00000114541,0.0,2.635721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1155427,0.0,0.0,0.0,0.0
ENSG00000114861,0.0,2.6539488,2.5132215,0.0,0.0,0.0,0.0,0.0,2.8955812,2.282526,2.7242525,1.2982695,0.0,0.0,2.3136973,2.5675445,0.0
ENSG00000114480,2.7210145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181458,0.0,0.0,0.0,0.0,0.0,2.5380533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9195485,0.0,0.0
ENSG00000114423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.952241,0.0,0.0,2.0345666,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114529,0.0,0.0,0.0,0.0,0.0,2.9926975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181722,0.0,3.0294108,3.0355206,1.7091017,0.0,0.0,0.0,3.2898855,2.1330388,2.4165475,2.4870176,3.1465003,0.0,2.700583,0.0,2.760254,0.0
ENSG00000185565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4739776,0.0,0.0,0.0,0.0,2.781837,0.0,0.0,0.0,0.0
ENSG00000160145,0.0,3.1515117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31031,0.0,0.0,0.0,0.0,0.0
ENSG00000155903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8442688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3779335,0.0,0.0
ENSG00000152601,0.0,2.1570113,2.6744516,2.2895832,0.0,0.0,0.0,0.0,2.870894,2.3237734,2.7417293,0.0,2.4374647,0.0,0.0,0.0,0.0
ENSG00000085276,0.0,0.0,3.0745363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1845741,0.0,0.0,0.0,0.0,0.0
ENSG00000075420,2.6151085,0.0,2.1706605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5748427,1.8685887,0.0
ENSG00000113916,2.1740503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1072516,2.3022182,0.0,0.0
ENSG00000145012,2.863854,0.0,0.0,0.0,0.0,0.0,0.0,2.8279583,2.6466115,2.3166337,0.0,1.1138308,2.8118453,3.8663018,0.0,0.0,0.0
ENSG00000073282,0.0,0.0,0.0,2.564765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163347,0.0,0.0,0.0,1.9227024,0.0,0.0,0.8917372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.005845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152953,0.0,2.510592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,0.0,0.0,0.0
ENSG00000137449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.414422,0.0,0.0,0.0,0.0
ENSG00000169744,0.0,3.4750333,2.9988728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8257155,2.2979546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047365,0.0,0.0,0.0,0.0,1.7312834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7764115,0.0,0.0
ENSG00000163697,0.0,0.0,2.0834832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1465003,2.7526636,0.0,0.0,0.0,0.0
ENSG00000171476,0.0,0.0,0.0,0.0,0.0,2.848401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109193,0.0,0.0,0.0,2.379479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7006152,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,0.0,0.0,0.0
ENSG00000138670,4.779941,2.0634203,2.363183,3.035048,3.7575505,3.6641464,3.1869938,2.5620005,2.8287072,3.0732017,2.885944,3.0237596,2.8971992,2.8867435,2.3791971,3.059259,3.567933
ENSG00000138678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3042481,0.0,0.0,0.0,0.0,0.0
ENSG00000163629,0.0,0.0,0.0,2.0595307,0.0,2.182429,1.9075453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152583,0.0,0.0,3.095949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8638864,0.0,0.0,0.0
ENSG00000145335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1877096,0.0,0.0,0.0,0.0
ENSG00000138722,0.0,3.1550875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.039829,0.0,2.6526165,0.0,0.0,0.0,0.0,0.0
ENSG00000168785,0.0,0.0,0.0,0.0,2.3962133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196616,2.6927817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164035,0.0,0.0,2.989555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138814,0.0,0.0,2.2735476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,0.0,0.0,0.0
ENSG00000145349,0.0,2.0151632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
