,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),CB CD34+,Dendritic cell,Erythroid cell,Erythroid progenitor cell (RP high),Macrophage,Monocyte,Neutrophil,Neutrophil (RPS high),T cell
ENSG00000130429,0.0,0.0,0.0,0.0,2.529509,0.0,0.0,0.0,3.003556,0.0,0.0,0.0
ENSG00000026025,2.595773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.072242,0.0,0.0,0.0
ENSG00000178982,0.0,0.0,0.0,2.1287868,0.0,0.0,1.8241469,0.0,0.0,0.0,0.0,0.0
ENSG00000147454,0.0,0.0,0.0,0.0,0.0,1.6964123,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166226,0.0,0.0,0.0,2.083477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6249654
ENSG00000277791,0.0,0.0,0.0,1.812902,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
ENSG00000127540,0.0,0.0,0.0,0.0,0.0,0.0,1.9100964,0.0,0.0,0.0,0.0,0.0
ENSG00000065518,0.0,0.0,0.0,0.0,0.0,0.0,1.3783226,0.0,0.0,0.0,0.0,0.0
ENSG00000120438,0.0,0.0,0.0,1.5480586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123416,2.7444491,3.7708974,0.0,3.6837986,3.0874224,3.5611222,3.4584982,3.4558854,0.0,2.1692753,3.0099514,3.424599
ENSG00000106211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
ENSG00000198668,2.2284007,0.0,0.0,1.8154814,2.3741465,0.0,2.1624384,0.0,0.0,0.0,0.0,3.1864293
ENSG00000170889,2.511632,3.138813,0.0,2.8811638,2.6453948,2.4591866,2.626154,2.9705815,2.6663167,2.1685889,2.8677578,2.5866365
ENSG00000113387,0.0,0.0,2.647315,1.7088923,2.7363145,1.6592463,2.478969,0.0,0.0,0.0,2.0983953,2.959148
ENSG00000135940,0.0,0.0,0.0,1.5480586,0.0,0.0,1.7197176,0.0,0.0,0.0,0.0,0.0
ENSG00000237550,0.0,0.0,0.0,1.8285189,0.0,0.0,1.6668636,1.208604,0.0,0.0,0.0,0.0
ENSG00000143198,0.0,0.0,0.0,0.0,0.0,2.675395,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000089009,2.8654125,3.1536555,2.0699644,3.1618483,2.8227344,2.8835511,3.2250404,1.4453747,2.7963428,2.713668,3.229691,2.9855301
ENSG00000183648,0.0,0.0,0.0,0.0,0.0,1.8924184,1.9534912,0.0,0.0,0.0,0.0,0.0
ENSG00000080824,0.0,0.0,0.0,2.678863,0.0,2.3678756,2.9036927,2.9705815,0.0,0.0,2.2008338,2.464082
ENSG00000104267,0.0,0.0,0.0,0.0,0.0,2.2736306,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116209,0.0,0.0,2.3575373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2181082,0.0,0.0
ENSG00000188612,0.0,0.0,0.0,1.8154814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1762375
ENSG00000117632,2.6839328,3.7153468,0.0,3.382677,2.8843477,2.2513652,3.1009276,0.0,0.0,0.0,3.2138972,3.1021829
ENSG00000241837,0.0,0.0,0.0,2.0468006,0.0,2.088109,2.4533293,2.511108,0.0,0.0,1.8774972,2.3298538
ENSG00000132965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6441796,0.0,0.0
ENSG00000213058,0.0,0.0,0.0,1.8001418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4453747,0.0,0.0,0.0,0.0
ENSG00000087086,4.2985806,0.0,0.0,0.0,0.0,0.0,2.2930114,5.6458316,5.0974345,0.0,0.0,0.0
ENSG00000196262,2.5592453,3.0974693,0.0,2.7963428,2.8109076,2.5304394,3.048101,0.0,0.0,0.0,2.9135256,2.959148
ENSG00000158869,2.9855301,0.0,0.0,0.0,2.7977884,0.0,0.0,3.0242462,3.2849236,0.0,0.0,0.0
ENSG00000182004,0.0,2.1599307,0.0,2.3649213,0.0,2.026525,2.7485447,0.0,0.0,0.0,2.483553,0.0
ENSG00000112081,0.0,0.0,0.0,2.1287868,0.0,0.0,2.150279,0.0,0.0,0.0,0.0,0.0
ENSG00000109971,0.0,0.0,0.0,2.4209378,0.0,0.0,2.5327032,0.0,0.0,0.0,0.0,2.193677
ENSG00000101425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8154814,0.0,0.0
ENSG00000233927,2.8347206,3.280883,2.342585,2.8332133,2.7777603,2.8016555,2.9713638,0.0,2.8292067,2.7777603,3.045476,2.8774636
ENSG00000130303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.208604,0.0,0.0,0.0,0.0
ENSG00000128340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7836804
ENSG00000169567,0.0,2.8733215,0.0,2.7302628,2.788433,2.3128695,2.7651205,1.4453747,0.0,0.0,3.0261383,2.9201388
ENSG00000124614,0.0,2.81761,0.0,2.678863,0.0,1.8386794,2.33153,0.0,0.0,0.0,2.3350036,1.7863631
ENSG00000111640,0.0,3.1579988,0.0,2.949236,0.0,0.0,2.2874265,0.0,3.1303434,2.7229226,0.0,2.6249654
ENSG00000164687,0.0,0.0,0.0,1.8154814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.163801,0.0,0.0
ENSG00000148834,0.0,0.0,0.0,0.0,0.0,0.0,1.2919605,0.0,0.0,0.0,0.0,0.0
ENSG00000250361,0.0,0.0,0.0,0.0,0.0,2.704084,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104904,2.8109076,2.5412927,0.0,2.1287868,2.305109,1.8313777,2.0299568,2.7004776,3.003556,2.7163024,0.0,0.0
ENSG00000114942,0.0,2.851345,0.0,2.673195,2.4218729,2.389761,2.7637272,0.0,0.0,0.0,2.8205075,0.0
ENSG00000198258,0.0,2.1721783,0.0,2.083477,2.2284007,2.1910267,2.529509,0.0,0.0,0.0,0.0,0.0
ENSG00000073754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3025038,0.0,0.0,0.0,0.0
