author_cell_type,mean,std,median,count,q1,q3,f_score
B cell (Plasmocyte),0.9018912496549555,0.12539489678619842,0.9159864909633559,210,0.9020806167253757,0.9249210772399742,0.7696897374701671
Macrophage,0.5492501697403365,0.1807757871186014,0.6194556428475373,8,0.5383711867651265,0.64679852546769,0.8333333333333334
Erythroid cell,0.4443325565543174,0.3036231972513239,0.6057945961928871,1580,0.3526182290225329,0.6467033229349288,0.891245487364621
T cell,0.5095705492412708,0.22900648910356633,0.5770581221248928,69,0.4494606619157121,0.666280498380478,0.6486486486486487
Monocyte,0.4039372744455252,0.3446215483459353,0.5454509970409583,29,0.3969305145731925,0.5988718853599896,0.4385964912280701
Neutrophil,0.4336191692787678,0.19978720644192544,0.5058803442875407,3975,0.38964569520461845,0.5571764583381519,0.8252081702369938
Dendritic cell,0.4028436136482323,0.21656579534668732,0.4897900963557714,67,0.22981113373926246,0.5576391460457205,0.5389221556886228
B cell,0.20886432811212685,0.3846623450941121,0.4001092559317744,76,0.13518566716796088,0.4701683912852307,0.625
Erythroid progenitor cell (RP high),0.19958512683355695,0.3323943110640079,0.3051059719753763,1437,-0.0061275639460501,0.4674105635232433,0.567744854105406
CB CD34+,0.13898864751169554,0.21441737625645818,0.2098734234925831,23,-0.0013638167440070993,0.30944567352406044,0.4901960784313725
Neutrophil (RPS high),0.09856805176397802,0.26134664278626196,0.1592901308717002,406,-0.08161621478600797,0.3223427643808081,0.210691823899371
Antigen presenting cell (RPS high),-0.050152154454899775,0.3172009635589283,-0.0348053696596826,821,-0.3194548997108545,0.2502632185122785,0.5683217070168239
