cluster,count
Neutrophil,3975
Erythroid cell,1580
Erythroid progenitor cell (RP high),1437
Antigen presenting cell (RPS high),821
Neutrophil (RPS high),406
B cell (Plasmocyte),210
B cell,76
T cell,69
Dendritic cell,67
Monocyte,29
CB CD34+,23
Macrophage,8
