,ABCs,Alveolar macrophages,Classical monocytes,Cycling,Cycling T&NK,DC1,DC2,Erythroid,Erythrophagocytic macrophages,ILC3,Intermediate macrophages,Intestinal macrophages,MAIT,MNP/B doublets,MNP/T doublets,Mast cells,Memory B cells,NK_CD16+,NK_CD56bright_CD16-,Naive B cells,Nonclassical monocytes,Plasma cells,Plasmablasts,Progenitor,T/B doublets,T_CD4/CD8,Teffector/EM_CD4,Tem/emra_CD8,Tfh,Tgd_CRTAM+,Tnaive/CM_CD4,Tnaive/CM_CD4_activated,Tnaive/CM_CD8,Tregs,Trm/em_CD8,Trm_Tgd,Trm_Th1/Th17,Trm_gut_CD8,pDC
OXCT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.733778,0.0,0.0,2.5520015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39119294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5735037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.0,1.0114472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMB,0.0,0.0,0.0,0.0,0.6311954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8751956,0.0,0.0,0.0,0.98955816,0.0,0.0,0.93775594,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.5051062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0089674,0.0,0.0,0.0,0.0,0.9168079,1.0802872,0.0,0.0,0.0,0.0,0.0,0.0,1.7528441,0.0,1.133173,0.0,1.479295,0.0,0.0,0.0,0.0,1.2564371,2.1136038,1.4155291,1.2293378,0.0
NDUFS4,0.0,0.0,0.0,0.0,0.0,0.37915042,0.0,0.45796585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2570653,0.0,0.0,0.0,0.0,0.0,1.6799973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1979978,0.0,0.0,0.0,0.0,2.244548,0.0,0.0,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,2.5375667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9498633,0.0,0.90188265,0.0,0.0,2.3195355,2.1374235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7396502,0.0,1.5678881,0.0,0.0,0.0,0.0,2.0375586,0.0,1.1332412,2.0351448,0.0
DHX29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39119294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55259824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTREX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94050723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0684794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPBP1,0.0,0.0,0.0,0.0,0.21976182,0.436974,0.0,0.0,0.0,0.74003583,0.0,0.0,0.0,0.0,0.0,1.3736783,0.0,0.0,0.0,0.0,0.0,0.0,0.5558175,0.340357,0.0,0.0,0.8204921,0.0,1.4594369,0.0,0.0,0.0,0.9975616,0.93530387,0.0,0.0,0.79044807,0.0,0.0
GAPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEPDC1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45796585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF2A,0.0,0.0,0.0,0.0,0.67441654,0.0,0.0,0.0,0.0,0.74003583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1835194,1.0453542,0.0,0.0,0.0,0.0,0.73561394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPO11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SREK1IP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39119294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72379655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97792184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7730598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716618,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SREK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55259824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1835194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3R1,0.0,0.0,0.0,0.0,1.21843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8081902,0.0,0.0,0.9034101,1.9134126,0.0,0.0,0.0,0.0,0.0,0.9898544,0.0,0.9266444,1.3182178,0.49240243,1.9441555,0.8626739,0.0,1.0175836,1.4215808,1.568189,1.9421482,0.79044807,0.0,0.0
CCNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32731375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8327848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGD4,0.0,0.0,0.0,0.0,0.0,0.16623753,0.0,0.0,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716618,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85668015,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARVELD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAIP,0.0,0.0,0.6523942,0.0,0.0,0.0,0.5426097,0.0,0.0,0.0,0.0,0.97792184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDP1,0.0,0.0,0.0,0.0,0.0,0.17722806,0.0,0.5412282,0.0,1.1253078,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31399375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF366,0.0,0.0,0.0,0.0,0.0,0.37302724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNPO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59382313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCHO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5731679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTF3,1.8415725,2.0299568,1.8989762,1.9092064,1.9190022,2.4283545,2.0563884,2.357095,1.5245867,1.8687286,1.7018665,0.0,1.9163315,2.0487604,1.8927112,1.9847825,2.0550659,1.7584872,1.9323199,1.8120503,1.8464286,1.0176105,1.6579784,2.5617247,1.1555653,0.0,2.1903462,1.9730546,2.3046033,1.8751521,2.3198662,2.3573115,2.4098897,2.023663,1.9569625,1.7986677,1.9896716,1.9742074,1.9607997
HEXB,0.0,0.0,0.0,0.0,0.0,0.37915042,0.4094267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSA2,0.0,0.0,0.0,0.0,0.0,0.7512572,0.4780661,0.7708996,0.0,1.0328188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60525405,0.0,0.0,0.91419584,0.0,0.0,0.878243,0.0,0.0,0.0,1.0395058,0.0,0.9446108,0.0,0.0,0.0,0.0,0.0,0.0
IQGAP2,0.0,0.0,0.0,0.0,0.7918531,0.0,0.0,0.6716618,0.0,0.0,0.0,0.7730598,0.0,0.0,0.0,2.1350088,0.0,1.0480287,0.0,0.0,0.0,0.0,0.0,0.9421281,0.0,0.0,0.0,0.93478703,0.0,0.9602146,0.0,0.0,0.0,0.8534399,0.0,0.0,0.0,0.0,0.0
F2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31399375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBCA,0.6602513,0.0,0.69646364,0.0,0.17472509,0.9300327,0.41141266,1.1392728,0.0,0.0,0.0,0.66521657,0.0,0.0,0.7510891,0.0,0.0,0.0,0.0,0.0,0.7329317,0.0,0.88220847,1.2759682,0.0,0.0,0.0,0.0,0.0,0.0,0.91045076,0.0,0.89458346,0.0,0.0,0.0,0.0,0.0,0.0
LHFPL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0328188,0.0,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERINC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86881363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFYVE16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2038037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFR,0.0,0.0,0.0,0.0,0.8148893,0.0,0.0,0.93568015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21460472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90645236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS23,3.85141,3.3125494,2.9977484,2.9416175,3.1160502,4.0152063,3.531642,4.186576,2.696737,3.679233,2.9570591,1.2890958,3.4399264,4.02437,3.1992664,2.6067502,4.0545154,2.979748,3.3275394,4.020509,3.1943433,2.2712648,3.0574713,4.1863284,3.4281693,0.0,3.852663,3.443523,3.8997588,3.3294845,4.1530924,4.025074,4.112488,3.3477035,3.4777677,3.2074273,3.451899,3.377652,3.9279819
TMEM167A,0.0,0.0,0.5772126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4812237,0.0,0.52158576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAN,0.0,0.0,2.782298,2.3585615,0.0,0.0,0.17584252,0.0,0.0,0.0,2.4989467,0.0,0.0,0.0,1.592371,0.0,0.0,0.0,0.0,0.0,0.77644193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7C,1.8899261,1.9795213,1.786708,1.603404,1.6958611,2.357501,1.8550662,1.9978907,1.8270586,1.7992991,1.5317731,0.97792184,1.8074865,1.9540108,1.7178683,0.0,1.9607997,1.5249627,1.5953795,1.8713293,1.9726305,1.2711891,1.6300181,2.0119765,1.5459366,0.0,2.0560558,1.7373389,1.9940782,1.6630416,2.1085014,0.0,2.244318,1.9849628,1.8556993,2.1136038,1.8133311,2.0640206,1.7938459
CCNH,0.0,0.0,0.0,0.0,0.9071691,0.51378477,0.0,0.21460472,0.0,1.1253078,0.0,0.97792184,1.0403336,0.0,0.7784207,0.0,0.0,1.1015543,1.2324271,0.0,0.0,0.0,0.43840754,0.0,0.08581327,1.6582938,0.820421,1.1531074,0.73561394,1.5980165,0.9164408,0.0,0.0,1.0281816,1.4580588,2.182429,1.5898882,0.0,0.0
MEF2C,1.5852438,0.0,0.0,0.28727677,0.0,0.5684258,0.97923905,0.0,0.0,0.0,0.0,0.83930236,0.0,1.3398548,0.0,0.0,0.9621577,0.0,0.0,1.3208034,0.0,0.5467582,0.6967364,0.91419584,0.91153485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2013193
MCTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45796585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOBTB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLRX,0.0,0.0,1.0406888,1.0637743,0.0,0.0,0.0,1.1487815,0.81878746,0.0,0.0,0.0,0.0,0.0,0.5834577,0.0,0.0,0.0,0.0,0.0,0.7423805,0.5128874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769893,0.0,0.0,0.27090454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2955618,1.4997754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153113,0.0,0.0,1.2169013,1.3938055,1.0462284,0.2980416,0.8885237,0.8327848,0.0,0.0,0.9098953,0.97792184,0.0,0.0,1.0885607,0.0,0.0,1.1157012,0.0,0.0,0.96478444,0.0,0.3385248,0.0,0.0,0.0,0.83529025,0.9297503,0.0,0.0,0.0,0.0,0.0,0.8534399,0.0,0.0,0.0,0.0,0.0
LNPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45944333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1136038,0.0,0.0,0.0
CHD1,0.0,0.0,0.0,0.41492876,0.5594311,0.35890174,0.0,0.8904523,0.0,0.0,0.0,1.0611954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6460872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73561394,0.0,0.0,0.0,0.4348497,0.93530387,0.0,0.0,0.0,0.0,0.0
ST8SIA4,0.0,0.0,0.0,0.0,0.0,0.8764937,0.0,0.0,0.0,0.0,0.0,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIP5K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5412282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJA2,0.0,0.0,0.0,0.0,0.0,0.30917633,0.0,0.32731375,0.0,0.74003583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83930236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5735037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70068145,0.0,0.0,0.0,0.9273825,0.0,1.022006,1.0174602,0.0,0.0,0.0,0.0,0.0
ENSG00000224032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21460472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21460472,0.0,0.0,0.0,0.66521657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP19,0.0,0.0,0.0,0.0,0.14081885,0.0,0.0,0.67706436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56509715,0.8751668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
