,C_BEST4,C_EEC,C_ISC,C_TA,C_earlyACC,C_goblet,C_lateACC,C_secretory_prog,C_tuft,SI_AE2,SI_BEST4,SI_EEC,SI_FAE,SI_ISC,SI_TA,SI_TA2,SI_earlyAE,SI_goblet,SI_intermAE,SI_matureAE,SI_paneth,SI_secretory_prog,SI_tuft
ENSG00000044574,1.0931821275841107,1.4875178282911128,1.2280307926914908,1.058384364301508,1.1273016252300956,1.049368061802604,1.8025691509246826,2.8842490207065237,2.580070127140392,1.3116961284117266,1.0828568827022205,13.550582468509674,1.6418432214043357,1.2703065005215732,1.6673891192132777,1.0307881777936763,3.9640548445961694,1.998612409288233,18.368975335901435,4.653601830655878,1.0596665956757285,1.098230716857043,1.3738417029380798
ENSG00000109971,1.2955260818654841,1.1257904442873867,1.3642699989405545,1.051082201979377,1.8896673267537898,1.2762738330797716,2.151204816319726,1.3379414813085035,0.9752173125743866,1.5113666165958752,1.2132331322539935,1.219322364438664,1.2638898193836212,1.3156692250208422,2.862203933975913,0.9849001629786058,4.744089809331027,1.2111421823501587,0.9745883833278309,0.9893247349695726,1.0817831673405387,1.360108887607401,0.9752534790472551
ENSG00000186038,1.7138713733716444,1.30653655258092,2.848470853133635,5.982717714526436,1.8471662537618116,1.5357359783215956,3.4145148369398983,8.461246923966842,1.0160453969782048,2.116942961107601,1.6105756542899392,1.308943512764844,1.3339072872291913,1.5486492352052168,2.546828489411961,1.6735164821147919,2.0710398365150797,1.2979375828396191,2.7467837658795444,2.58845473148606,1.4819643199443817,2.02229889143597,1.0199146541682156
ENSG00000108622,3.6926869614557787,2.9294876022772356,3.583182294260372,3.0411801554939966,4.737347060983831,3.514010429382324,7.699881120161577,2.7395093576474623,3.1253079934553667,5.290415127169002,3.443288496949456,2.915562618862499,1.0140541846101934,3.1345551962202247,2.6704419526186856,2.864932745695114,3.753029552373019,2.9646047895604912,4.9667950110002,5.707985739816319,2.8355066884647715,3.016313365914605,3.086515085263686
ENSG00000126709,1.6474206962368705,1.357859568162398,2.346836726773869,105.22046899795532,1.8688618703321977,1.5896594253453342,3.7061350453983652,3.8627131472934377,0.9965437217192217,2.1197428188540717,1.677474249492992,1.4131432121450251,1.5083484920588406,1.5799300426786596,7.2233534834601665,1.5849518396637656,1.9199040559205143,1.3801580911332911,2.5060135044834833,2.5269564904949884,1.0429649515585466,1.9089253084226088,0.9962745308876038
ENSG00000211643,12.113708073442632,0.8896796026013114,1.8429375832731074,1.3988141092387112,1.3083644726059653,1.9532961357723584,1.2002580978653647,15.386442918669093,1.0356128080324694,1.4912401789968663,1001.0758996443315,0.8926366323774512,0.8856222060593691,1.0160792605443434,7.198950171470642,0.8876569840041074,86.05933284217662,0.9092778915708716,1.8797220912846653,1.3780076855962926,0.8957094821062955,1.0373593162406574,0.9078698076985099
ENSG00000131724,1.1990102854642002,30.355887683955107,1.2570108500393955,2.4477727575735613,1.1965428401123395,1.2075818235223943,1.7196762426332994,1.0457877814769745,1.0231286802075126,25.972273978320036,1.20364448428154,13.843580812215805,1.136719592592933,1.1774537048556588,4.0474230592901055,1.1588024767962368,1.2055852033875205,1.6118961410088972,1.348459617658095,10.349466042085128,2.322500941428271,1.3891241171143272,1.0179723474112423
ENSG00000136688,0.9505182829770175,0.7455221252007918,18.68404669111425,3.861743702129884,2.49536734548482,0.746443894776431,1.4442863924936815,0.8855357359756123,0.7129102457653392,2.097728555852717,0.7903788414868441,0.7465957647020166,0.720153272151947,0.7166126776825298,2.3055064298889856,0.7047880264845762,1.2995936708016829,0.7107479518110101,2.05626473643563,1.7630636935884303,0.7036507075483148,0.766079228032719,0.7232894816181876
ENSG00000224116,5.815684817054055,0.883877694606781,2.1476752866398203,0.9858863868496635,2.390851140022278,1.7275073799219998,1.3154783140529285,0.8738355961712924,0.9028109447522596,1.3992385566234589,1.194946370341561,0.8758960582993247,0.887717832218517,1.0092135098847477,6.150231513110074,0.9391301491043784,1.8874690424312244,0.8780538791959936,1.2604138444770465,1.326787916096774,2.2210180786522953,4.308608724312349,0.8872403068975969
ENSG00000139269,2.6677484674887224,2.8763179941610857,1.3270699137991124,3.006316537206823,1.0893268558112057,1.5022867619991302,5.454879105091095,8.859852636402303,1.0063541477376765,2.8835296793417498,1.0761608454314144,1.5387203774668954,2.0182943560860376,2.0743676776235755,1.0927740877324885,1.3610426593910565,1.3427407633174548,1.0233108645135707,1.3324589187448674,245.81778647682884,1.121760289777409,1.2062980505553158,1.0078045536171307
