cluster,count
Fibroblast,9287
Endothelial cell (vascular),7070
Myocyte (cardiac),7041
Immune (DC/macrophage),6320
"Myocyte (cardiac, cytoplasmic)",2585
Pericyte/SMC,2438
Endothelial cell (lymphatic),565
Immune (T cell),357
Immune (NK cell),319
Schwann cell,298
Adipocyte,193
Immune (mast cell),79
Immune (B cell),22
