,DC1,DC2,Differentiated_KC,F1,F2,F3,ILC1_3,ILC1_NK,ILC2,Inf_mac,LC,LE1,LE2,Macro_1,Macro_2,Mast_cell,Melanocyte,MigDC,Mono_mac,NK,Pericyte_1,Pericyte_2,Plasma,Schwann_1,Schwann_2,Tc,Th,Treg,Undifferentiated_KC,VE1,VE2,VE3,migLC,moDC
SPARCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.0,0.8806691476793,0.0,0.0,0.0,0.0,0.0,0.9115325700153004,0.9081947062954758,0.907284292307767,0.0,0.0
SNCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978339793104114,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.9826773350889032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPGDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.986205184098446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPP1,0.8555864980726531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575210191986777,0.8484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.89515149232113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8820783477841001,0.8828784426053365
EMCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.960218324805751,0.9486145304911064,0.9393939393939394,0.0,0.0
SLC39A8,0.0,0.0,0.0,0.9936335195194591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA5,0.28095747304685187,0.3343150597630125,0.0,0.4944511146256418,0.4651107571341775,0.5254730654485298,0.0,0.0,0.0,0.337433757203998,0.36435455445087317,0.3765748558622418,0.520841000658093,0.48741549614704016,0.4215723980556835,0.40192112597552215,0.48637568228172534,0.28796354026505444,0.4368911800962506,0.0,0.4487746809468125,0.3383545929735357,0.0,0.4956723921226733,0.4336464621803977,0.0,0.0,0.0,0.2727272727272727,0.3840853102279432,0.3860336596315557,0.2903519579858491,0.39679138588182855,0.3103960806673223
SPRY1,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9467757741610209,0.9359149716117166,0.9258200797167692,0.0,0.0
SLC7A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9551717837651571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9560353846260996
MGST2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8796673525463451,0.8787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281167676954558,0.9476538986870737,0.8893536040277192,0.0,0.0
INPP4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9522051829280276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.9602539557399172,0.0,0.0,0.0
EDNRA,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9918092128002283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRMT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FBXW7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TLR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFRP2,0.0,0.0,0.0,0.9696969696969697,0.9807139761520155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GASK1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.9714022206537651,0.0,0.0,0.0
MSMO1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB2,0.0,0.0,0.0,0.9261365063262709,0.0,0.9227941090410406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.9674140413602194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910763971733324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0
ACSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD37,0.9748629331588745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETREG1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9716975544438218
RAI14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9406417915315339,0.9455420447118354,0.0,0.0,0.0
IL7R,0.0,0.0,0.0,0.0,0.0,0.0,0.8333634968959924,0.0,0.8729297229737947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7878787878787878,0.7984378861658501,0.0,0.0,0.0,0.0,0.0,0.0,0.8009790434981837,0.865891619162126,0.802996297677358,0.0,0.0,0.0,0.0,0.0,0.7985964814821879
FYB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.9729796413219336,0.0,0.0,0.0,0.0,0.0,0.0
DAB2,0.0,0.0,0.0,0.939756584889961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9528740319338712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGER4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOP,0.0,0.0,0.0,0.9090909090909091,0.9472850814010157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9392429102550853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9169447259469465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCS1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9697706265883013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FST,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836173780036696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP1,0.0,0.0,0.0,0.9147655277541189,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.9479307911612771,0.9568702993970929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAST4,0.0,0.0,0.9784679972764218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0
PIK3R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9215000344045234,0.9460534092151758,0.0,0.9090909090909091,0.9236726219003851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAN,0.0,0.0,0.0,0.9539640311038855,0.9422349460197218,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRDC3,0.0,0.0,0.0,0.9066803292794661,0.0,0.907499347672318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900566913864829,0.8787878787878788,0.0,0.0,0.0,0.0,0.0,0.919429114370635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9578826879010056,0.946552498774095,0.9393939393939394,0.0,0.0
GLRX,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.93762811386224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9214051582596519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9435304331057,0.0,0.0,0.0,0.0,0.0,0.0
ST8SIA4,0.8787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8909366781061346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8841478535623262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901979453635939,0.8899884747736382
PAM,0.0,0.0,0.0,0.9347796927798878,0.917672720822421,0.9211585485573971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42SE2,0.8314691077579152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8560628493626913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963064746423201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8721265232924259,0.8694850531491366,0.8260866692571929,0.0,0.0,0.0,0.0,0.7878787878787878,0.8040526617657054
PDLIM4,0.0,0.0,0.0,0.8787878787878788,0.0,0.894978252324191,0.0,0.0,0.0,0.0,0.0,0.0,0.9537910349441298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9083538940458586,0.0,0.0,0.0,0.0,0.0,0.0,0.8840338063962532,0.0,0.0,0.0
IRF1,0.0,0.0,0.0,0.7878787878787878,0.8516023086779045,0.0,0.0,0.0,0.0,0.0,0.0,0.8636894966616775,0.0,0.0,0.0,0.0,0.0,0.8090414007504781,0.0,0.0,0.0,0.8462980299284963,0.0,0.0,0.9017825993624601,0.0,0.0,0.0,0.0,0.0,0.0,0.8605209950244788,0.0,0.8074820041656494
CXCL14,0.0,0.0,0.88146152640834,0.8902774651845297,0.9243835879094673,0.8787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9428927699724833,0.0,0.0,0.0,0.0,0.0
TGFBI,0.8787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9504105268102704,0.0,0.0,0.0,0.0,0.925373451276259,0.0,0.0,0.0,0.0,0.915555395863273,0.0,0.0,0.0,0.0,0.8952337449247186,0.0,0.0,0.0,0.0,0.0
ECSCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9217901067300276,0.8787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800787907658201,0.9065523924249591,0.8893025680021807,0.0,0.0
STING1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.9557612357717572,0.9418473424333514,0.0,0.0
CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.9836681268431924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR3C1,0.0,0.0,0.0,0.0,0.0,0.0,0.8295702952327151,0.0,0.877944655490644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8424272374673323,0.0,0.0,0.0,0.8181818181818182,0.862927359161955,0.9193060072985563,0.8462495370344683,0.0,0.0,0.0,0.0,0.0,0.0
ADRB2,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9733718597527706,0.0,0.0,0.0,0.0,0.0
CSF1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFRB,0.0,0.0,0.0,0.9455806342038241,0.0,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9840074849851204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.6380889162872777,0.6175720727804935,0.0,0.0,0.0,0.3939393939393939,0.40442043362241803,0.44446179180434253,0.0,0.569181785439,0.6498123136433688,0.0,0.0,0.5725997957316312,0.548884366497849,0.0,0.0,0.6856583031741056,0.6055818904529918,0.4461807771162553,0.0,0.0,0.46882728374365606,0.0,0.0,0.43451127680865204,0.4099661906560262,0.5042899431604327,0.0,0.5111769636472067,0.5403550068537394,0.5554406390045629,0.6892711177016749,0.6788584264841947
SMIM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.9647636612256368,0.0,0.0,0.0,0.9154979640787299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9167729399420999
GPX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487217755028696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9277498830448497,0.9365467104044828
SPARC,0.0,0.0,0.0,0.7717698198376279,0.8020004214662494,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7721634886481545,0.0,0.0,0.0,0.7610507372653845,0.8256227554696979,0.0,0.7348253745021243,0.0,0.0,0.0,0.0,0.0,0.8183907053687356,0.8400771003780942,0.7531532139489145,0.0,0.0
ADAM19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9722247611392628
PTTG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SLIT3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEURL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DUSP1,0.4572757879892985,0.6138125928965482,0.6085448915308173,0.48393018317945075,0.7231005484407599,0.4617408098596515,0.0,0.0,0.0,0.0,0.5785528294967882,0.0,0.5043126976851261,0.608836009646907,0.6386541073972528,0.0,0.0,0.6259741801204104,0.5962179411541332,0.0,0.0,0.0,0.0,0.0,0.699635158885609,0.0,0.0,0.0,0.45454545454545453,0.48087953076218115,0.4890055584185051,0.5969029953985503,0.5253451611056472,0.5869916442668799
SFXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQSTM1,0.15498036868644482,0.15151515151515152,0.2076750271248095,0.4352353811264038,0.31582232496955176,0.35579961357694684,0.17273212562907825,0.18025756604743726,0.0,0.22632050514221191,0.0,0.3104256409587282,0.4983602346795978,0.2512668931122982,0.39133506110220245,0.2664982532009934,0.4205319140896653,0.259658081965013,0.24022216869123053,0.0,0.4772774920319066,0.0,0.16856480367255933,0.4037933421857429,0.5353004137674967,0.0,0.17068376324393533,0.22253150650949188,0.1687915614157012,0.5017563032381462,0.4207745736295527,0.17583923809456103,0.36649826078703907,0.3259842233224349
RNF130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726010741609515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFPT2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9401660597685612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.9451134114554434
SERPINB1,0.8624972827506788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866380077419859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9049317475521204,0.896249942707293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.9363487850536
SERPINB9,0.8484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9122599092396823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8780212077227506,0.8567080010067333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8825255397594336,0.8774426200173118
TUBB2A,0.0,0.0,0.9433938589963046,0.0,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9735275814027498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBB2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRN1,0.0,0.0,0.0,0.9263254259571885,0.0,0.8921570416652795,0.0,0.0,0.0,0.0,0.0,0.0,0.8841763066523003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.8915356813055096,0.0,0.0
DSP,0.0,0.0,0.9779683983687198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0
TFAP2A,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937331206870802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
