clusterName,gene
DC2,LGALS2
DC2,AIF1
Macro_2,HSPA6
Macro_2,RNASE1
Macro_1,CD163
Macro_1,C1QB
Mono_mac,CXCL5
Mono_mac,IL1B
Tc,CD8A
Tc,CD3D
ILC2,LMO4
ILC2,KLRB1
Th,TRAT1
Th,BATF
Treg,FOXP3
Inf_mac,SERPINB9
Inf_mac,HILPDA
Inf_mac,CXCL8
Inf_mac,CD83
DC1,BCL2L11
DC1,MIR142HG
DC1,PLEK
MigDC,PLAAT3
MigDC,RASSF4
MigDC,TBC1D4
moDC,TNFSF13B
moDC,LAMP3
moDC,CCR7
migLC,ACOT7
migLC,HLA-DQB2
LC,CD1A
LC,CPVL
LC,FCER1A
F3,CCL19
F3,MEDAG
Pericyte_1,KCNJ8
Pericyte_2,TINAGL1
Pericyte_2,RGS5
Schwann_2,TUBB2B
Schwann_2,LBH
Melanocyte,MLANA
Plasma,ENSG00000211592
Mast_cell,HPGDS
NK,GZMB
NK,NKG7
ILC1_NK,KLRC1
ILC1_NK,PIK3R1
ILC1_3,PLAC8
ILC1_3,AREG
Differentiated_KC,KRT1
Differentiated_KC,KRTDAP
Undifferentiated_KC,COL17A1
Undifferentiated_KC,KRT15
VE1,HEY1
VE1,EMCN
VE2,COL15A1
VE2,CCL14
VE3,SELE
VE3,AQP1
LE1,CAVIN2
LE1,TFF3
LE2,AKR1C3
LE2,CCL21
Schwann_1,DKK3
Schwann_1,CYP1B1
F2,PLAC9
F2,COL1A1
F1,ADAMTS5
F1,CP
