,Adipocyte,Endothelial cell (lymphatic),Endothelial cell (vascular),Fibroblast,Immune (B cell),Immune (DC/macrophage),Immune (NK cell),Immune (T cell),Immune (mast cell),Myocyte (cardiac),"Myocyte (cardiac, cytoplasmic)",Pericyte/SMC,Schwann cell
CADM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4180503
ST3GAL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8040479,0.0,0.0,0.0
COL8A1,0.0,0.0,0.0,2.1692753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FILIP1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1053237,0.0,0.0,0.0
CBLB,0.0,0.0,0.0,2.252411,0.0,0.0,2.390654,2.1136038,0.0,2.4999537,0.0,0.0,0.0
ZBTB20,3.10761,2.9385843,2.9505227,3.4664788,2.829475,1.8144054,0.0,0.0,2.9234643,2.9809313,0.0,2.9891067,3.0214868
ARHGAP31,0.0,0.0,1.8843275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POPDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1442078,1.2029471,0.0,0.0
GSK3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9862784,0.0,0.0,0.0
NDUFB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.821102,0.0,0.0
FBXO40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958971,0.0,0.0,0.0
ADCY5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7984574,0.0,0.0,0.0
KALRN,0.0,2.9069579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1751531,0.0,0.0,0.0
ZNF148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1173577,0.0,0.0,0.0
RAB7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1209687,0.0,0.0,0.0
TMCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076692,0.0,0.0,0.0
PPP2R3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5027566,0.0,0.0,0.0
STAG1,1.4917151,0.0,0.0,1.3662347,2.7279184,0.0,0.0,0.0,0.0,1.1404297,0.0,0.0,0.0
SLC25A36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0515897,0.0,0.0,0.0
ZBTB38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7316541,0.0,0.0,0.0
TFDP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749302,0.0,0.0,0.0
PCOLCE2,1.5431219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC9A9,0.0,1.8052187,0.0,0.0,0.0,2.4910712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8407748,0.0,0.0,0.0,0.0
MBNL1,2.3104074,2.196514,2.217023,2.1668756,2.5849938,2.5532148,2.997206,3.2250404,0.0,2.377688,0.0,2.2732482,0.0
KCNAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5838013,0.0
PPM1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3291359,0.0,0.0,0.0
MECOM,2.290347,0.0,3.250913,2.1469343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9234643,1.7712249,0.0,0.0,0.0
PLD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3485526,0.0,0.0,0.0
FNDC3B,2.6024003,1.4021002,0.0,2.5510323,0.0,0.0,0.0,0.0,0.0,2.2265546,0.0,0.0,0.0
NLGN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3184197,0.0,0.0,0.0
NAALADL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109803,0.0,0.0,0.0
USP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0350374,0.0,0.0,0.0
KLHL24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5601213,0.0,0.0,0.0
VPS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137535,0.0,0.0,0.0
DGKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7643762,0.0,0.0,0.0
ADIPOQ,2.4924939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST6GAL1,0.0,0.0,0.0,0.0,3.185399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL6,1.6623489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPP,2.2423198,1.6210585,0.0,1.6178101,0.0,2.4256234,0.0,0.0,0.0,2.706465,0.0,3.3930428,2.4214272
TPRG1,2.1232612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.011353,0.0,0.0,0.0
APOD,0.0,0.0,0.0,2.024233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLG1,1.258146,0.98934585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4307115,0.0,0.0,0.0
KIAA0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5780702,0.0,0.0,0.0
LDB2,0.0,2.9184804,3.512152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLIT2,0.0,0.0,0.0,1.5279686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPARGC1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4570476,0.0,0.0,0.0
SEL1L3,0.0,0.0,0.0,0.0,0.94251806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPJ,0.0,0.0,0.0,0.0,0.0,3.8035388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9291945,0.0,0.0,0.0
TBC1D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135961,0.0,0.0,0.0
RBM47,0.0,0.0,0.0,0.0,0.0,3.0774934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBB2,1.9534912,0.0,2.4042838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.811275,0.0
LIMCH1,1.3226365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9219549,0.0,0.0,0.0
KIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050332,0.0,0.0,0.0,0.0
IGFBP7,0.0,1.4338667,0.0,2.2592943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9053237,0.0
TECRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3479142,2.175479,0.0,0.0
ANKRD17,1.6830826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7577918,0.0,0.0,0.0
USO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81476873,0.0,0.0,0.0
CCNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032353,0.0,0.0
RASGEF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8146205,0.0,0.0
SEC31A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72858965,0.0,0.0,0.0
ARHGAP24,2.0946388,0.0,0.0,2.149274,3.6961732,0.0,0.0,0.0,0.0,1.9444544,0.0,0.0,0.98835164
MAPK10,2.4860075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFF1,1.3363289,0.0,0.0,0.0,0.0,1.9388294,0.0,0.0,0.0,1.4705822,0.0,0.0,0.0
SPARCL1,0.0,0.0,2.681394,2.8045669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4555228,0.0
PPM1K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3354297,0.0,0.0,0.0
FAM13A,1.7250044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMRN1,0.0,3.6278026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCSER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2926912,0.0,0.0,0.0
HPGDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7084236,0.0,0.0,0.0,0.0
PDLIM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5011737,2.8109076,0.0,0.0
ADH1B,2.5057554,0.0,0.0,1.4067374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMCN,0.0,0.0,2.611999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP3CA,2.197936,0.0,0.0,0.0,2.3582447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANK1,0.0,0.0,0.0,0.0,3.1501093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5142376,0.0,0.0,2.6632721
CAMK2D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6569011,0.0,0.0,0.0
SYNPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.371647,0.0,0.0,0.0
MYOZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4919822,2.6108298,0.0,0.0
USP53,1.5431219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5520058,0.0,0.0,0.0
ABHD18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076193,0.0,0.0,0.0
ELF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0133064,0.0,0.0,0.0
MAML3,1.1846776,0.0,0.0,0.0,0.0,2.5043788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854865,0.0,0.0,0.0
INPP4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8109076,0.0,2.149274,0.0,0.0,0.0
GAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7144705,0.0,0.0,0.0
SMAD1,0.0,2.4006271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5983311,0.0,2.6973825,0.0
NR3C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27239,0.0,0.0,0.0
LRBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5415329,0.0,0.0,0.0
SH3D19,1.6827258,0.0,0.0,2.5085158,0.0,0.0,0.0,0.0,0.0,2.283065,0.0,0.0,0.0
FBXW7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054872,0.0,0.0,0.0
TMEM131L,1.5961318,0.0,0.0,0.0,1.1899546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.897701,0.0,0.0,0.0
RAPGEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0851946,0.0,0.0,0.0
PALLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7600532,2.6297293,0.0,0.0
CBR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6588962,0.0,0.0,0.0
GPM6A,0.0,2.3625221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENM3,2.0334115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518711
STOX2,0.0,2.3781319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL1,3.110677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.337087,0.0,0.0
SORBS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.752636,2.256228,0.0,2.5537615
NDUFS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3738986,0.0,0.0
SEMA5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74279743,0.0,0.0,0.0
CTNND2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1996155,0.0,0.0,0.0
TRIO,1.4556597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5312976,0.0,0.0,0.0
ANKH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797888,0.0,0.0,0.0
FBXL7,1.258146,2.5472264,2.3893034,2.9595814,0.0,0.0,0.0,0.0,0.0,2.0497425,0.0,0.0,0.0
RETREG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9761678,0.0,0.0,0.0
PDZD2,1.9018098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6305256,0.0,3.0163913,0.0
ZFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372169,0.0,0.0,0.0
SLC1A3,1.7219784,0.0,0.0,0.0,0.0,2.4355497,0.0,0.0,0.0,2.1116865,0.0,0.0,0.0
NIPBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1816925,0.0,0.0,0.0
RICTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4685632,0.0,0.0,0.0
C7,2.0397859,0.0,0.0,2.6725674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCXD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8380454,0.0,0.0,0.0
GHR,3.3125494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3969253,0.0,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.0,0.0,2.7019117,2.8591888,0.0,0.0,0.0,0.0,0.0
ARL15,0.0,2.2362752,2.6084962,2.302675,0.0,0.0,0.0,0.0,0.0,1.4914483,0.0,0.0,0.0
HSPB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1862553,0.0,0.0,0.0
PLPP1,0.0,0.0,2.245964,0.0,0.0,0.0,0.0,0.0,0.0,1.3012257,0.0,0.0,1.9522673
PDE4D,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,0.0
ZSWIM6,0.0,0.0,0.0,0.0,0.0,2.0661256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAST4,2.0797915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5772214,0.0,0.0,0.0
PIK3R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4758968,0.0,0.0,0.0
NAIP,0.0,0.0,0.0,0.0,0.0,1.4119978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQGAP2,0.0,0.0,0.0,0.0,0.0,0.0,2.7567935,2.213024,0.0,0.0,0.0,0.0,0.0
PDE8B,1.4285367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4953295,0.0,0.0,0.0
TENT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1445482,0.0,0.0,0.0
CMYA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1892056,2.7371826,0.0,0.0
CKMT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3355956,2.0794852,0.0,0.0
SSBP2,0.0,0.0,0.0,2.0865614,0.0,0.0,0.0,0.0,0.0,1.2841642,0.0,0.0,0.0
COX7C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2414207,0.0,0.0
MEF2C,0.0,1.9229517,1.8772593,0.0,3.0275412,2.2791204,0.0,0.0,0.0,0.96961504,0.0,2.366233,0.0
RHOBTB3,2.3104074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9519809,0.0,0.0,0.0
ELL2,1.9380656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.107762,0.0,0.0,0.0
ENSG00000153113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3132209,0.0,0.0,0.0
PAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3108163,1.7272826,0.0,0.0
EFNA5,2.1271577,3.0182397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4866133,0.0,0.0,0.0
FBXL17,1.5431219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7291868,0.0,0.0,0.0
FER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6769695,0.0,0.0,0.0,0.0
COMMD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137535,0.0,0.0,0.0
SEMA6A,0.0,1.5898882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2814637,0.0,0.0,0.0
CDC42SE2,0.0,0.0,0.0,0.0,2.4163723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7149842,0.0,0.0
VDAC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4566687,0.0,0.0
FAM13B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5079391,0.0,0.0,0.0
CTNNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3343678,0.0,0.0,0.0
SIL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104109,0.0,0.0,0.0
ARHGAP26,0.0,0.0,0.0,0.0,0.0,2.3178005,0.0,0.0,0.0,2.124558,0.0,0.0,0.0
SH3RF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0989459,0.0,0.0
CSNK1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6528962,0.0,0.0,0.0
PPARGC1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86961895,0.0,0.0,0.0
PDGFRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1520472,0.0
CD74,0.0,0.0,0.0,0.0,3.1501093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2308803,0.0,0.0
GPX3,1.0520746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9742963,0.0,0.0
SGCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.460288,0.0,0.0,0.0
EBF1,4.062903,0.0,0.0,3.2695858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.085428,0.0
TENM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0311065,0.0,0.0,0.0
SLIT3,1.2761012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,0.0,0.0,0.0,0.0,0.0,1.8591979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPEB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4535942,0.0,0.0,0.0
RACK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1499271,0.0,0.0
FARS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7308715,0.0,0.0,0.0
F13A1,0.0,0.0,0.0,0.0,0.0,2.4695115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2412757,0.0,0.0,0.0
PHACTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.417208,0.0,0.0,0.0
ATXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7694728,0.0,0.0,0.0
CAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3700544,0.0,0.0,0.0
KIF13A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7406249,0.0,0.0,0.0
CDKAL1,1.0754282,0.0,0.0,0.0,0.9460891,0.0,0.0,0.0,0.0,1.1633708,0.0,0.0,0.0
RIPOR2,0.0,0.0,0.0,0.0,2.8809078,0.0,2.554308,2.9385843,0.0,0.0,0.0,0.0,0.0
CARMIL1,0.0,0.0,0.0,0.0,0.0,1.9807322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-A,0.0,0.0,0.0,0.0,0.0,0.0,2.7071173,0.0,0.0,0.0,0.0,0.0,0.0
HLA-C,0.0,0.0,0.0,0.0,2.7416315,0.0,2.097141,0.0,0.0,0.0,0.0,0.0,0.0
HLA-B,0.0,0.0,0.0,0.0,0.0,0.0,2.8317087,0.0,0.0,0.0,0.0,0.0,0.0
ANKS1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350218,0.0,0.0,0.0
FKBP5,2.9009807,0.0,0.0,2.7258513,0.0,3.7253518,0.0,3.0090346,2.8530083,1.8972192,0.0,0.0,2.428073
ZFAND3,2.1291132,2.050627,0.0,0.0,0.94251806,2.5043788,2.554308,0.0,0.0,1.9650079,0.0,0.0,0.0
BTBD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6205161,0.0,0.0,0.0
CCND3,0.0,0.0,0.0,0.0,3.120432,0.0,3.1373453,3.105571,0.0,0.0,0.0,0.0,0.0
UBR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0951576,0.0,0.0,0.0
XPO5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3715003,0.0,0.0
HSP90AB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6409688,0.0,0.0
CLIC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1665581,0.0,0.0,0.0
RCAN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2182627,0.0,0.0,0.0
KLHL31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9237043,0.0,0.0,0.0
MLIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3513286,0.0,0.0,0.0
DST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3273454,0.0,0.0,3.0031204
ADGRB3,0.0,0.0,0.0,2.5327032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5838013,3.4285016
OOEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3323696,0.0,0.0
COX7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4082625,0.0,0.0
FILIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2478545,0.0,0.0,0.0
HMGN3,1.0875362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1405746,0.0,0.0,0.0
BCKDHB,1.861718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENT5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.510134,0.0,0.0,0.0
PNISR,1.4632677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3974981,0.0,0.0,0.0
SNX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86753094,0.0,0.0
FOXO3,2.0797915,0.0,0.0,2.2181168,0.0,0.0,0.0,0.0,0.0,1.7785492,0.0,0.0,0.0
SESN1,0.0,0.0,0.0,0.0,0.0,2.345066,0.0,0.0,0.0,1.6793463,0.0,0.0,0.0
REV3L,1.1785685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2897629,0.0,0.0,0.0
FYN,0.0,0.0,0.0,0.0,0.0,0.0,2.7679136,2.3852644,0.0,0.0,0.0,0.0,0.0
LAMA4,1.818935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0572243
PLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8435845,3.574087,0.0,0.0
MAN1A1,0.0,0.0,0.0,0.0,0.0,2.1255326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5269623,2.380443,0.0,0.0
THEMIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4484868,0.0,0.0,0.0,0.0,0.0
PTPRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.272614,0.0,2.2535563,0.0
LAMA2,0.0,0.0,0.0,4.7898583,0.0,0.0,0.0,0.0,0.0,3.7453146,0.0,0.0,2.2333858
ARHGAP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5134404,0.0,0.0,0.0,0.0
SAMD3,0.0,0.0,0.0,0.0,0.0,0.0,2.195094,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L2,1.6295782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4978855,0.0,0.0,0.0
MAP3K5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.133384,0.0,0.0,0.0
TXLNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0692327,0.0,0.0,0.0
AIG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5231826,0.0,0.0,0.0
UTRN,0.0,2.5980725,2.4538152,0.0,0.9460891,0.0,0.0,0.0,0.0,0.8985454,0.0,2.481979,0.0
SASH1,0.0,2.8499343,2.0064783,2.078567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
