cluster,count
T cells,77355
Mono+mono derived cells,29639
Circulating NK/NKT,12567
Hepatocytes,10996
Resident NK,10894
Macrophages,7076
Neutrophils,5340
Endothelial cells,2834
cDC2s,2629
B cells,2350
Fibroblasts,1273
pDCs,1216
cDC1s,1180
Plasma cells,1125
Cholangiocytes,657
Basophils,389
Mig.cDCs,78
