,B cells,Basophils,Cholangiocytes,Circulating NK/NKT,Endothelial cells,Fibroblasts,Hepatocytes,Macrophages,Mig.cDCs,Mono+mono derived cells,Neutrophils,Plasma cells,Resident NK,T cells,cDC1s,cDC2s,pDCs
SDF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79601645,0.0,0.0,0.0,0.0,0.0
AURKAIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36842042,0.0,0.0,1.2775927,0.0,0.0,0.8414366,0.8633868,0.8155883
CCNL2,0.0,0.0,0.0,0.0,0.0,0.0,0.7506224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77516705,0.0,0.0,1.057134,0.0,0.0,0.8163501,0.77215034,0.0
SSU72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6200968,0.0,0.0,0.880717,0.0,0.0,0.82713544,0.8305143,0.0
GNB1,0.0,0.0,0.0,0.0,0.8538656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAAP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5905584,0.0,0.0
RER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9445707,0.0,0.0,0.0,0.0,0.0
RPL22,3.2580965,3.1334877,0.0,2.6797059,0.0,0.0,0.0,2.6992283,2.927711,2.953168,0.0,2.7996826,2.707988,2.9089227,3.2882018,3.202887,3.1366615
CAMTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6814803,0.0,0.0
PER3,0.0,0.0,0.0,0.0,0.0,0.0,0.90037656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK7,0.0,0.0,0.0,1.4691639,0.0,0.0,0.0,0.9105396,1.6990104,1.2476084,0.0,1.4034876,1.4753764,1.0950253,1.5026122,1.4111761,2.2545717
ERRFI1,0.0,0.0,1.5512731,0.0,0.0,0.0,3.3178272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RERE,0.0,0.0,2.2966218,0.0,2.1763444,2.2096465,1.9299668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2116158,2.1162047,1.7532386,0.0,0.78704184,1.1314597,0.0,1.9972318,1.830539,1.1842839
GPR157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2488782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H6PD,0.0,0.0,0.0,0.0,0.0,0.0,0.8934406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE4B,0.0,0.0,0.0,0.0,0.0,0.0,0.8352902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.9749645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX14,0.0,0.0,0.0,0.0,0.0,0.0,0.98166335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASP2,0.0,0.0,0.0,0.0,0.0,0.0,0.34262675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1963849,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8479842,0.0,1.2447848,0.0,0.0,0.0,0.0,0.0,0.68179375,0.0
VPS13D,0.0,0.0,0.0,0.0,0.0,0.0,1.0164652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.60408807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZN,0.0,0.0,0.0,0.0,0.0,1.971897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHD2,0.0,0.0,0.0,1.9734956,0.0,0.0,0.0,0.0,0.8381089,0.0,0.0,0.0,0.0,0.0,0.98961174,1.0641084,0.0
DDI2,0.0,0.0,0.0,0.0,0.0,0.0,0.97795635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEN,0.0,0.0,0.0,0.0,0.0,0.0,0.6734229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO42,0.0,0.0,0.0,0.0,0.0,0.0,0.78818476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NECAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6773982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000215908,0.0,0.0,0.0,0.0,0.0,0.0,0.65786475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF10L,0.0,0.0,0.0,0.0,0.0,0.0,1.5316528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBR4,0.0,0.0,0.0,0.0,0.0,0.0,0.89902043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64963496,0.0,0.0
CAPZB,0.0,0.0,0.0,1.1776347,0.0,0.0,0.0,1.2144812,1.5931654,1.4446672,0.0,0.0,1.2416258,0.0,1.4448247,1.2975402,1.0782378
MICOS10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99040836,0.0,0.0,0.0,0.0,0.9531547,0.92251563,0.0
PLA2G5,0.0,0.0,0.0,0.0,0.0,0.66891026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDA,0.0,0.0,0.0,0.0,0.0,0.0,0.23013669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDOST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5563707,0.0,0.0,0.5518266,0.0,0.0
HP1BP3,0.0,0.0,0.0,0.0,1.0102432,0.0,0.81016713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4G3,0.0,0.0,1.0223343,0.0,1.8820808,1.5666871,1.0793647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE1,0.0,0.0,0.0,0.0,0.0,0.0,0.76284677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP48,0.0,0.0,0.0,0.0,0.0,0.0,0.5075152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPG2,0.0,0.0,0.0,0.0,1.8650537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42,0.3644891,0.0,0.0,1.7272826,0.0,0.0,0.0,1.4635229,1.8970168,1.7971969,0.0,1.0610101,1.4770696,1.205398,1.377774,1.6190264,1.1294718
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.558792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9003382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6887465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6322514,0.0,0.0
TCEA3,0.0,0.0,0.0,0.0,0.0,0.0,0.4880089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL11,4.411357,4.2294855,0.0,3.6147006,0.0,0.0,0.0,3.3986933,3.8695679,3.9019227,2.9678564,3.851911,3.6096208,3.99327,4.1384726,4.172628,4.0264406
FUCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65571874,0.0,0.0
SRRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7607767,0.0,0.0,0.0,0.0,0.0,0.8722063,0.91365886,0.0
CLIC4,0.0,0.0,0.0,0.0,0.0,1.3180096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3,0.0,0.0,0.0,1.590821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6773982,0.0,0.0,0.0,0.0,0.0,0.7676703,0.78802127,0.0
RSRP1,1.0052769,0.0,0.88254064,1.433137,1.2134833,0.0,0.8335569,0.0,1.0375893,0.0,0.0,1.0013888,1.4710987,1.0584226,0.75833595,0.94838136,1.0420527
TMEM50A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8884903,0.0,0.0,0.0,0.0,0.0,0.6516895,0.0,0.9226563
MACO1,0.0,0.0,0.0,0.0,0.0,0.0,0.7676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN1C1,0.0,0.0,0.0,0.0,1.2092837,0.0,1.0362092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMN1,0.0,1.5073916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6457653
SH3BGRL3,1.9984417,2.5168512,0.0,2.8324606,0.0,0.0,0.0,2.1094556,2.2793093,3.0919976,3.0294108,1.5126121,1.760777,2.6899912,2.2739394,2.8747172,2.255088
CD52,3.269325,0.0,0.0,1.6651236,0.0,0.0,0.0,0.0,1.2585368,2.8681488,0.0,0.72958964,0.0,2.390654,1.6312613,2.2975988,1.7271916
HMGN2,1.1746892,0.0,0.0,0.0,0.0,0.0,0.0,1.1491168,1.445137,1.4984248,0.0,0.9352099,0.0,0.0,1.1780496,1.2686111,1.4094207
ARID1A,0.0,0.0,0.0,0.0,0.0,0.0,0.56517917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCN3,0.0,0.0,0.0,0.0,1.8796071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3567741,0.0,0.890424,0.0,0.0,0.0,0.0,0.8832474,0.9374723,0.9630221
FGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3930825,0.0,0.0,0.0,0.0,0.0,1.0418746,0.0
THEMIS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98934585,1.084951,0.0,0.0,0.0,0.0,0.0,0.669724,1.0363266,1.1418071
DNAJC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62187135,0.0,0.0
ATP5IF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3546014,1.3824444,0.0,0.98477864,0.8318311,1.0868211
PHACTR4,0.0,0.0,0.0,0.0,0.0,0.0,1.3128159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41,0.0,0.0,0.0,0.0,0.0,0.0,1.2497799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF4,0.0,0.0,0.0,0.0,1.2379642,0.0,1.2004465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM5,2.4841163,1.8612592,0.0,1.6043375,0.0,0.0,0.0,2.4016614,1.2229581,2.4849982,2.554308,1.1965191,1.3314896,1.7688001,1.5617087,2.142408,1.6851379
PUM1,0.0,0.0,1.1821628,0.0,0.0,0.0,1.2732229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0436735,0.0,0.0,0.0,0.0,0.0,1.1785688,0.7782137,0.0
KHDRBS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94872355,0.0,0.0,0.0,0.0,0.0,0.6200986,0.7986972,0.0
EIF3I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741604,0.0,0.0,0.8920791,0.90253484,0.0
LCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3945255,0.0,0.0,0.0
MARCKSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.279985,0.0,0.0,0.0,0.0,0.0,0.627838,0.0,0.0
SFPQ,0.0,0.0,0.0,0.0,0.9798409,0.0,0.62655646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8316846,0.94251037,1.112473
ZMYM4,0.0,0.0,0.0,0.0,0.0,0.0,1.0292499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0319L,0.0,0.0,0.0,0.0,0.0,0.0,0.755332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64873445,0.0,0.0
AGO3,0.0,0.0,0.0,0.0,0.0,0.0,1.0359746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.82860786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8796071,0.0,0.0,0.0,0.0,0.0,0.0
INPP5B,0.0,0.0,0.0,0.0,0.0,0.0,0.56264865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1058984,1.0607977,1.3361222,0.0,1.22051,0.0,0.0,1.2767069,1.2221966,1.2614924
MACF1,0.0,0.0,1.7187777,0.0,2.5614796,2.387057,1.8829856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABPC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78595364,0.0,0.0,1.1436248,0.0,0.0,0.0,0.0,0.0
MFSD2A,0.0,0.0,0.0,0.0,0.0,0.0,0.4225395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAP1,0.0,0.0,0.0,1.398875,0.0,0.0,0.0,1.3885674,1.2609488,1.5693922,0.0,0.0,1.3175089,0.0,1.548496,1.6428161,1.300545
PPT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3500326,0.0,1.1830258,0.0,0.0,0.0,0.0,1.96066,1.1838117,0.0
SMAP2,1.7009743,0.0,0.0,0.0,0.0,0.0,0.6140634,1.3984158,1.3522433,1.5123363,2.1442685,1.4977057,0.0,0.0,0.7136071,1.4694216,0.0
NFYC,0.0,0.0,0.0,0.0,0.0,0.0,0.6710652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTPS1,0.0,0.0,0.0,0.0,0.0,0.0,1.3854218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCMH1,0.0,0.0,0.9345522,0.0,0.0,0.0,1.1950378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIVEP3,0.0,0.0,0.0,0.0,0.0,0.0,0.68629336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXJ3,0.0,0.0,0.0,0.0,0.0,0.0,0.81109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBX1,2.0828614,2.219578,0.0,1.9164963,0.0,0.0,0.0,2.7349663,2.5502033,2.7242525,0.0,1.9287931,1.8936149,1.9524529,2.5483122,2.7180943,2.0692925
EBNA1BP2,0.0,0.0,0.0,0.0,0.0,0.0,2.3110552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRF,0.0,0.0,0.0,0.0,0.0,0.0,0.582311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST3GAL3,0.0,0.0,0.0,0.0,0.0,0.0,0.84132373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6450338,1.3510699,1.6520431,0.0,1.3706019,0.0,0.0,1.2845424,1.396353,1.3038588
RPS8,4.2991033,3.748008,0.0,3.310286,0.0,0.0,0.0,3.4072642,3.6529894,3.7807908,2.7373273,3.9571562,3.407566,3.6871817,4.168784,4.0629997,4.1084595
PRDX1,0.0,2.014037,0.0,0.0,0.0,0.0,0.0,1.505479,0.0,0.0,0.0,1.5187106,0.0,0.0,0.8243212,0.0,0.0
AKR1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.105459,0.0,0.0,0.692299,0.0,0.0
GPBP1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.9400792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRH,1.6014856,0.9424148,0.0,1.2915777,0.0,0.0,0.0,1.4749864,1.0791475,1.7736579,0.0,1.9874947,1.3350894,0.0,1.8010658,1.7873979,1.3179102
CYP4A11,0.0,0.0,0.0,0.0,0.0,0.0,0.88617027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRABD2B,0.0,0.0,0.0,0.0,0.0,0.0,0.85464084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA6,0.0,0.0,0.0,0.0,0.0,0.0,0.5715668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAF1,0.0,0.0,1.5439905,0.0,0.0,1.0286433,1.8257347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS15,0.0,0.0,0.0,0.0,1.5290163,1.0921214,0.6317104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS15-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.880407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL9,0.0,0.0,0.0,0.0,0.0,0.0,1.6834395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRDC,0.0,0.0,0.0,0.0,0.0,0.0,0.8397881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUT4,0.0,0.0,1.149485,0.0,0.0,0.0,1.0066111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZYG11B,0.0,0.0,0.0,0.0,0.0,0.0,0.65711045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECHDC2,0.0,0.0,1.5754439,0.0,0.0,1.1732996,2.7125168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCP2,0.0,0.0,1.3955147,0.0,0.0,0.8352163,2.7571445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7882174,0.0
ENSG00000230138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87217355
TMEM59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6183505,0.0,1.2138155,0.0,2.409337,0.0,0.0,1.0491726,1.0044492,1.357703
SSBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.99761844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHCR24,0.0,0.0,0.0,0.0,0.0,0.0,0.8912858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP3,0.0,0.0,0.0,0.0,2.2621799,0.0,2.3572187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FYB2,0.0,0.0,0.0,0.0,0.0,0.0,2.1782517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8A,0.0,0.0,0.0,0.0,0.0,0.0,1.578938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8B,0.0,0.0,0.0,0.0,0.0,0.0,1.2970524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAB1,0.0,0.0,0.0,0.0,0.0,0.0,1.1499641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACSTD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91488934,0.0,0.0
JUN,0.0,3.082941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.504998,0.0,0.0,0.0,0.0,0.0
FGGY,0.0,0.0,1.842466,0.0,0.0,0.0,2.6073256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIA,0.0,0.0,1.4338667,0.0,1.0266968,2.1720264,2.9196317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PATJ,0.0,0.0,2.0337002,0.0,0.0,0.0,1.809228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK7,0.0,0.0,0.0,0.0,0.0,0.0,0.54971653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM1,0.0,0.0,0.0,0.0,0.0,0.0,0.7796493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAK1,0.0,0.0,0.0,1.8005635,1.7826512,0.0,0.89884764,0.8901702,1.6665137,0.0,0.0,0.0,1.7938459,0.0,0.68536425,0.69374776,0.0
LEPR,0.0,0.0,0.0,0.0,0.0,0.0,1.2759125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35D1,0.0,0.0,0.0,0.0,0.0,0.0,0.5195811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBP1,0.0,0.0,0.0,1.2008319,0.0,0.0,0.0,0.9092546,1.2285485,0.899323,0.0,1.1130857,1.5031642,0.0,1.3125288,1.321023,1.2743354
GNG12-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.7952826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF11,0.0,0.0,1.1571288,0.0,1.1346734,1.1308198,1.3224345,0.0,0.94635206,0.0,0.0,0.0,0.0,0.0,0.74297076,0.0,1.0391607
ZRANB2,0.0,0.0,0.0,0.0,0.0,0.0,0.7962614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYZ,0.0,0.0,0.0,0.0,0.0,0.0,0.5678326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADM,0.0,0.0,0.0,0.0,0.0,0.0,0.9719583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST6GALNAC3,0.0,0.0,0.0,0.0,2.4963348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZZZ3,0.0,0.0,0.0,0.0,0.0,0.0,1.2437079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP33,0.0,0.0,0.0,0.0,0.0,0.0,0.4616995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEXN,0.0,0.0,0.0,0.0,0.0,0.7257719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC2,0.0,0.0,0.0,0.0,0.0,0.0,0.9727762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.28007323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL4,0.0,0.0,0.0,0.0,1.974697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL2,0.0,0.0,0.0,0.0,2.198471,2.7637272,0.7826179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01725,0.0,0.0,0.0,0.0,0.0,0.0,1.8262568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3204191,1.8132751,1.6481339,0.0,1.2877638,0.0,0.0,1.6170977,1.5253367,1.349081
DDAH1,0.0,0.0,0.0,0.0,0.0,0.0,0.85537875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODF2L,0.0,0.0,0.0,0.0,0.8955779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0974138,0.0,0.0,0.8166379,0.81274,1.2117401
HS2ST1,0.0,0.0,0.0,0.0,0.0,0.0,0.6322056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO4,0.0,1.507118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKN2,0.0,0.0,0.0,0.0,0.9804388,0.0,1.0572362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF644,0.0,0.0,0.0,0.0,0.0,0.0,1.2214792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HFM1,0.0,0.0,1.3055229,0.0,1.0602077,1.7227337,1.7621746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFBR3,0.0,0.0,0.0,0.0,2.0138965,1.4023311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.44112957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI5,0.0,0.0,0.0,0.0,0.0,1.489583,1.7223718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL5,3.5793233,3.574087,0.0,3.1425614,0.0,0.0,0.0,2.6314225,2.9460514,2.9450455,0.0,3.4030185,3.2282643,3.392346,3.4524872,3.3764057,3.2615023
ARHGAP29,0.0,0.0,0.0,0.0,1.4489536,0.0,0.76712954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCD3,0.0,0.0,0.0,0.0,0.0,0.0,1.1801478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN3,0.0,0.0,0.0,0.0,1.5137167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLCD4-RWDD3,0.0,0.0,0.0,0.0,0.0,0.0,0.32812828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
