software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
4.1,author_cell_type,Mono+mono derived cells,29639,0.8285289631165174,0.8628864719540511,0.7147002260535106,134593,3366,8456,21183,2,"['FCN1', 'CFD']","['ENSG00000224397', 'ENSG00000121552', 'ENSG00000085265', 'ENSG00000018280', 'ENSG00000197766', 'ENSG00000166927', 'ENSG00000129226', 'ENSG00000197249', 'ENSG00000204472', 'ENSG00000204482']",0.5383433103561401
4.1,author_cell_type,Macrophages,7076,0.8715387166307411,0.9866259971844203,0.5942622950819673,160465,57,2871,4205,2,"['C1QA', 'FOLR2']","['ENSG00000173369', 'ENSG00000173372', 'ENSG00000159189', 'ENSG00000165457', 'ENSG00000138449', 'ENSG00000073754', 'ENSG00000167601', 'ENSG00000107798', 'ENSG00000019169', 'ENSG00000130203']",1.0
4.1,author_cell_type,Neutrophils,5340,0.7079764453961456,0.8812994585589338,0.3962546816479401,161973,285,3224,2116,1,['CSF3R'],"['ENSG00000163221', 'ENSG00000119535', 'ENSG00000059728', 'ENSG00000111913', 'ENSG00000123689', 'ENSG00000143546', 'ENSG00000171051', 'ENSG00000163220', 'ENSG00000115271', 'ENSG00000163563']",1.0
4.1,author_cell_type,Endothelial cells,2834,0.9350810573974004,0.9432780847145488,0.9036697247706422,164610,154,273,2561,1,['PTPRB'],"['ENSG00000127329', 'ENSG00000136011', 'ENSG00000138315', 'ENSG00000131016', 'ENSG00000162618', 'ENSG00000069122', 'ENSG00000145708', 'ENSG00000163072', 'ENSG00000046889', 'ENSG00000160339']",1.0
4.1,author_cell_type,Fibroblasts,1273,0.9108079748163692,0.9942726231386024,0.6818538884524745,166320,5,405,868,2,"['PRKG1', 'CCBE1']","['ENSG00000185532', 'ENSG00000183287', 'ENSG00000196569', 'ENSG00000168542', 'ENSG00000011465', 'ENSG00000169946', 'ENSG00000160801', 'ENSG00000115252', 'ENSG00000091136', 'ENSG00000237125']",1.0
4.1,author_cell_type,Cholangiocytes,657,0.8966820663586729,0.9907192575406032,0.649923896499239,166937,4,230,427,2,"['CTNND2', 'BICC1']","['ENSG00000169862', 'ENSG00000146038', 'ENSG00000122870', 'ENSG00000153822', 'ENSG00000100170', 'ENSG00000140835', 'ENSG00000184672', 'ENSG00000135373', 'ENSG00000001626', 'ENSG00000165238']",1.0
4.1,author_cell_type,Hepatocytes,10996,0.9794897257657932,0.9918777799265132,0.9328846853401236,156518,84,738,10258,2,"['ACSM2B', 'ACSM2A']","['ENSG00000066813', 'ENSG00000183747', 'ENSG00000138115', 'ENSG00000122194', 'ENSG00000198650', 'ENSG00000136881', 'ENSG00000138356', 'ENSG00000113924', 'ENSG00000021826', 'ENSG00000138109']",1.0
4.1,author_cell_type,Resident NK,10894,0.6819242662932493,0.7996920971604516,0.4291353038369744,155533,1171,6219,4675,2,"['XCL1', 'TXK']","['ENSG00000100385', 'ENSG00000143184', 'ENSG00000117281', 'ENSG00000134545', 'ENSG00000143185', 'ENSG00000074966', 'ENSG00000187118', 'ENSG00000150045', 'ENSG00000113088', 'ENSG00000173762']",0.8167732357978821
4.1,author_cell_type,Circulating NK/NKT,12567,0.7217215840040356,0.8111068161319418,0.500915095090316,153565,1466,6272,6295,2,"['FGFBP2', 'CD247']","['ENSG00000115523', 'ENSG00000137441', 'ENSG00000159674', 'ENSG00000171476', 'ENSG00000198821', 'ENSG00000100453', 'ENSG00000150045', 'ENSG00000074966', 'ENSG00000180644', 'ENSG00000203747']",0.7628828287124634
4.1,author_cell_type,T cells,77355,0.9243263790811952,0.9415505497300812,0.8613017904466421,86107,4136,10729,66626,1,['CD3D'],"['ENSG00000167286', 'ENSG00000198851', 'ENSG00000160654', 'ENSG00000168685', 'ENSG00000113088', 'ENSG00000116824', 'ENSG00000008517', 'ENSG00000227507', 'ENSG00000111796', 'ENSG00000105374']",1.0
