,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
ENSG00000188290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9414282,0.0,0.0,0.0,0.181487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81155574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188157,0.0,0.0,0.0,0.0,0.21537726,0.0,0.49865323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09893307,0.0,0.0,0.0,0.0,0.5205432,0.0,0.0,0.0,0.0,0.0
ENSG00000078808,0.0,0.0,0.0,0.0,0.5647858,0.0,0.4428816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7810075,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175756,0.0,0.0,0.0,0.0,1.0833162,0.0,0.8658685,0.0,0.93543404,0.0,0.0,1.4976498,0.0,0.7467469,0.6102371,0.0,0.0,0.0,0.0,0.0,0.0,1.3688385,0.0,0.0,0.7805158,0.0,1.0049992,0.0,0.0,1.6385417,1.3470063,1.0346863
ENSG00000221978,0.0,0.0,0.0,0.0,0.0,0.0,0.2994515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000242485,0.0,0.0,0.0,0.0,0.9588576,0.0,0.7272105,0.0,0.98911715,0.0,0.0,0.0,0.0,0.64749414,0.5221971,0.0,0.699267,0.0,0.0,0.0,0.0,0.9825824,0.0,0.0,0.6633233,0.0,0.6524505,0.0,0.0,0.0,0.9287082,0.9119033
ENSG00000160075,0.0,0.0,0.0,0.0,0.62732804,0.0,0.5571047,0.0,0.5664042,0.0,0.0,0.0,0.0,0.0,0.55887127,0.0,0.0,0.0,0.0,0.0,0.0,0.58956426,0.0,0.0,0.3161235,0.0,0.20289937,0.0,0.0,0.0,0.68626887,0.6967162
ENSG00000008128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3161235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078369,0.0,0.0,0.0,0.0,0.0,0.0,0.491576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0272596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162585,0.0,0.0,0.0,0.0,0.506464,0.0,0.46497744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21345337,0.0,0.0,0.0,0.0,0.44052863,0.0,0.0,0.0,0.24271885,0.3935162
ENSG00000157916,0.0,0.0,0.0,0.0,0.7186911,0.0,0.16991574,0.0,0.48637795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35470718,0.0,0.0,0.88153136,0.0,0.7896714,0.0,0.0,0.0,0.7948829,0.738663
ENSG00000177133,0.0,0.0,0.0,0.0,0.5369017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6877272,0.0,0.0,0.0,0.0,0.0
ENSG00000235169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
