,Differentiated keratinocytes I,Differentiated keratinocytes II,Endothelial cells,Fibroblasts I,Fibroblasts II,Immune,Melanocytes/melanocyte-like,Pericytes,Terminally differentiated keratinocytes,Undifferentiated keratinocytes I,Undifferentiated keratinocytes II
ENSG00000142949,0.8009739,0.5250319,0.0,0.0,0.0,0.0,0.0,0.0,0.6368475,0.0,0.0
ENSG00000117410,0.7104346,0.6209121,0.0,0.0,0.0,0.0,0.0,0.0,0.9412455,0.5835055,0.6754168
ENSG00000142937,4.097065,4.190099,3.4962492,3.1310413,3.0239959,3.1875992,2.601533,3.678142,3.6346712,4.0027285,4.1051707
ENSG00000117450,1.7574754,1.5414608,1.689057,1.6239954,1.6947818,1.5301204,1.688995,1.7571962,1.6302671,1.7613757,1.8280084
ENSG00000132780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6992028
ENSG00000159592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33100146,0.0,0.0
ENSG00000173660,1.47409,1.4435539,0.9717362,0.0,0.0,0.0,0.0,1.3888497,1.2839007,1.514247,1.6363451
ENSG00000162366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9773535,0.0,0.0
ENSG00000162368,0.61732984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75817,0.0,0.594223
ENSG00000123091,0.50506675,0.48350918,0.0,0.0,0.0,0.0,0.0,0.0,0.5534314,0.0,0.0
ENSG00000134717,0.5174664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185572,0.0,0.48183554
ENSG00000116171,0.91801924,0.55861783,0.0,0.0,0.0,0.0,0.0,0.0,0.9909675,0.0,0.6948823
ENSG00000162385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5869527
ENSG00000116209,1.1064398,0.89695156,1.3405418,1.5839492,1.8909832,0.0,1.613933,1.350668,1.0489366,1.111134,1.0224446
ENSG00000116133,0.4713953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1386414,0.0,0.0
ENSG00000162407,0.0,0.0,0.0,1.7178391,2.10191,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184292,2.1362867,2.6374564,0.0,0.0,0.0,0.0,0.0,0.0,3.135775,2.4992356,2.1675115
ENSG00000177606,2.777844,2.0464833,1.695621,2.0392044,1.9690843,1.5984201,2.1449342,1.9938613,2.7206388,3.2133927,2.5750365
ENSG00000162434,0.26392636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56067324,0.0,0.0
ENSG00000213625,0.0,0.0,1.0383532,0.4819765,0.7862973,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142864,1.5177481,1.5455132,1.140446,0.0,0.0,0.0,0.0,0.0,1.4600441,1.383153,1.5070724
ENSG00000116717,0.0,0.7328595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84343195,0.79340565
ENSG00000172380,0.68869376,0.6194417,0.0,0.0,0.0,0.0,0.0,0.0,1.0639243,0.0,0.51778793
ENSG00000116754,0.7392631,0.67439103,0.8152186,0.0,0.0,0.0,0.0,0.0,0.5069326,0.7703099,0.7318224
ENSG00000162618,0.0,0.0,1.6260844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174021,0.8225441,0.8436957,0.9588838,0.0,0.0,0.0,0.0,0.0,0.68378067,0.9801007,0.9750348
ENSG00000142871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3390234,0.0,0.0,0.0
ENSG00000137975,0.6125886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85805035,0.0,0.50314957
ENSG00000097033,0.54708016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183291,0.39274198,0.0,0.0,0.0,0.66629475,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143013,0.76074183,0.5479633,0.0,0.0,0.0,0.0,0.0,0.0,0.49179304,0.0,0.63191843
ENSG00000122406,3.4087648,3.5102026,3.4025927,3.0390153,2.9380674,3.1489344,2.5316372,3.54196,2.6739361,3.5808208,3.4949484
ENSG00000137962,0.0,0.0,1.1719525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117519,0.0,0.0,1.0827353,0.0,1.3063079,0.0,1.4227744,0.0,0.0,0.0,0.0
ENSG00000099260,0.55002666,0.0,1.0699208,0.0,0.0,0.0,0.0,0.0,0.26939043,0.0,0.0
ENSG00000134186,0.39286736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5529567
ENSG00000031698,0.38802636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52377963,0.0,0.0
ENSG00000065135,0.62526137,0.6026902,0.0,0.0,0.0,0.0,0.0,0.0,0.81342137,0.57716185,0.60583293
ENSG00000134202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46166763
ENSG00000168710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36502707,0.0,0.0
ENSG00000134248,0.69070613,0.6028025,0.0,0.0,0.0,0.0,0.0,0.0,0.59211254,0.64795274,0.7042551
ENSG00000116459,0.7614246,0.6386987,0.0,0.0,0.0,0.0,0.0,0.0,0.58097136,0.68939567,0.85722923
ENSG00000116489,0.55991596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6731807,0.0,0.48790118
ENSG00000155366,0.28733695,0.0,1.2729495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75510836
ENSG00000116774,0.0,0.0,0.0,0.0,1.1568115,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5184193
ENSG00000175984,0.0,0.69025975,0.0,0.0,0.0,0.0,0.0,0.0,0.6766765,0.0,0.0
ENSG00000009307,1.0482172,0.9613091,0.9432772,0.0,0.0,0.0,0.0,0.0,1.3816347,0.9868586,0.8730956
ENSG00000163399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84802234,0.7558857
ENSG00000092621,1.0664036,0.76322365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97046286
ENSG00000134250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551365,0.0,0.0
ENSG00000143401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15608278
ENSG00000117362,0.4851715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5968162,0.0,0.49383247
ENSG00000143384,1.0303215,1.4544637,0.0,0.0,0.0,0.0,0.0,0.0,1.1523705,1.3195646,1.209013
ENSG00000143420,1.3299537,1.1810668,0.0,0.0,0.0,0.0,0.0,0.0,1.1823418,0.9809342,1.1962643
ENSG00000143387,0.0,0.0,0.0,0.0,2.0465071,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7964066,0.0,0.0
ENSG00000159352,0.2515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44567847
ENSG00000159377,0.43982816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45452473
ENSG00000143367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5795193,0.0,0.0
ENSG00000196407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80004704,0.0,0.0
ENSG00000197747,1.7445748,1.838639,2.9831538,3.078058,3.4935622,2.7965255,3.500654,0.0,0.0,2.4319348,2.1789465
ENSG00000163191,2.3686054,2.417482,1.7919788,1.8177459,2.248991,1.7534366,1.9076495,1.6435732,1.6135217,2.0327625,1.9814959
ENSG00000163207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6014924,0.0,0.0
ENSG00000169474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54993355,0.0,0.0
ENSG00000169469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.914628,0.0,0.0
ENSG00000197956,0.0,0.0,3.8771229,4.442739,4.6288776,3.259604,4.43787,4.1228495,0.0,1.6713647,1.4453247
ENSG00000196154,0.0,0.0,0.0,2.9201388,3.3633747,3.6122909,2.231363,3.6546998,0.0,0.0,0.44663668
ENSG00000196754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4044442,2.662036
ENSG00000188643,2.2292364,2.0129378,1.0646086,0.0,0.0,0.0,0.0,0.0,2.0481112,1.676808,1.768323
ENSG00000189334,2.9359326,2.9940853,0.0,0.0,0.0,0.0,0.0,0.0,2.745482,2.4765053,2.581885
ENSG00000189171,0.0,0.0,1.3846614,1.214981,1.8289733,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143621,0.4841416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799101
ENSG00000143543,0.6976948,0.466624,0.0,0.0,0.0,0.0,0.0,0.0,0.5201708,0.0,0.7331132
ENSG00000143545,0.64971596,0.0,0.83727324,0.0,0.0,0.0,0.0,0.0,0.360686,0.0,0.7370399
ENSG00000177954,4.1059504,4.0899763,3.7397041,3.5858214,3.6080635,4.1480703,3.030723,3.8408494,3.6280565,4.013129,3.9501905
ENSG00000143549,0.5338392,0.0,1.2575314,0.0,0.0,0.0,0.0,0.0,0.61829734,0.0,0.7371819
ENSG00000143612,0.75962687,0.6195407,0.0,0.0,0.0,0.0,0.0,0.0,0.6716385,0.75254667,0.7508292
ENSG00000163344,0.67297584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62597936,0.0,0.5135678
ENSG00000160685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32243782,0.0,0.0
ENSG00000143537,0.62356985,0.0,1.0513942,0.0,0.0,0.0,0.0,0.0,0.7491206,0.0,0.0
ENSG00000169242,0.9444747,0.93490475,0.0,0.0,0.0,0.0,0.0,0.0,0.9909675,1.1929752,1.0565523
ENSG00000160752,0.42682385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51891446,0.0,0.395999
ENSG00000163479,0.69963473,0.68988824,0.0,0.0,1.0929117,0.0,0.0,0.0,0.27219576,0.9227897,0.94133455
ENSG00000116586,0.5557489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3051402,0.0,0.0
ENSG00000132698,1.3656445,0.88970506,0.0,0.0,0.0,0.0,0.0,0.0,1.7176795,0.0,0.0
ENSG00000160789,1.8033459,1.7668025,2.0553055,1.6551186,2.134089,1.7254883,2.1419435,1.6174862,2.0192797,1.9517183,1.8952287
ENSG00000163472,0.6449003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031651,0.0,0.0
ENSG00000163468,0.629143,0.5484956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564857
ENSG00000143320,0.6996007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5541048,0.0,0.0
ENSG00000143321,0.5411781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89583516,0.0,0.6510647
ENSG00000163565,0.0,0.0,1.1091276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213088,0.0,0.0,2.215777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158710,1.6954385,1.568933,2.057746,0.93984157,1.6408863,1.6592982,0.0,1.1323853,0.8806112,1.6764545,1.8633525
ENSG00000162734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63579226,0.0,0.0
ENSG00000215845,0.790514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7841866,0.0,0.5655327
ENSG00000143217,0.611841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3302574,0.0,0.0
ENSG00000143256,0.60525846,0.75355726,0.0,0.0,0.0,0.0,0.0,0.0,0.36799893,0.7426542,0.79512465
ENSG00000143222,0.6710536,0.52107173,0.0,0.0,0.0,0.0,0.0,0.0,0.63728833,0.0,0.6594613
ENSG00000143252,0.35839945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374247,0.0,0.0
ENSG00000143248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5367126,0.0,0.0,0.0
ENSG00000143198,0.7277032,0.15019958,1.4567953,1.7520556,1.9169909,0.0,1.3664523,2.4504204,0.0,0.96832126,0.88646436
ENSG00000143149,0.54017484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143183,0.42611313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603841,0.0,0.0
ENSG00000143158,0.54660493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72706825
ENSG00000143196,0.0,0.0,0.0,0.0,1.7255754,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2729053,0.0,0.0
ENSG00000116132,0.0,0.0,0.0,0.0,0.8655999,0.0,0.0,1.4617387,0.0,0.0,0.0
ENSG00000117523,0.4843807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35975957,0.0,0.5634328
ENSG00000117592,1.3491261,1.0005724,0.0,0.0,1.011633,0.0,0.0,0.0,1.3214521,1.0017159,1.1573536
ENSG00000116161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6181576
ENSG00000162783,0.7578682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5070217,0.0,0.0
ENSG00000135821,0.0,0.0,1.2273463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162704,0.6114103,0.0,0.0,0.0,0.0,0.0,0.0,1.4069703,0.5078578,0.0,0.728562
ENSG00000116667,0.7019881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5728654,0.7931558,0.56641716
ENSG00000116679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226386,0.0,0.0
ENSG00000047410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3727556
ENSG00000000971,0.0,0.0,0.0,2.2395666,2.7137513,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081237,0.0,0.0,0.0,0.0,0.0,0.78502065,0.0,0.0,0.0,0.0,0.0
ENSG00000163362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32765126,0.0,0.0
ENSG00000081277,2.2611618,1.9167683,0.0,0.0,0.0,0.0,0.0,0.0,2.7602246,0.94017446,1.1499325
ENSG00000159166,0.9221282,0.52093273,0.0,0.0,0.0,0.0,0.0,0.0,1.1447611,0.0,0.0
ENSG00000159176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9152613,0.0,0.0,0.46414104
ENSG00000117139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23768747,0.0,0.0
ENSG00000159346,0.56114155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63694185,0.890679,0.64741427
ENSG00000159348,0.5215093,0.66602105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0039012,0.6238451
ENSG00000159388,1.7231121,1.9584432,0.0,0.0,0.0,0.0,0.0,0.0,2.3559642,2.3577504,1.78349
ENSG00000188783,0.0,0.0,0.0,0.0,1.3687966,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000058668,0.28040403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4943779,0.0,0.0
ENSG00000058673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30933374,0.0,0.0
ENSG00000182004,0.5327909,0.40636826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152967,0.8528825
ENSG00000069275,0.83035,0.54409003,0.0,0.68247086,1.1593194,0.0,0.0,1.0480888,0.0,0.84962845,1.3168375
ENSG00000196352,0.49865255,0.92247,0.0,0.0,0.0,0.0,0.0,0.0,1.6851974,0.5989208,0.47996098
ENSG00000174059,0.0,0.0,1.839566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230937,1.2367904,1.3013229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2700934,1.3320025
ENSG00000196878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9509077,0.0
ENSG00000117595,0.65710306,0.92379594,0.0,0.0,0.0,0.0,0.0,0.0,0.9008827,0.8744377,0.7570258
ENSG00000117691,0.5785347,0.0,0.0,0.0,1.1981325,0.0,0.0,0.0,0.0,0.0,0.7705879
ENSG00000162772,1.8697374,1.397842,0.0,0.0,0.0,0.0,0.0,0.0,1.6936519,2.2478762,1.4211447
ENSG00000143753,1.7463474,1.2338488,0.0,0.0,0.0,0.0,0.0,0.0,1.7225319,1.3011284,0.995687
ENSG00000143771,0.41835126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42585027,0.0,0.51474005
ENSG00000154380,0.36861876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143742,0.8252188,0.62814283,1.1700718,0.0,0.0,0.0,0.0,0.0,0.8446283,0.7951493,1.0586172
ENSG00000143819,0.0,0.0,0.0,0.78102624,1.1910182,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163041,2.4643111,2.4330945,2.401844,2.0904171,2.266159,2.1843524,2.3588278,2.2256944,2.4782784,2.5656352,2.7043264
ENSG00000143761,0.9441867,0.93214136,1.0365089,0.0,0.0,0.0,0.0,0.0,1.17783,0.9695647,0.9254501
ENSG00000143774,1.9280694,1.6937499,1.8717711,0.9742111,1.1845239,0.0,0.0,1.5329329,1.654753,2.0400357,1.6948377
ENSG00000168159,0.6961482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65569675,0.0,0.0
ENSG00000168118,0.45436704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32112345,0.0,0.48406875
ENSG00000168264,0.2861433,0.6745788,0.0,0.0,0.0,0.0,0.0,0.0,0.55807203,0.0,0.0
ENSG00000173726,1.1280918,1.0845785,0.0,0.0,0.0,0.0,0.0,0.0,0.989962,1.1851504,1.1325164
ENSG00000153187,0.46803594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162369,0.0,0.69195294
ENSG00000035115,0.27946734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5258792
ENSG00000143727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44817454
ENSG00000171863,3.6286047,3.7002087,3.3394268,2.8143408,2.6744514,3.3459532,2.5620005,3.3917909,3.060052,3.5699244,3.585422
ENSG00000115738,0.7833111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62019575,0.8343308,0.59679186
ENSG00000143797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63580275,0.0,0.0
ENSG00000134308,0.95623827,0.96882,0.0,0.0,1.1936674,0.0,0.0,1.4326513,0.8337687,1.073872,1.2699097
ENSG00000134317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0795488,0.0,0.0
