cluster,count
Differentiated keratinocytes I,3100
Differentiated keratinocytes II,3010
Undifferentiated keratinocytes I,2580
Fibroblasts I,2069
Fibroblasts II,976
Terminally differentiated keratinocytes,848
Pericytes,623
Immune,612
Undifferentiated keratinocytes II,588
Melanocytes/melanocyte-like,467
Endothelial cells,370
